Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.0001517911355,1.0555555555555556,2000-01-01--01:20:00,153.94278,44.48969,0,0.,-0.13,12,-0.59,72,-0.59,12,-0.13,72,-11.39,11,-5.67,11,-0.52,11,-
2000.0001612780816,1.0590277777777777,2000-01-01--01:25:00,153.29548000000003,46.629180000000005,0,0.,-0.28,12,-0.12,72,-0.12,12,-0.28,72,-11.66,11,-5.82,11,-0.05,11,-
2000.0001707650274,1.0625,2000-01-01--01:30:00,152.62539,48.68531,0,0.,-0.27,12,-0.11,72,-0.11,12,-0.27,72,-11.65,11,-5.8100000000000005,11,-0.04,11,-
2000.0001802519735,1.065972222222222,2000-01-01--01:35:00,151.93425000000002,50.661570000000005,0,0.,0.29,12,0.88,72,0.88,12,0.29,72,-11.41,11,-5.25,11,0.9500000000000001,11,-
2000.0001897389195,1.0694444444444444,2000-01-01--01:40:00,151.22367,52.56163,0,0.,1.01,12,0.9,72,0.9,12,1.01,72,-10.81,11,-4.53,11,0.97,11,-
2000.0001992258653,1.0729166666666665,2000-01-01--01:45:00,150.49517,54.38922,0,0.,1.3,12,0.6900000000000001,72,0.6900000000000001,12,1.3,72,-10.28,11,-4.24,11,0.76,11,-
2000.0002087128114,1.0763888888888888,2000-01-01--01:50:00,149.75016000000002,56.14809,0,0.,1.12,12,1.19,72,1.19,12,1.12,72,-9.93,11,-4.42,11,1.26,11,-
2000.0002181997572,1.0798611111111112,2000-01-01--01:55:00,148.98993000000002,57.841950000000004,0,0.,1.98,12,1.43,72,1.43,12,1.98,72,-8.870000000000001,11,-3.56,11,1.5,11,-
2000.0002276867033,1.0833333333333333,2000-01-01--02:00:00,148.2157,59.474430000000005,0,0.,1.76,12,0.07,72,0.07,12,1.76,72,-9.11,11,-3.7800000000000002,11,0.14,11,-
2000.0002371736493,1.0868055555555556,2000-01-01--02:05:00,147.42859,61.049040000000005,0,0.,1.25,12,-0.22,72,-0.22,12,1.25,72,-9.88,11,-4.29,11,-0.15,11,-
2000.0002466605952,1.0902777777777777,2000-01-01--02:10:00,146.62963000000002,62.56917000000001,0,0.,0.63,12,-0.11,72,-0.11,12,0.63,72,-10.08,11,-4.91,11,-0.04,11,-
2000.0002561475412,1.09375,2000-01-01--02:15:00,145.81977,64.03808000000001,0,0.,0.68,12,-0.22,72,-0.22,12,0.68,72,-10.43,11,-4.86,11,-0.15,11,-
2000.000265634487,1.097222222222222,2000-01-01--02:20:00,144.99991,65.45884000000001,0,0.,1.08,12,-0.17,72,-0.17,12,1.08,72,-10.81,11,-4.46,11,-0.1,11,-
2000.000275121433,1.1006944444444444,2000-01-01--02:25:00,144.17086,66.83442000000001,0,0.,1.41,12,-0.28,72,-0.28,12,1.41,72,-11.25,11,-4.13,11,-0.21,11,-
2000.0002846083792,1.1041666666666665,2000-01-01--02:30:00,143.33338,68.16758,0,0.,1.1300000000000001,12,0.14,72,0.14,12,1.1300000000000001,72,-11.49,11,-4.41,11,0.21,11,-
2000.000294095325,1.1076388888888888,2000-01-01--02:35:00,142.48818,69.46096,0,0.,1.47,12,0.33,72,0.33,12,1.47,72,-11.120000000000001,11,-4.07,11,0.4,11,-
2000.000303582271,1.1111111111111112,2000-01-01--02:40:00,141.63589000000002,70.71704000000001,0,0.,1.26,12,0.52,72,0.52,12,1.26,72,-11.08,11,-4.28,11,0.59,11,-
2000.0003130692169,1.1145833333333333,2000-01-01--02:45:00,140.77714,71.93816000000001,0,0.,1.19,12,1.23,72,1.23,12,1.19,72,-11.05,11,-4.3500000000000005,11,1.3,11,-
2000.000322556163,1.1180555555555556,2000-01-01--02:50:00,139.91247,73.12652,0,0.,0.29,12,0.7000000000000001,72,0.7000000000000001,12,0.29,72,-11.1,11,-5.25,11,0.77,11,-
2000.0003320431088,1.1215277777777777,2000-01-01--02:55:00,139.04241000000002,74.28417,0,0.,0.78,12,0.22,72,0.22,12,0.78,72,-11.200000000000001,11,-4.76,11,0.29,11,-
2000.0003415300548,1.125,2000-01-01--03:00:00,138.16745,75.41307,0,0.,1.08,12,-0.78,72,-0.78,12,1.08,72,-12.3,11,-4.46,11,-0.71,11,-
2000.0003510170009,1.128472222222222,2000-01-01--03:05:00,137.28804000000002,76.51504000000001,0,0.,1.73,12,0.71,72,0.71,12,1.73,72,-11.540000000000001,11,-3.81,11,0.78,11,-
2000.0003605039467,1.1319444444444444,2000-01-01--03:10:00,136.40461000000002,77.59179,0,0.,1.6500000000000001,12,0.36,72,0.36,12,1.6500000000000001,72,-11.23,11,-3.89,11,0.43,11,-
2000.0003699908928,1.1354166666666665,2000-01-01--03:15:00,135.51755,78.64494,0,0.,0.55,12,0.9,72,0.9,12,0.55,72,-11.21,11,-4.99,11,0.97,11,-
2000.0003794778386,1.1388888888888888,2000-01-01--03:20:00,134.62725,79.67599000000001,0,0.,1.18,12,0.4,72,0.4,12,1.18,72,-11.32,11,-4.36,11,0.47000000000000003,11,-
2000.0003889647846,1.1423611111111112,2000-01-01--03:25:00,133.73404000000002,80.68638,0,0.,1.42,12,0.34,72,0.34,12,1.42,72,-11.6,11,-4.12,11,0.41000000000000003,11,-
2000.0003984517307,1.1458333333333333,2000-01-01--03:30:00,132.83827000000002,81.67743,0,0.,1.99,12,1.09,72,1.09,12,1.99,72,-10.96,11,-3.5500000000000003,11,1.16,11,-
2000.0004079386765,1.1493055555555556,2000-01-01--03:35:00,131.94024000000002,82.65041000000001,0,0.,1.72,12,1.33,72,1.33,12,1.72,72,-10.76,11,-3.8200000000000003,11,1.4000000000000001,11,-
2000.0004174256226,1.1527777777777777,2000-01-01--03:40:00,131.04025000000001,83.60651,0,0.,1.1,12,0.38,72,0.38,12,1.1,72,-11.,11,-4.44,11,0.45,11,-
2000.0004269125684,1.15625,2000-01-01--03:45:00,130.13858000000002,84.54685,0,0.,0.91,12,-0.03,72,-0.03,12,0.91,72,-11.71,11,-4.63,11,0.04,11,-
2000.0004363995145,1.159722222222222,2000-01-01--03:50:00,129.2355,85.47248,0,0.,0.29,12,-0.73,72,-0.73,12,0.29,72,-12.42,11,-5.25,11,-0.66,11,-
2000.0004458864605,1.1631944444444444,2000-01-01--03:55:00,128.33127000000002,86.38439000000001,0,0.,-0.6,12,-1.37,72,-1.37,12,-0.6,72,-13.1,11,-6.140000000000001,11,-1.3,11,-
2000.0004553734063,1.1666666666666665,2000-01-01--04:00:00,127.42612000000001,87.28354,0,0.,-0.58,12,-0.54,72,-0.54,12,-0.58,72,-13.14,11,-6.12,11,-0.47000000000000003,11,-
2000.0004648603524,1.1701388888888888,2000-01-01--04:05:00,126.5203,88.17081,0,0.,-0.48,12,-0.06,72,-0.06,12,-0.48,72,-13.05,11,-6.0200000000000005,11,0.01,11,-
2000.0004743472982,1.1736111111111112,2000-01-01--04:10:00,125.61401000000001,89.04705000000001,0,0.,0.6,12,0.32,72,0.32,12,0.6,72,-12.93,11,-4.94,11,0.39,11,-
2000.0004838342443,1.1770833333333333,2000-01-01--04:15:00,124.70749,89.91306,0,0.,1.35,12,1.08,72,1.08,12,1.35,72,-12.42,11,-4.19,11,1.1500000000000001,11,-
2000.0004933211903,1.1805555555555556,2000-01-01--04:20:00,123.80093000000001,90.76960000000001,0,0.,1.7,12,0.2,72,0.2,12,1.7,72,-12.71,11,-3.84,11,0.27,11,-
2000.0005028081362,1.1840277777777777,2000-01-01--04:25:00,122.89453,91.6174,0,0.,0.9500000000000001,12,-0.46,72,-0.46,12,0.9500000000000001,72,-13.56,11,-4.59,11,-0.39,11,-
2000.0005122950822,1.1875,2000-01-01--04:30:00,121.98850000000002,92.45714000000001,0,0.,1.6,12,0.05,72,0.05,12,1.6,72,-13.47,11,-3.94,11,0.12,11,-
2000.000521782028,1.190972222222222,2000-01-01--04:35:00,121.08302,93.28948000000001,0,0.,1.78,12,0.4,72,0.4,12,1.78,72,-13.030000000000001,11,-3.7600000000000002,11,0.47000000000000003,11,-
2000.000531268974,1.1944444444444444,2000-01-01--04:40:00,120.17827000000001,94.11505000000001,0,0.,2.23,12,0.38,72,0.38,12,2.23,72,-12.540000000000001,11,-3.31,11,0.45,11,-
2000.00054075592,1.1979166666666665,2000-01-01--04:45:00,119.27444000000001,94.93445000000001,0,0.,2.5300000000000002,12,0.34,72,0.34,12,2.5300000000000002,72,-12.43,11,-3.0100000000000002,11,0.41000000000000003,11,-
2000.000550242866,1.2013888888888888,2000-01-01--04:50:00,118.3717,95.74824000000001,0,0.,2.27,12,0.18,72,0.18,12,2.27,72,-12.69,11,-3.27,11,0.25,11,-
2000.000559729812,1.2048611111111112,2000-01-01--04:55:00,117.47021000000001,96.55699000000001,0,0.,2.49,12,0.21,72,0.21,12,2.49,72,-12.91,11,-3.0500000000000003,11,0.28,11,-
2000.0005692167579,1.2083333333333333,2000-01-01--05:00:00,116.57016000000002,97.36121000000001,0,0.,2.5500000000000003,12,0.32,72,0.32,12,2.5500000000000003,72,-12.83,11,-2.99,11,0.39,11,-
2000.000578703704,1.2118055555555556,2000-01-01--05:05:00,115.67171,98.16142,0,0.,2.34,12,0.27,72,0.27,12,2.34,72,-13.030000000000001,11,-3.2,11,0.34,11,-
2000.0005881906498,1.2152777777777777,2000-01-01--05:10:00,114.77502000000001,98.9581,0,0.,2.5,12,0.22,72,0.22,12,2.5,72,-13.01,11,-3.04,11,0.29,11,-
2000.0005976775958,1.21875,2000-01-01--05:15:00,113.88025,99.75171,0,0.,2.79,12,0.32,72,0.32,12,2.79,72,-12.870000000000001,11,-2.75,11,0.39,11,-
2000.0006071645419,1.222222222222222,2000-01-01--05:20:00,112.98757,100.54272,0,0.,2.63,12,0.33,72,0.33,12,2.63,72,-12.86,11,-2.91,11,0.4,11,-
2000.0006166514877,1.2256944444444444,2000-01-01--05:25:00,112.09713,101.33156000000001,0,0.,2.79,12,0.34,72,0.34,12,2.79,72,-12.65,11,-2.75,11,0.41000000000000003,11,-
2000.0006261384337,1.2291666666666665,2000-01-01--05:30:00,111.20909,102.11865,0,0.,3.0500000000000003,12,0.38,72,0.38,12,3.0500000000000003,72,-12.47,11,-2.49,11,0.45,11,-
2000.0006356253796,1.2326388888888888,2000-01-01--05:35:00,110.32361,102.90441000000001,0,0.,2.89,12,0.42,72,0.42,12,2.89,72,-12.290000000000001,11,-2.65,11,0.49,11,-
2000.0006451123256,1.2361111111111112,2000-01-01--05:40:00,109.44085000000001,103.68923000000001,0,0.,2.46,12,0.44,72,0.44,12,2.46,72,-12.11,11,-3.08,11,0.51,11,-
2000.0006545992717,1.2395833333333333,2000-01-01--05:45:00,108.56095,104.47350000000002,0,0.,2.44,12,0.88,72,0.88,12,2.44,72,-11.71,11,-3.1,11,0.9500000000000001,11,-
2000.0006640862175,1.2430555555555556,2000-01-01--05:50:00,107.68408000000001,105.25760000000001,0,0.,2.65,12,0.55,72,0.55,12,2.65,72,-11.46,11,-2.89,11,0.62,11,-
2000.0006735731636,1.2465277777777777,2000-01-01--05:55:00,106.81039000000001,106.04189000000001,0,0.,2.8000000000000003,12,0.33,72,0.33,12,2.8000000000000003,72,-11.35,11,-2.74,11,0.4,11,-
2000.0006830601094,1.25,2000-01-01--06:00:00,105.94002,106.82673000000001,0,0.,2.7,12,0.32,72,0.32,12,2.7,72,-11.23,11,-2.84,11,0.39,11,-
2000.0006925470555,1.253472222222222,2000-01-01--06:05:00,105.07313,107.61246000000001,0,0.,2.41,12,0.37,72,0.37,12,2.41,72,-11.14,11,-3.13,11,0.44,11,-
2000.0007020340015,1.2569444444444444,2000-01-01--06:10:00,104.20987000000001,108.39944000000001,0,0.,2.49,12,0.24,72,0.24,12,2.49,72,-11.05,11,-3.0500000000000003,11,0.31,11,-
2000.0007115209473,1.2604166666666665,2000-01-01--06:15:00,103.35037000000001,109.18799000000001,0,0.,2.2800000000000002,12,0.13,72,0.13,12,2.2800000000000002,72,-10.94,11,-3.2600000000000002,11,0.2,11,-
2000.0007210078934,1.2638888888888888,2000-01-01--06:20:00,102.49479000000001,109.97843,0,0.,1.82,12,0.09,72,0.09,12,1.82,72,-10.97,11,-3.72,11,0.16,11,-
2000.0007304948392,1.267361111111111,2000-01-01--06:25:00,101.64325000000001,110.7711,0,0.,1.74,12,-0.12,72,-0.12,12,1.74,72,-11.19,11,-3.8000000000000003,11,-0.05,11,-
2000.0007399817853,1.2708333333333333,2000-01-01--06:30:00,100.79588000000001,111.56629000000001,0,0.,1.71,12,-0.15,72,-0.15,12,1.71,72,-11.4,11,-3.83,11,-0.08,11,-
2000.000749468731,1.2743055555555556,2000-01-01--06:35:00,99.95279000000001,112.36433000000001,0,0.,1.2,12,-0.41000000000000003,72,-0.41000000000000003,12,1.2,72,-11.77,11,-4.34,11,-0.34,11,-
2000.0007589556772,1.2777777777777777,2000-01-01--06:40:00,99.11406000000001,113.16551000000001,0,0.,1.67,12,-0.43,72,-0.43,12,1.67,72,-12.07,11,-3.87,11,-0.36,11,-
2000.0007684426232,1.28125,2000-01-01--06:45:00,98.27975,113.97013000000001,0,0.,1.3800000000000001,12,-0.19,72,-0.19,12,1.3800000000000001,72,-12.09,11,-4.16,11,-0.12,11,-
2000.000777929569,1.284722222222222,2000-01-01--06:50:00,97.44986,114.77848000000002,0,0.,1.19,12,-0.32,72,-0.32,12,1.19,72,-12.46,11,-4.3500000000000005,11,-0.25,11,-
2000.000787416515,1.2881944444444444,2000-01-01--06:55:00,96.62432000000001,115.59085,0,0.,1.35,12,-0.17,72,-0.17,12,1.35,72,-12.61,11,-4.19,11,-0.1,11,-
2000.000796903461,1.2916666666666665,2000-01-01--07:00:00,95.80289,116.40752,0,0.,2.,12,-0.12,72,-0.12,12,2.,72,-12.55,11,-3.54,11,-0.05,11,-
2000.000806390407,1.2951388888888888,2000-01-01--07:05:00,94.98512000000001,117.22877000000001,0,0.,0.96,12,-0.23,72,-0.23,12,0.96,72,-12.93,11,-4.58,11,-0.16,11,-
2000.000815877353,1.298611111111111,2000-01-01--07:10:00,94.17002000000001,118.05488000000001,0,0.,0.51,12,0.24,72,0.24,12,0.51,72,-12.6,11,-5.03,11,0.31,11,-
2000.0008253642989,1.3020833333333333,2000-01-01--07:15:00,93.35558,118.88611000000002,0,0.,1.9100000000000001,12,0.33,72,0.33,12,1.9100000000000001,72,-12.32,11,-3.63,11,0.4,11,-
2000.000834851245,1.3055555555555556,2000-01-01--07:20:00,92.53719000000001,119.72274000000002,0,0.,4.79,12,0.32,72,0.32,12,4.79,72,-12.38,11,-0.75,11,0.39,11,-
2000.0008443381907,1.3090277777777777,2000-01-01--07:25:00,91.70231000000001,120.56501000000002,0,0.,5.9,12,0.29,72,0.29,12,5.9,72,-12.41,11,0.36,11,0.36,11,-
2000.0008538251368,1.3125,2000-01-01--07:30:00,90.80275,121.4132,0,0.,6.74,12,0.49,72,0.49,12,6.74,72,-12.120000000000001,11,1.2,11,0.56,11,-
