Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.4974100637526,183.05208333333331,2000-07-01--01:15:00,111.33903000000001,17.905250000000002,0,0.,-0.61,12,-0.89,72,-0.89,12,-0.61,72,14.34,11,-8.9,11,-1.1500000000000001,11,-
2000.4974195506984,183.05555555555554,2000-07-01--01:20:00,111.05143000000001,19.099510000000002,0,0.,-0.7000000000000001,12,-0.21,72,-0.21,12,-0.7000000000000001,72,14.200000000000001,11,-8.99,11,-0.47000000000000003,11,-
2000.4974290376445,183.05902777777777,2000-07-01--01:25:00,110.74602000000002,20.28631,0,0.,0.33,12,0.55,72,0.55,12,0.33,72,14.71,11,-7.96,11,0.29,11,-
2000.4974385245903,183.0625,2000-07-01--01:30:00,110.42304000000001,21.46533,0,0.,0.89,12,0.6900000000000001,72,0.6900000000000001,12,0.89,72,15.15,11,-7.4,11,0.43,11,-
2000.4974480115363,183.0659722222222,2000-07-01--01:35:00,110.08273000000001,22.636260000000004,0,0.,0.24,12,-0.04,72,-0.04,12,0.24,72,15.24,11,-8.05,11,-0.3,11,-
2000.4974574984822,183.06944444444443,2000-07-01--01:40:00,109.72537000000001,23.798830000000002,0,0.,-1.32,12,-0.25,72,-0.25,12,-1.32,72,14.84,11,-9.61,11,-0.51,11,-
2000.4974669854282,183.07291666666666,2000-07-01--01:45:00,109.35121000000001,24.95278,0,0.,-0.66,12,-0.79,72,-0.79,12,-0.66,72,14.25,11,-8.950000000000001,11,-1.05,11,-
2000.4974764723743,183.07638888888889,2000-07-01--01:50:00,108.96054000000001,26.097880000000004,0,0.,-0.5,12,-0.16,72,-0.16,12,-0.5,72,14.32,11,-8.790000000000001,11,-0.42,11,-
2000.49748595932,183.07986111111111,2000-07-01--01:55:00,108.55364000000002,27.23393,0,0.,0.37,12,0.17,72,0.17,12,0.37,72,14.51,11,-7.92,11,-0.09,11,-
2000.4974954462662,183.08333333333331,2000-07-01--02:00:00,108.13079,28.360740000000003,0,0.,1.44,12,0.,72,0.,12,1.44,72,14.41,11,-6.8500000000000005,11,-0.26,11,-
2000.497504933212,183.08680555555554,2000-07-01--02:05:00,107.69228000000001,29.478170000000002,0,0.,1.86,12,-0.07,72,-0.07,12,1.86,72,14.16,11,-6.43,11,-0.33,11,-
2000.497514420158,183.09027777777777,2000-07-01--02:10:00,107.23841,30.586070000000003,0,0.,1.23,12,-0.21,72,-0.21,12,1.23,72,13.91,11,-7.0600000000000005,11,-0.47000000000000003,11,-
2000.497523907104,183.09375,2000-07-01--02:15:00,106.76948000000002,31.684330000000003,0,0.,0.72,12,-0.51,72,-0.51,12,0.72,72,13.72,11,-7.57,11,-0.77,11,-
2000.49753339405,183.0972222222222,2000-07-01--02:20:00,106.28577000000001,32.772870000000005,0,0.,-0.36,12,-0.43,72,-0.43,12,-0.36,72,13.66,11,-8.65,11,-0.6900000000000001,11,-
2000.497542880996,183.10069444444443,2000-07-01--02:25:00,105.78760000000001,33.851620000000004,0,0.,-0.34,12,0.2,72,0.2,12,-0.34,72,13.89,11,-8.63,11,-0.06,11,-
2000.4975523679418,183.10416666666666,2000-07-01--02:30:00,105.27526,34.92053,0,0.,0.11,12,0.75,72,0.75,12,0.11,72,14.22,11,-8.18,11,0.49,11,-
2000.4975618548879,183.10763888888889,2000-07-01--02:35:00,104.74905000000001,35.97959,0,0.,0.54,12,-0.27,72,-0.27,12,0.54,72,13.82,11,-7.75,11,-0.53,11,-
2000.497571341834,183.11111111111111,2000-07-01--02:40:00,104.20927,37.028780000000005,0,0.,0.09,12,-0.56,72,-0.56,12,0.09,72,13.42,11,-8.2,11,-0.8200000000000001,11,-
2000.4975808287797,183.11458333333331,2000-07-01--02:45:00,103.65621,38.06812,0,0.,-0.44,12,0.11,72,0.11,12,-0.44,72,13.61,11,-8.73,11,-0.15,11,-
2000.4975903157258,183.11805555555554,2000-07-01--02:50:00,103.09016000000001,39.097640000000006,0,0.,-0.16,12,-0.25,72,-0.25,12,-0.16,72,13.290000000000001,11,-8.45,11,-0.51,11,-
2000.4975998026716,183.12152777777777,2000-07-01--02:55:00,102.51141000000001,40.117380000000004,0,0.,0.18,12,0.17,72,0.17,12,0.18,72,13.39,11,-8.11,11,-0.09,11,-
2000.4976092896177,183.125,2000-07-01--03:00:00,101.92025000000001,41.12742,0,0.,0.05,12,-0.39,72,-0.39,12,0.05,72,13.040000000000001,11,-8.24,11,-0.65,11,-
2000.4976187765637,183.1284722222222,2000-07-01--03:05:00,101.31695,42.127840000000006,0,0.,-0.41000000000000003,12,-1.46,72,-1.46,12,-0.41000000000000003,72,12.1,11,-8.700000000000001,11,-1.72,11,-
2000.4976282635096,183.13194444444443,2000-07-01--03:10:00,100.70177000000001,43.11872,0,0.,-1.16,12,-1.41,72,-1.41,12,-1.16,72,11.58,11,-9.450000000000001,11,-1.67,11,-
2000.4976377504556,183.13541666666666,2000-07-01--03:15:00,100.07496,44.100170000000006,0,0.,-2.38,12,-0.91,72,-0.91,12,-2.38,72,11.28,11,-10.67,11,-1.17,11,-
2000.4976472374015,183.13888888888889,2000-07-01--03:20:00,99.43678000000001,45.072320000000005,0,0.,-0.99,12,-0.5,72,-0.5,12,-0.99,72,11.33,11,-9.28,11,-0.76,11,-
2000.4976567243475,183.14236111111111,2000-07-01--03:25:00,98.78742000000001,46.03530000000001,0,0.,0.28,12,-0.46,72,-0.46,12,0.28,72,11.200000000000001,11,-8.01,11,-0.72,11,-
2000.4976662112933,183.14583333333331,2000-07-01--03:30:00,98.12709000000001,46.98926,0,0.,-0.36,12,-0.04,72,-0.04,12,-0.36,72,11.31,11,-8.65,11,-0.3,11,-
2000.4976756982394,183.14930555555554,2000-07-01--03:35:00,97.45593000000001,47.93435,0,0.,0.24,12,-0.05,72,-0.05,12,0.24,72,11.200000000000001,11,-8.05,11,-0.31,11,-
2000.4976851851854,183.15277777777777,2000-07-01--03:40:00,96.77405,48.870740000000005,0,0.,0.05,12,0.04,72,0.04,12,0.05,72,11.13,11,-8.24,11,-0.22,11,-
2000.4976946721313,183.15625,2000-07-01--03:45:00,96.08142000000001,49.798590000000004,0,0.,0.05,12,-0.22,72,-0.22,12,0.05,72,10.950000000000001,11,-8.24,11,-0.48,11,-
2000.4977041590773,183.1597222222222,2000-07-01--03:50:00,95.37792,50.71811,0,0.,0.11,12,-0.17,72,-0.17,12,0.11,72,10.84,11,-8.18,11,-0.43,11,-
2000.4977136460232,183.16319444444443,2000-07-01--03:55:00,94.66312,51.629470000000005,0,0.,0.4,12,-0.07,72,-0.07,12,0.4,72,10.790000000000001,11,-7.890000000000001,11,-0.33,11,-
2000.4977231329692,183.16666666666666,2000-07-01--04:00:00,93.93610000000001,52.532880000000006,0,0.,0.9500000000000001,12,-0.18,72,-0.18,12,0.9500000000000001,72,10.58,11,-7.34,11,-0.44,11,-
2000.4977326199153,183.17013888888889,2000-07-01--04:05:00,93.19487000000001,53.428540000000005,0,0.,0.31,12,-0.22,72,-0.22,12,0.31,72,10.41,11,-7.98,11,-0.48,11,-
2000.497742106861,183.17361111111111,2000-07-01--04:10:00,92.43482,54.316680000000005,0,0.,1.22,12,0.44,72,0.44,12,1.22,72,10.64,11,-7.07,11,0.18,11,-
2000.4977515938072,183.17708333333331,2000-07-01--04:15:00,91.64327,55.197500000000005,0,0.,2.5,12,0.22,72,0.22,12,2.5,72,10.81,11,-5.79,11,-0.04,11,-
2000.497761080753,183.18055555555554,2000-07-01--04:20:00,90.77107000000001,56.07124,0,0.,3.65,12,0.01,72,0.01,12,3.65,72,10.55,11,-4.64,11,-0.25,11,-
2000.497770567699,183.18402777777777,2000-07-01--04:25:00,89.79650000000001,56.93813000000001,2.27,637.9300000000001,5.07,12,0.,72,-0.42,12,5.07,72,10.1,11,-3.22,11,-0.68,11,-
2000.497780054645,183.1875,2000-07-01--04:30:00,89.13905000000001,57.79840000000001,19.85,1321.38,7.21,12,0.01,72,0.63,12,7.2,72,9.950000000000001,11,-1.08,11,0.37,11,-
2000.497789541591,183.1909722222222,2000-07-01--04:35:00,88.44716000000001,58.65231000000001,35.81,1321.38,10.82,12,0.05,72,1.87,12,10.77,72,9.8,11,2.5300000000000002,11,1.61,11,-
2000.497799028537,183.19444444444443,2000-07-01--04:40:00,87.72815000000001,59.500080000000004,52.38,1321.38,16.82,12,0.19,72,4.88,12,16.63,72,9.83,11,8.53,11,4.62,11,-
2000.4978085154828,183.19791666666666,2000-07-01--04:45:00,86.98808000000001,60.34199,69.43,1321.38,25.93,12,5.63,72,107.19,12,20.3,72,9.9,11,17.64,11,106.93,11,-
2000.4978180024289,183.20138888888889,2000-07-01--04:50:00,86.23155000000001,61.178270000000005,86.85000000000001,1321.38,34.56,12,10.870000000000001,72,165.37,12,23.69,72,10.35,11,26.27,11,165.11,11,-
2000.497827489375,183.20486111111111,2000-07-01--04:55:00,85.46161000000001,62.00921,104.56,1321.38,42.04,12,15.67,72,198.08,12,26.37,72,10.52,11,33.75,11,197.82,11,-
2000.4978369763207,183.20833333333331,2000-07-01--05:00:00,84.67841000000001,62.83505,122.55,1321.38,51.31,12,21.82,72,235.29,12,29.490000000000002,72,10.58,11,43.02,11,235.03,11,-
2000.4978464632668,183.21180555555554,2000-07-01--05:05:00,83.8867,63.65607000000001,140.72,1321.38,65.09,12,30.01,72,281.84000000000003,12,35.08,72,10.870000000000001,11,56.800000000000004,11,281.58,11,-
2000.4978559502126,183.21527777777777,2000-07-01--05:10:00,83.08571,64.47255,159.07,1321.38,83.08,12,37.99,72,315.59000000000003,12,45.09,72,10.790000000000001,11,74.79,11,315.33,11,-
2000.4978654371587,183.21875,2000-07-01--05:15:00,82.27693000000001,65.28476,177.57,1321.38,97.95,12,48.550000000000004,72,361.3,12,49.4,72,11.35,11,89.66,11,361.04,11,-
2000.4978749241045,183.2222222222222,2000-07-01--05:20:00,81.46100000000001,66.09299,196.20000000000002,1321.38,102.08,12,57.15,72,384.89,12,44.93,72,11.61,11,93.79,11,384.63,11,-
2000.4978844110506,183.22569444444443,2000-07-01--05:25:00,80.63846000000001,66.89752,214.94,1321.38,90.58,12,50.04,72,307.63,12,40.54,72,11.22,11,82.29,11,307.37,11,-
2000.4978938979966,183.22916666666666,2000-07-01--05:30:00,79.80978,67.69865,233.77,1321.38,76.02,12,31.970000000000002,72,180.68,12,44.050000000000004,72,11.19,11,67.73,11,180.42000000000002,11,-
2000.4979033849424,183.23263888888889,2000-07-01--05:35:00,78.97536000000001,68.49667000000001,252.69,1321.38,63.01,12,9.02,72,47.17,12,53.99,72,11.23,11,54.72,11,46.910000000000004,11,-
2000.4979128718885,183.23611111111111,2000-07-01--05:40:00,78.13554,69.29190000000001,271.67,1321.38,111.46000000000001,12,48.5,72,235.92000000000002,12,62.96,72,11.27,11,103.17,11,235.66,11,-
2000.4979223588343,183.23958333333331,2000-07-01--05:45:00,77.29063000000001,70.08463,290.71,1321.38,178.67000000000002,12,110.35000000000001,72,501.57,12,68.32000000000001,72,11.94,11,170.38,11,501.31,11,-
2000.4979318457804,183.24305555555554,2000-07-01--05:50:00,76.44091,70.87518,309.79,1321.38,202.46,12,123.05,72,524.84,12,79.41,72,12.55,11,194.17000000000002,11,524.58,11,-
2000.4979413327264,183.24652777777777,2000-07-01--05:55:00,75.58665,71.66387,328.91,1321.38,214.29,12,133.9,72,537.94,12,80.39,72,13.17,11,206.,11,537.6800000000001,11,-
2000.4979508196723,183.25,2000-07-01--06:00:00,74.72807,72.45103,348.05,1321.38,247.68,12,146.5,72,556.1800000000001,12,101.18,72,13.55,11,239.39000000000001,11,555.92,11,-
2000.4979603066183,183.2534722222222,2000-07-01--06:05:00,73.86540000000001,73.23700000000001,367.2,1321.38,264.54,12,159.75,72,574.84,12,104.79,72,13.59,11,256.25,11,574.58,11,-
2000.4979697935642,183.25694444444443,2000-07-01--06:10:00,72.99887000000001,74.02211000000001,386.36,1321.38,284.19,12,170.72,72,583.86,12,113.47,72,13.76,11,275.90000000000003,11,583.6,11,-
2000.4979792805102,183.26041666666666,2000-07-01--06:15:00,72.12866000000001,74.80671000000001,405.5,1321.38,312.21,12,185.22,72,603.57,12,126.99000000000001,72,14.08,11,303.92,11,603.3100000000001,11,-
2000.4979887674563,183.26388888888889,2000-07-01--06:20:00,71.25498,75.59116,424.63,1321.38,365.25,12,197.33,72,614.0500000000001,12,167.92000000000002,72,14.5,11,356.96,11,613.79,11,-
2000.497998254402,183.26736111111111,2000-07-01--06:25:00,70.37802,76.37584000000001,443.74,1321.38,426.55,12,209.27,72,623.17,12,217.28,72,14.91,11,418.26,11,622.91,11,-
2000.4980077413481,183.27083333333331,2000-07-01--06:30:00,69.49797000000001,77.16111000000001,462.8,1321.38,409.69,12,216.13,72,617.09,12,193.56,72,15.9,11,401.40000000000003,11,616.83,11,-
2000.498017228294,183.27430555555554,2000-07-01--06:35:00,68.61500000000001,77.94737,481.82,1321.38,397.40000000000003,12,227.69,72,624.4300000000001,12,169.71,72,16.95,11,389.11,11,624.17,11,-
2000.49802671524,183.27777777777777,2000-07-01--06:40:00,67.72930000000001,78.73502,500.78000000000003,1321.38,401.76,12,245.51,72,647.8100000000001,12,156.25,72,17.45,11,393.47,11,647.5500000000001,11,-
2000.498036202186,183.28125,2000-07-01--06:45:00,66.84104,79.52446,519.6800000000001,1321.38,209.49,12,56.71,72,144.19,12,152.78,72,17.16,11,201.20000000000002,11,143.93,11,-
2000.498045689132,183.2847222222222,2000-07-01--06:50:00,65.9504,80.31613,538.5,1321.38,266.21,12,90.17,72,221.25,12,176.04,72,16.03,11,257.92,11,220.99,11,-
2000.498055176078,183.28819444444443,2000-07-01--06:55:00,65.05756000000001,81.11046,557.23,1321.38,376.3,12,197.41,72,468.12,12,178.89000000000001,72,16.14,11,368.01,11,467.86,11,-
2000.4980646630238,183.29166666666666,2000-07-01--07:00:00,64.16268000000001,81.90791,575.88,1321.38,437.26,12,245.41,72,563.1,12,191.85,72,15.72,11,428.97,11,562.84,11,-
2000.4980741499699,183.29513888888889,2000-07-01--07:05:00,63.26594000000001,82.70895,594.42,1321.3700000000001,415.27,12,238.27,72,529.66,12,177.,72,14.99,11,406.98,11,529.4,11,-
2000.4980836369157,183.29861111111111,2000-07-01--07:10:00,62.36751,83.51407,612.85,1321.3700000000001,170.19,12,13.93,72,30.04,12,156.26,72,14.73,11,161.9,11,29.78,11,-
2000.4980931238617,183.30208333333331,2000-07-01--07:15:00,61.467580000000005,84.32378000000001,631.16,1321.3700000000001,186.82,12,3.22,72,6.75,12,183.6,72,14.48,11,178.53,11,6.49,11,-
2000.4981026108078,183.30555555555554,2000-07-01--07:20:00,60.566320000000005,85.13861,649.34,1321.3700000000001,409.13,12,161.16,72,327.96,12,247.97,72,14.5,11,400.84000000000003,11,327.7,11,-
2000.4981120977536,183.30902777777777,2000-07-01--07:25:00,59.663900000000005,85.95911000000001,667.39,1321.3700000000001,357.43,12,149.39000000000001,72,295.78000000000003,12,208.04,72,15.14,11,349.14,11,295.52,11,-
