Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
29,303,06::34:37,16::46:30,11::40:51,4.569,13.984,0.516,4.97,-,-,-,-,-,-,4.1,7.04,1.4683,0.8241,2.6534,0.801,-
30,304,06::35:46,16::44:59,11::40:48,4.507,13.965,0.45,5.764,-,-,-,-,-,-,5.18,7.82,1.2098,0.2312,2.5037,0.247,-
31,305,06::37:01,16::43:53,11::40:45,4.445,13.933,0.507,5.218,-,-,-,-,-,-,6.16,9.68,1.4496,0.8828,2.5424,0.7856,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.748643,275.0034722,1980-10-01--00:05:00,137.3296,5.79376,0,0,NA,99,NA,99,NA,99,NA,99,10.07,99,1.72,99,2.71,99,-
1980.748653,275.0069444,1980-10-01--00:10:00,137.22909,7.62789,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,9.68,11,0.31,11,1.91,11,-
1980.748662,275.0104167,1980-10-01--00:15:00,137.10099,9.45433,0,0,0.17,12,-0.55,72,-0.55,12,0.17,72,9.58,11,0.31,11,1.5,11,-
1980.748672,275.0138889,1980-10-01--00:20:00,136.94555,11.27133,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,9.39,11,0.31,11,1.91,11,-
1980.748681,275.0173611,1980-10-01--00:25:00,136.76308,13.07721,0,0,0.64,12,0.26,72,0.26,12,0.64,72,9.58,11,0.78,11,2.31,11,-
1980.748691,275.0208333,1980-10-01--00:30:00,136.55395,14.87036,0,0,0.64,12,0.66,72,0.66,12,0.64,72,9.68,11,0.78,11,2.71,11,-
1980.7487,275.0243056,1980-10-01--00:35:00,136.31855,16.64929,0,0,0.64,12,0.26,72,0.26,12,0.64,72,9.68,11,0.78,11,2.31,11,-
1980.74871,275.0277778,1980-10-01--00:40:00,136.05734,18.4126,0,0,1.12,12,1.87,72,1.87,12,1.12,72,10.07,11,1.26,11,3.92,11,-
1980.748719,275.03125,1980-10-01--00:45:00,135.77079,20.15899,0,0,1.58,12,0.66,72,0.66,12,1.58,72,10.37,11,1.72,11,2.71,11,-
1980.748729,275.0347222,1980-10-01--00:50:00,135.45942,21.8873,0,0,0.17,12,-0.95,72,-0.95,12,0.17,72,9.78,11,0.31,11,1.1,11,-
1980.748738,275.0381944,1980-10-01--00:55:00,135.12379,23.59646,0,0,0.17,12,0.26,72,0.26,12,0.17,72,9.78,11,0.31,11,2.31,11,-
1980.748748,275.0416667,1980-10-01--01:00:00,134.76447,25.28555,0,0,1.12,12,0.66,72,0.66,12,1.12,72,10.17,11,1.26,11,2.71,11,-
1980.748757,275.0451389,1980-10-01--01:05:00,134.38205,26.95374,0,0,NA,99,NA,99,NA,99,NA,99,11.25,99,4.55,99,5.93,99,-
1980.748767,275.0486111,1980-10-01--01:10:00,133.97715,28.60034,0,0,0.17,12,0.26,72,0.26,12,0.17,72,9.98,11,0.31,11,2.31,11,-
1980.748776,275.0520833,1980-10-01--01:15:00,133.55039,30.22476,0,0,0.17,12,-0.55,72,-0.55,12,0.17,72,9.78,11,0.31,11,1.5,11,-
1980.748786,275.0555556,1980-10-01--01:20:00,133.10242,31.82652,0,0,-0.77,12,-0.95,72,-0.95,12,-0.77,72,9.39,11,-0.63,11,1.1,11,-
1980.748795,275.0590278,1980-10-01--01:25:00,132.63389,33.40528,0,0,-0.77,12,-0.55,72,-0.55,12,-0.77,72,9.1,11,-0.63,11,1.5,11,-
1980.748805,275.0625,1980-10-01--01:30:00,132.14545,34.96075,0,0,-0.77,12,-0.95,72,-0.95,12,-0.77,72,8.8,11,-0.63,11,1.1,11,-
1980.748814,275.0659722,1980-10-01--01:35:00,131.63775,36.49278,0,0,-1.25,12,-0.95,72,-0.95,12,-1.25,72,8.61,11,-1.11,11,1.1,11,-
1980.748824,275.0694444,1980-10-01--01:40:00,131.11145,38.0013,0,0,-1.25,12,-0.55,72,-0.55,12,-1.25,72,8.31,11,-1.11,11,1.5,11,-
1980.748833,275.0729167,1980-10-01--01:45:00,130.5672,39.4863,0,0,-1.25,12,-0.14,72,-0.14,12,-1.25,72,8.21,11,-1.11,11,1.91,11,-
1980.748843,275.0763889,1980-10-01--01:50:00,130.00563,40.94788,0,0,-0.77,12,0.26,72,0.26,12,-0.77,72,8.21,11,-0.63,11,2.31,11,-
1980.748852,275.0798611,1980-10-01--01:55:00,129.4274,42.38619,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,8.31,11,0.31,11,1.91,11,-
1980.748862,275.0833333,1980-10-01--02:00:00,128.83312,43.80146,0,0,0.17,12,0.26,72,0.26,12,0.17,72,8.21,11,0.31,11,2.31,11,-
1980.748871,275.0868056,1980-10-01--02:05:00,128.22341,45.19395,0,0,NA,99,NA,99,NA,99,NA,99,9.49,99,2.67,99,3.92,99,-
1980.748881,275.0902778,1980-10-01--02:10:00,127.59888,46.564,0,0,0.64,12,-0.14,72,-0.14,12,0.64,72,8.12,11,0.78,11,1.91,11,-
1980.74889,275.09375,1980-10-01--02:15:00,126.96012,47.91199,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,8.12,11,0.31,11,1.91,11,-
1980.7489,275.0972222,1980-10-01--02:20:00,126.30772,49.23832,0,0,0.17,12,0.26,72,0.26,12,0.17,72,8.02,11,0.31,11,2.31,11,-
1980.748909,275.1006944,1980-10-01--02:25:00,125.64223,50.54345,0,0,0.17,12,0.26,72,0.26,12,0.17,72,8.02,11,0.31,11,2.31,11,-
1980.748918,275.1041667,1980-10-01--02:30:00,124.96421,51.82786,0,0,0.64,12,0.26,72,0.26,12,0.64,72,8.02,11,0.78,11,2.31,11,-
1980.748928,275.1076389,1980-10-01--02:35:00,124.27419,53.09205,0,0,0.64,12,1.06,72,1.06,12,0.64,72,8.41,11,0.78,11,3.11,11,-
1980.748937,275.1111111,1980-10-01--02:40:00,123.57269,54.33654,0,0,1.12,12,1.06,72,1.06,12,1.12,72,8.61,11,1.26,11,3.11,11,-
1980.748947,275.1145833,1980-10-01--02:45:00,122.86023,55.56188,0,0,1.12,12,1.06,72,1.06,12,1.12,72,8.61,11,1.26,11,3.11,11,-
1980.748956,275.1180556,1980-10-01--02:50:00,122.13729,56.76863,0,0,0.64,12,0.26,72,0.26,12,0.64,72,8.41,11,0.78,11,2.31,11,-
1980.748966,275.1215278,1980-10-01--02:55:00,121.40434,57.95734,0,0,0.64,12,0.26,72,0.26,12,0.64,72,8.41,11,0.78,11,2.31,11,-
1980.748975,275.125,1980-10-01--03:00:00,120.66184,59.1286,0,0,0.64,12,0.26,72,0.26,12,0.64,72,8.51,11,0.78,11,2.31,11,-
1980.748985,275.1284722,1980-10-01--03:05:00,119.91025,60.28299,0,0,NA,99,NA,99,NA,99,NA,99,9.1,99,2.19,99,3.52,99,-
1980.748994,275.1319444,1980-10-01--03:10:00,119.15,61.42108,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,8.02,11,0.31,11,1.91,11,-
1980.749004,275.1354167,1980-10-01--03:15:00,118.38149,62.54347,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,7.92,11,0.31,11,1.91,11,-
1980.749013,275.1388889,1980-10-01--03:20:00,117.60514,63.65073,0,0,-0.3,12,-0.14,72,-0.14,12,-0.3,72,7.82,11,-0.16,11,1.91,11,-
1980.749023,275.1423611,1980-10-01--03:25:00,116.82134,64.74345,0,0,0.17,12,-0.55,72,-0.55,12,0.17,72,7.63,11,0.31,11,1.5,11,-
1980.749032,275.1458333,1980-10-01--03:30:00,116.03046,65.8222,0,0,0.17,12,0.26,72,0.26,12,0.17,72,7.82,11,0.31,11,2.31,11,-
1980.749042,275.1493056,1980-10-01--03:35:00,115.23287,66.88756,0,0,0.17,12,0.26,72,0.26,12,0.17,72,7.82,11,0.31,11,2.31,11,-
1980.749051,275.1527778,1980-10-01--03:40:00,114.42892,67.9401,0,0,0.64,12,0.66,72,0.66,12,0.64,72,7.82,11,0.78,11,2.71,11,-
1980.749061,275.15625,1980-10-01--03:45:00,113.61896,68.98037,0,0,0.17,12,0.66,72,0.66,12,0.17,72,7.92,11,0.31,11,2.71,11,-
1980.74907,275.1597222,1980-10-01--03:50:00,112.80332,70.00894,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,7.72,11,0.31,11,1.91,11,-
1980.74908,275.1631944,1980-10-01--03:55:00,111.98231,71.02636,0,0,-1.25,12,-1.35,72,-1.35,12,-1.25,72,7.23,11,-1.11,11,0.7,11,-
1980.749089,275.1666667,1980-10-01--04:00:00,111.15624,72.03316,0,0,-0.77,12,-1.35,72,-1.35,12,-0.77,72,6.75,11,-0.63,11,0.7,11,-
1980.749099,275.1701389,1980-10-01--04:05:00,110.32542,73.02989,0,0,NA,99,NA,99,NA,99,NA,99,7.53,99,1.26,99,2.71,99,-
1980.749108,275.1736111,1980-10-01--04:10:00,109.49014,74.01706,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,6.94,11,0.31,11,1.91,11,-
1980.749118,275.1770833,1980-10-01--04:15:00,108.65067,74.9952,0,0,1.12,12,0.26,72,0.26,12,1.12,72,7.43,11,1.26,11,2.31,11,-
1980.749127,275.1805556,1980-10-01--04:20:00,107.80729,75.96481,0,0,1.58,12,1.47,72,1.47,12,1.58,72,7.72,11,1.72,11,3.52,11,-
1980.749137,275.1840278,1980-10-01--04:25:00,106.96025,76.92641,0,0,1.12,12,0.26,72,0.26,12,1.12,72,7.63,11,1.26,11,2.31,11,-
1980.749146,275.1875,1980-10-01--04:30:00,106.10982,77.88049,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,7.04,11,0.31,11,1.91,11,-
1980.749156,275.1909722,1980-10-01--04:35:00,105.25624,78.82754,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,7.04,11,0.31,11,1.91,11,-
1980.749165,275.1944444,1980-10-01--04:40:00,104.39973,79.76803,0,0,0.64,12,0.26,72,0.26,12,0.64,72,7.14,11,0.78,11,2.31,11,-
1980.749175,275.1979167,1980-10-01--04:45:00,103.54052,80.70245,0,0,0.64,12,-0.14,72,-0.14,12,0.64,72,7.14,11,0.78,11,1.91,11,-
1980.749184,275.2013889,1980-10-01--04:50:00,102.67883,81.63126,0,0,-0.3,12,-0.14,72,-0.14,12,-0.3,72,6.94,11,-0.16,11,1.91,11,-
1980.749194,275.2048611,1980-10-01--04:55:00,101.81484,82.55492,0,0,-0.3,12,-0.14,72,-0.14,12,-0.3,72,6.75,11,-0.16,11,1.91,11,-
1980.749203,275.2083333,1980-10-01--05:00:00,100.94874,83.4739,0,0,-0.77,12,-0.95,72,-0.95,12,-0.77,72,6.26,11,-0.63,11,1.1,11,-
1980.749213,275.2118056,1980-10-01--05:05:00,100.08068,84.38863,0,0,NA,99,NA,99,NA,99,NA,99,7.04,99,2.19,99,5.13,99,-
1980.749222,275.2152778,1980-10-01--05:10:00,99.21078,85.29957,0,0,0.64,12,0.26,72,0.26,12,0.64,72,6.45,11,0.78,11,2.31,11,-
1980.749232,275.21875,1980-10-01--05:15:00,98.33911,86.20716,0,0,1.12,12,0.66,72,0.66,12,1.12,72,6.84,11,1.26,11,2.71,11,-
1980.749241,275.2222222,1980-10-01--05:20:00,97.46569,87.11182,0,0,1.12,12,1.06,72,1.06,12,1.12,72,7.04,11,1.26,11,3.11,11,-
1980.749251,275.2256944,1980-10-01--05:25:00,96.5904,88.014,0,0,0.17,12,0.66,72,0.66,12,0.17,72,6.94,11,0.31,11,2.71,11,-
1980.74926,275.2291667,1980-10-01--05:30:00,95.71291,88.91412,0,0,0.17,12,-0.55,72,-0.55,12,0.17,72,6.45,11,0.31,11,1.5,11,-
1980.74927,275.2326389,1980-10-01--05:35:00,94.83254,89.81261,0,0,-0.3,12,-0.95,72,-0.95,12,-0.3,72,6.06,11,-0.16,11,1.1,11,-
1980.749279,275.2361111,1980-10-01--05:40:00,93.9478,90.70987,0,0,0.17,12,-0.14,72,-0.14,12,0.17,72,5.96,11,0.31,11,1.91,11,-
1980.749288,275.2395833,1980-10-01--05:45:00,93.05534,91.60634,0,0,1.12,12,0.26,72,0.26,12,1.12,72,6.45,11,1.26,11,2.31,11,-
1980.749298,275.2430556,1980-10-01--05:50:00,92.14638,92.50243,0,0,1.12,12,-0.55,72,-0.55,12,1.12,72,5.86,11,1.26,11,1.5,11,-
1980.749307,275.2465278,1980-10-01--05:55:00,91.19015,93.39856,0,0,2.99,12,0.26,72,0.26,12,2.99,72,6.06,11,3.13,11,2.31,11,-
1980.749317,275.25,1980-10-01--06:00:00,89.99001,94.29512,0.05,313.43,4.41,92,0,92,0.26,92,4.41,92,5.96,11,4.55,91,2.31,91,-
1980.749326,275.2534722,1980-10-01--06:05:00,89.25173,95.19255,17.74,1358.03,NA,99,NA,99,NA,99,NA,99,5.96,99,7.37,99,7.94,99,-
1980.749336,275.2569444,1980-10-01--06:10:00,88.47671,96.09124,36.1,1358.03,11.47,92,0.88,92,33.26,92,10.59,92,5.86,11,11.61,91,35.31,91,-
1980.749345,275.2604167,1980-10-01--06:15:00,87.67663,96.99161,55.05,1358.04,16.19,12,2.46,72,60.61,12,13.73,72,6.16,11,16.33,11,62.66,11,-
1980.749355,275.2638889,1980-10-01--06:20:00,86.86049,97.89406,74.38,1358.04,25.61,12,7.84,72,143.09,12,17.77,72,6.65,11,25.75,11,145.14,11,-
1980.749364,275.2673611,1980-10-01--06:25:00,86.03462,98.79901,93.91,1358.04,34.56,12,14.46,72,209.07,12,20.1,72,7.14,11,34.7,11,211.12,11,-
1980.749374,275.2708333,1980-10-01--06:30:00,85.2022,99.70687,113.59,1358.05,39.74,12,17.35,72,207.46,12,22.39,72,7.33,11,39.88,11,209.51,11,-
1980.749383,275.2743056,1980-10-01--06:35:00,84.36599,100.61805,133.32,1358.05,54.34,12,28.35,72,288.73,12,25.99,72,7.33,11,54.48,11,290.78,11,-
1980.749393,275.2777778,1980-10-01--06:40:00,83.52812,101.53295,153.07,1358.05,68.95,12,40.53,72,359.54,12,28.42,72,8.02,11,69.09,11,361.59,11,-
1980.749402,275.28125,1980-10-01--06:45:00,82.69004,102.452,172.79,1358.05,81.67,12,50.46,72,396.56,12,31.21,72,8.51,11,81.81,11,398.61,11,-
1980.749412,275.2847222,1980-10-01--06:50:00,81.8527,103.3756,192.46,1358.06,93.91,12,60.88,72,429.55,12,33.03,72,8.9,11,94.05,11,431.6,11,-
1980.749421,275.2881944,1980-10-01--06:55:00,81.01685,104.30417,212.05,1358.06,107.57,12,72.22,72,462.55,12,35.35,72,9.58,11,107.71,11,464.6,11,-
1980.749431,275.2916667,1980-10-01--07:00:00,80.18309,105.23814,231.55,1358.06,120.76,12,83.6,72,490.31,12,37.16,72,9.98,11,120.9,11,492.36,11,-
1980.74944,275.2951389,1980-10-01--07:05:00,79.35197,106.17791,250.94,1358.07,NA,99,NA,99,NA,99,NA,99,10.37,99,134.56,99,517.7,99,-
1980.74945,275.2986111,1980-10-01--07:10:00,78.52394,107.12392,270.2,1358.07,147.61,12,106.92,72,537.38,12,40.69,72,10.76,11,147.75,11,539.43,11,-
1980.749459,275.3020833,1980-10-01--07:15:00,77.69943,108.07658,289.32,1358.07,160.33,12,120.57,72,565.95,12,39.76,72,10.86,11,160.47,11,568,11,-
1980.749469,275.3055556,1980-10-01--07:20:00,76.87883,109.03633,308.3,1358.07,174.46,12,132.95,72,585.67,12,41.51,72,11.25,11,174.6,11,587.72,11,-
1980.749478,275.3090278,1980-10-01--07:25:00,76.06251,110.00358,327.11,1358.08,189.07,12,145.62,72,604.57,12,43.45,72,11.54,11,189.21,11,606.62,11,-
1980.749488,275.3125,1980-10-01--07:30:00,75.25081,110.97878,345.75,1358.08,204.14,12,158.53,72,622.68,12,45.61,72,11.93,11,204.28,11,624.73,11,-
1980.749497,275.3159722,1980-10-01--07:35:00,74.4441,111.96234,364.21,1358.08,217.8,12,171.52,72,639.58,12,46.28,72,12.33,11,217.94,11,641.63,11,-
1980.749507,275.3194444,1980-10-01--07:40:00,73.6427,112.95471,382.47,1358.08,231.93,12,184.77,72,656.08,12,47.16,72,12.72,11,232.07,11,658.13,11,-
1980.749516,275.3229167,1980-10-01--07:45:00,72.84695,113.95633,400.53,1358.09,246.53,12,196.93,72,667.74,12,49.6,72,12.62,11,246.67,11,669.79,11,-
1980.749526,275.3263889,1980-10-01--07:50:00,72.05719,114.96761,418.38,1358.09,260.66,12,209.43,72,679.81,12,51.23,72,13.01,11,260.8,11,681.86,11,-
1980.749535,275.3298611,1980-10-01--07:55:00,71.27375,115.98901,436.01,1358.09,275.27,12,223.42,72,695.9,12,51.85,72,13.11,11,275.41,11,697.95,11,-
1980.749545,275.3333333,1980-10-01--08:00:00,70.49699,117.02096,453.41,1358.1,289.41,12,236.23,72,707.57,12,53.18,72,13.5,11,289.55,11,709.62,11,-
1980.749554,275.3368056,1980-10-01--08:05:00,69.72725,118.0639,470.57,1358.1,NA,99,NA,99,NA,99,NA,99,13.79,99,304.14,99,720.89,99,-
1980.749564,275.3402778,1980-10-01--08:10:00,68.96487,119.11825,487.48,1358.1,318.14,12,261.92,72,729.7,12,56.22,72,14.28,11,318.28,11,731.75,11,-
1980.749573,275.34375,1980-10-01--08:15:00,68.21023,120.18446,504.13,1358.1,332.73,12,274,72,738.15,12,58.73,72,14.68,11,332.87,11,740.2,11,-
1980.749583,275.3472222,1980-10-01--08:20:00,67.46368,121.26296,520.52,1358.11,346.87,12,286.3,72,747,12,60.57,72,15.26,11,347.01,11,749.05,11,-
1980.749592,275.3506944,1980-10-01--08:25:00,66.7256,122.35417,536.64,1358.11,360.53,12,299.62,72,758.26,12,60.91,72,16.14,11,360.67,11,760.31,11,-
1980.749602,275.3541667,1980-10-01--08:30:00,65.99637,123.45851,552.47,1358.11,374.66,12,313.37,72,770.34,12,61.29,72,16.83,11,374.8,11,772.39,11,-
1980.749611,275.3576389,1980-10-01--08:35:00,65.27638,124.5764,568.02,1358.11,387.85,12,324.71,72,776.37,12,63.14,72,17.61,11,387.99,11,778.42,11,-
1980.749621,275.3611111,1980-10-01--08:40:00,64.56603,125.70825,583.27,1358.12,401.04,12,335.5,72,781.2,12,65.54,72,18,11,401.18,11,783.25,11,-
1980.74963,275.3645833,1980-10-01--08:45:00,63.86574,126.85445,598.22,1358.12,413.28,12,348.18,72,790.46,12,65.1,72,18.98,11,413.42,11,792.51,11,-
1980.749639,275.3680556,1980-10-01--08:50:00,63.17591,128.0154,612.86,1358.12,426,12,361.42,72,800.92,12,64.58,72,19.67,11,426.14,11,802.97,11,-
1980.749649,275.3715278,1980-10-01--08:55:00,62.49698,129.19146,627.18,1358.13,436.85,12,372.84,72,807.36,12,64.01,72,20.75,11,436.99,11,809.41,11,-
1980.749658,275.375,1980-10-01--09:00:00,61.82937,130.383,641.17,1358.13,449.09,12,384.19,72,813.79,12,64.9,72,21.14,11,449.23,11,815.84,11,-
1980.749668,275.3784722,1980-10-01--09:05:00,61.17355,131.59035,654.83,1358.13,NA,99,NA,99,NA,99,NA,99,21.72,99,460.54,99,821.08,99,-
1980.749677,275.3819444,1980-10-01--09:10:00,60.52996,132.81385,668.16,1358.13,472.17,12,405.7,72,824.65,12,66.47,72,21.63,11,472.31,11,826.7,11,-
