"Station ID Number:","94169","-","-","-","-","Type of Measurement:","GHI","GHI_Flag","DrHI_Calc","DrHI_Calc_Flag","DNI","DNI_Flag","DHI_Calc","DHI_Calc_Flag","Temperature","Temperature_Flag","GHI_original","GHI_original_Flag","DNI_original","DNI_original_Flag","NOTES"
"year.fractionofyear","dayofyear.fractionofday","YYYY-MM-DD--HH:MM:SS","SZA","AZM","ETR (W/m^2)","ETRn (W/m^2)","GHI","GHI_Flag","DrHI_Calc","DrHI_Calc_Flag","DNI","DNI_Flag","DHI_Calc","DHI_Calc_Flag","Temperature","Temperature_Flag","GHI_original","GHI_original_Flag","DNI_original","DNI_original_Flag","Data_Begins_Next_Row"
1980.2486433667275,92.00347222222221,"1980-04-01--00:05:00",129.52613000000002,0.48151000000000005,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2486528536735,92.00694444444444,"1980-04-01--00:10:00",129.50518000000002,2.0967900000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2486623406196,92.01041666666666,"1980-04-01--00:15:00",129.45969000000002,3.7104500000000002,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2486718275654,92.01388888888889,"1980-04-01--00:20:00",129.38973000000001,5.321300000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2486813145115,92.0173611111111,"1980-04-01--00:25:00",129.2954,6.928170000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2486908014573,92.02083333333333,"1980-04-01--00:30:00",129.17685,8.52992,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487002884034,92.02430555555556,"1980-04-01--00:35:00",129.03425000000001,10.125440000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487097753492,92.02777777777777,"1980-04-01--00:40:00",128.86782000000002,11.71363,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487192622953,92.03125,"1980-04-01--00:45:00",128.67780000000002,13.29348,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487287492413,92.03472222222221,"1980-04-01--00:50:00",128.46446,14.863990000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487382361871,92.03819444444444,"1980-04-01--00:55:00",128.22811000000002,16.424220000000002,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487477231332,92.04166666666666,"1980-04-01--01:00:00",127.96908,17.97331,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.248757210079,92.04513888888889,"1980-04-01--01:05:00",127.68773000000002,19.510440000000003,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.248766697025,92.0486111111111,"1980-04-01--01:10:00",127.38443000000001,21.034840000000003,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2487761839711,92.05208333333333,"1980-04-01--01:15:00",127.05959000000001,22.545820000000003,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.248785670917,92.05555555555556,"1980-04-01--01:20:00",126.71362,24.04275,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.248795157863,92.05902777777777,"1980-04-01--01:25:00",126.34697000000001,25.525090000000002,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488046448088,92.0625,"1980-04-01--01:30:00",125.96007000000002,26.992310000000003,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.248814131755,92.06597222222221,"1980-04-01--01:35:00",125.55340000000001,28.444000000000003,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.248823618701,92.06944444444444,"1980-04-01--01:40:00",125.12742000000001,29.879780000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488331056468,92.07291666666666,"1980-04-01--01:45:00",124.68261000000001,31.299350000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488425925928,92.07638888888889,"1980-04-01--01:50:00",124.21946000000001,32.702470000000005,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488520795387,92.0798611111111,"1980-04-01--01:55:00",123.73846,34.088930000000005,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488615664847,92.08333333333333,"1980-04-01--02:00:00",123.24010000000001,35.45861,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488710534308,92.08680555555556,"1980-04-01--02:05:00",122.72488000000001,36.81143,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488805403766,92.09027777777777,"1980-04-01--02:10:00",122.19329,38.147360000000006,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488900273227,92.09375,"1980-04-01--02:15:00",121.64582000000001,39.46642000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2488995142685,92.09722222222221,"1980-04-01--02:20:00",121.08295000000001,40.76865,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489090012145,92.10069444444444,"1980-04-01--02:25:00",120.50518000000001,42.054170000000006,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489184881604,92.10416666666666,"1980-04-01--02:30:00",119.91298,43.32312,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489279751064,92.10763888888889,"1980-04-01--02:35:00",119.30683,44.57565,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489374620525,92.1111111111111,"1980-04-01--02:40:00",118.68719000000002,45.81199,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489469489983,92.11458333333333,"1980-04-01--02:45:00",118.05451000000001,47.03237000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489564359444,92.11805555555556,"1980-04-01--02:50:00",117.40927,48.23704000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489659228902,92.12152777777777,"1980-04-01--02:55:00",116.75188000000001,49.426280000000006,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489754098362,92.125,"1980-04-01--03:00:00",116.0828,50.600410000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489848967823,92.12847222222221,"1980-04-01--03:05:00",115.40243000000001,51.759750000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2489943837281,92.13194444444444,"1980-04-01--03:10:00",114.71121000000001,52.904630000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2490038706742,92.13541666666666,"1980-04-01--03:15:00",114.00953000000001,54.035410000000006,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.24901335762,92.13888888888889,"1980-04-01--03:20:00",113.29778,55.15245,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249022844566,92.1423611111111,"1980-04-01--03:25:00",112.57637000000001,56.25614,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2490323315121,92.14583333333333,"1980-04-01--03:30:00",111.84565,57.34686000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249041818458,92.14930555555556,"1980-04-01--03:35:00",111.10601000000001,58.42501000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249051305404,92.15277777777777,"1980-04-01--03:40:00",110.35779000000001,59.49098000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2490607923498,92.15625,"1980-04-01--03:45:00",109.60134000000001,60.54518,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249070279296,92.15972222222221,"1980-04-01--03:50:00",108.837,61.58803,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2490797662417,92.16319444444444,"1980-04-01--03:55:00",108.06510000000002,62.619930000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2490892531878,92.16666666666666,"1980-04-01--04:00:00",107.28595000000001,63.641310000000004,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2490987401338,92.17013888888889,"1980-04-01--04:05:00",106.49985000000001,64.65258,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491082270797,92.1736111111111,"1980-04-01--04:10:00",105.70711000000001,65.65416,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491177140257,92.17708333333333,"1980-04-01--04:15:00",104.90802000000001,66.64646,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491272009715,92.18055555555556,"1980-04-01--04:20:00",104.10284000000001,67.62992,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491366879176,92.18402777777777,"1980-04-01--04:25:00",103.29183,68.60494,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491461748637,92.1875,"1980-04-01--04:30:00",102.47525,69.57194000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491556618095,92.19097222222221,"1980-04-01--04:35:00",101.65333000000001,70.53134,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491651487555,92.19444444444444,"1980-04-01--04:40:00",100.82628000000001,71.48356000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491746357014,92.19791666666666,"1980-04-01--04:45:00",99.99429,72.42902000000001,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491841226474,92.20138888888889,"1980-04-01--04:50:00",99.15751,73.36811,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2491936095935,92.2048611111111,"1980-04-01--04:55:00",98.31606000000001,74.30127,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492030965393,92.20833333333333,"1980-04-01--05:00:00",97.46997,75.22889,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492125834854,92.21180555555556,"1980-04-01--05:05:00",96.61917000000001,76.15138,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492220704312,92.21527777777777,"1980-04-01--05:10:00",95.7634,77.06917,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492315573772,92.21875,"1980-04-01--05:15:00",94.90205,77.98264,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492410443233,92.22222222222221,"1980-04-01--05:20:00",94.03380000000001,78.89221,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492505312691,92.22569444444444,"1980-04-01--05:25:00",93.15568,79.79828,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2492600182152,92.22916666666666,"1980-04-01--05:30:00",92.26011000000001,80.70126,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249269505161,92.23263888888889,"1980-04-01--05:35:00",91.32193000000001,81.60156,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249278992107,92.2361111111111,"1980-04-01--05:40:00",90.18474,82.49957,0,0.,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249288479053,92.23958333333333,"1980-04-01--05:45:00",89.35715,83.39571000000001,15.280000000000001,1361.92,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",91,"NA",91,"-"
1980.249297965999,92.24305555555556,"1980-04-01--05:50:00",88.58565,84.29037000000001,33.62,1361.92,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",91,"NA",91,"-"
1980.249307452945,92.24652777777777,"1980-04-01--05:55:00",87.78498,85.18397,52.64,1361.92,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493169398908,92.25,"1980-04-01--06:00:00",86.96439000000001,86.07691000000001,72.12,1361.92,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249326426837,92.25347222222221,"1980-04-01--06:05:00",86.13055000000001,86.96961,91.91,1361.91,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493359137827,92.25694444444444,"1980-04-01--06:10:00",85.28729000000001,87.86248,111.89,1361.91,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493454007288,92.26041666666666,"1980-04-01--06:15:00",84.43624000000001,88.75592,132.04,1361.91,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493548876748,92.26388888888889,"1980-04-01--06:20:00",83.58109,89.65036,152.26,1361.9,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493643746207,92.2673611111111,"1980-04-01--06:25:00",82.72253,90.54621,172.52,1361.9,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493738615667,92.27083333333333,"1980-04-01--06:30:00",81.86172,91.44391,192.79,1361.9,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493833485125,92.27430555555556,"1980-04-01--06:35:00",80.99940000000001,92.34387000000001,213.06,1361.9,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2493928354586,92.27777777777777,"1980-04-01--06:40:00",80.13617,93.24654000000001,233.3,1361.89,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494023224046,92.28125,"1980-04-01--06:45:00",79.27257,94.15234000000001,253.5,1361.89,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494118093505,92.28472222222221,"1980-04-01--06:50:00",78.40903,95.06171,273.64,1361.89,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494212962965,92.28819444444444,"1980-04-01--06:55:00",77.54595,95.97512,293.7,1361.88,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494307832424,92.29166666666666,"1980-04-01--07:00:00",76.68369000000001,96.89300000000001,313.68,1361.88,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494402701884,92.29513888888889,"1980-04-01--07:05:00",75.82258,97.81582,333.56,1361.88,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494497571345,92.2986111111111,"1980-04-01--07:10:00",74.96295,98.74405,353.33,1361.88,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494592440803,92.30208333333333,"1980-04-01--07:15:00",74.10510000000001,99.67816,372.98,1361.8700000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494687310264,92.30555555555556,"1980-04-01--07:20:00",73.24933,100.61863000000001,392.5,1361.8700000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494782179722,92.30902777777777,"1980-04-01--07:25:00",72.39593,101.56594000000001,411.88,1361.8700000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2494877049182,92.3125,"1980-04-01--07:30:00",71.54519,102.52061,431.11,1361.8700000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249497191864,92.31597222222221,"1980-04-01--07:35:00",70.6974,103.48313,450.17,1361.8600000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2495066788101,92.31944444444444,"1980-04-01--07:40:00",69.85285,104.45402000000001,469.07,1361.8600000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2495161657562,92.32291666666666,"1980-04-01--07:45:00",69.01184,105.4338,487.78000000000003,1361.8600000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249525652702,92.32638888888889,"1980-04-01--07:50:00",68.17468000000001,106.42301,506.31,1361.8500000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249535139648,92.3298611111111,"1980-04-01--07:55:00",67.34166,107.42219000000001,524.63,1361.8500000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249544626594,92.33333333333333,"1980-04-01--08:00:00",66.51309,108.43189000000001,542.75,1361.8500000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.24955411354,92.33680555555556,"1980-04-01--08:05:00",65.68931,109.45267000000001,560.65,1361.8500000000001,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.249563600486,92.34027777777777,"1980-04-01--08:10:00",64.87062,110.48511,578.33,1361.84,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2495730874318,92.34375,"1980-04-01--08:15:00",64.05738000000001,111.52977000000001,595.77,1361.84,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
1980.2495825743779,92.34722222222221,"1980-04-01--08:20:00",63.24992,112.58726000000001,612.96,1361.84,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"NA",99,"-"
