Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
30,335,07::18:14,16::13:54,11::46:02,3.068,12.469,1.256,3.119,0.253,16.908,0.949,5.414,1.003,5.496,-1.38,10.66,-0.7796,0.7667,2.2737,0.7385,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.833343,306.0034722,1980-11-01--00:05:00,148.36278,10.07192,0,0,NA,99,NA,99,NA,99,NA,99,7.92,99,2.67,99,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833352,306.0069444,1980-11-01--00:10:00,148.19446,12.35139,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833362,306.0104167,1980-11-01--00:15:00,147.99243,14.60913,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833371,306.0138889,1980-11-01--00:20:00,147.75735,16.84172,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833381,306.0173611,1980-11-01--00:25:00,147.48998,19.04603,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.83339,306.0208333,1980-11-01--00:30:00,147.19113,21.21928,0,0,0.42,12,NA,99,NA,99,NA,99,7.53,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.8334,306.0243056,1980-11-01--00:35:00,146.86171,23.35902,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833409,306.0277778,1980-11-01--00:40:00,146.50265,25.46314,0,0,0.42,12,NA,99,NA,99,NA,99,7.43,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833419,306.03125,1980-11-01--00:45:00,146.11495,27.5299,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833428,306.0347222,1980-11-01--00:50:00,145.69963,29.55786,0,0,0.42,12,NA,99,NA,99,NA,99,7.63,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833438,306.0381944,1980-11-01--00:55:00,145.25774,31.54594,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833447,306.0416667,1980-11-01--01:00:00,144.79033,33.49335,0,0,0.42,12,NA,99,NA,99,NA,99,7.53,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833457,306.0451389,1980-11-01--01:05:00,144.29848,35.3996,0,0,NA,99,NA,99,NA,99,NA,99,9.1,99,11.15,99,9.96,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833466,306.0486111,1980-11-01--01:10:00,143.78324,37.26445,0,0,-0.04,12,NA,99,NA,99,NA,99,7.63,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833476,306.0520833,1980-11-01--01:15:00,143.24567,39.08789,0,0,0.42,12,NA,99,NA,99,NA,99,7.53,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833485,306.0555556,1980-11-01--01:20:00,142.68681,40.87016,0,0,0.42,12,NA,99,NA,99,NA,99,7.63,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833495,306.0590278,1980-11-01--01:25:00,142.10767,42.61164,0,0,0.42,12,NA,99,NA,99,NA,99,7.72,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833504,306.0625,1980-11-01--01:30:00,141.50926,44.31291,0,0,-0.04,12,NA,99,NA,99,NA,99,7.63,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833514,306.0659722,1980-11-01--01:35:00,140.89254,45.97467,0,0,0.42,12,NA,99,NA,99,NA,99,7.72,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833523,306.0694444,1980-11-01--01:40:00,140.25844,47.59775,0,0,-0.04,12,NA,99,NA,99,NA,99,7.63,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833533,306.0729167,1980-11-01--01:45:00,139.60788,49.18306,0,0,0.42,12,NA,99,NA,99,NA,99,7.63,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833542,306.0763889,1980-11-01--01:50:00,138.94174,50.73161,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833552,306.0798611,1980-11-01--01:55:00,138.26084,52.24446,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833561,306.0833333,1980-11-01--02:00:00,137.56601,53.72271,0,0,0.42,12,NA,99,NA,99,NA,99,7.63,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833571,306.0868056,1980-11-01--02:05:00,136.85802,55.1675,0,0,NA,99,NA,99,NA,99,NA,99,7.53,99,1.26,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.83358,306.0902778,1980-11-01--02:10:00,136.1376,56.58001,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833589,306.09375,1980-11-01--02:15:00,135.40547,57.9614,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833599,306.0972222,1980-11-01--02:20:00,134.6623,59.31286,0,0,0.42,12,NA,99,NA,99,NA,99,7.53,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833608,306.1006944,1980-11-01--02:25:00,133.90875,60.63555,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833618,306.1041667,1980-11-01--02:30:00,133.14542,61.93066,0,0,0.42,12,NA,99,NA,99,NA,99,7.53,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833627,306.1076389,1980-11-01--02:35:00,132.3729,63.19931,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833637,306.1111111,1980-11-01--02:40:00,131.59176,64.44266,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833646,306.1145833,1980-11-01--02:45:00,130.80253,65.6618,0,0,-0.04,12,NA,99,NA,99,NA,99,7.33,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833656,306.1180556,1980-11-01--02:50:00,130.00571,66.85782,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833665,306.1215278,1980-11-01--02:55:00,129.2018,68.03177,0,0,0.42,12,NA,99,NA,99,NA,99,7.33,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833675,306.125,1980-11-01--03:00:00,128.39126,69.18469,0,0,-0.04,12,NA,99,NA,99,NA,99,7.33,11,1.26,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833684,306.1284722,1980-11-01--03:05:00,127.57453,70.31758,0,0,NA,99,NA,99,NA,99,NA,99,7.43,99,1.26,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833694,306.1319444,1980-11-01--03:10:00,126.75203,71.4314,0,0,-0.04,12,NA,99,NA,99,NA,99,7.33,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833703,306.1354167,1980-11-01--03:15:00,125.92416,72.5271,0,0,-0.04,12,NA,99,NA,99,NA,99,7.33,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833713,306.1388889,1980-11-01--03:20:00,125.09132,73.60559,0,0,-0.04,12,NA,99,NA,99,NA,99,7.33,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833722,306.1423611,1980-11-01--03:25:00,124.25386,74.66774,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833732,306.1458333,1980-11-01--03:30:00,123.41215,75.71442,0,0,0.42,12,NA,99,NA,99,NA,99,7.43,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833741,306.1493056,1980-11-01--03:35:00,122.56652,76.74644,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833751,306.1527778,1980-11-01--03:40:00,121.7173,77.76461,0,0,0.42,12,NA,99,NA,99,NA,99,7.43,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.83376,306.15625,1980-11-01--03:45:00,120.8648,78.76968,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.83377,306.1597222,1980-11-01--03:50:00,120.00933,79.76241,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833779,306.1631944,1980-11-01--03:55:00,119.15116,80.74352,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833789,306.1666667,1980-11-01--04:00:00,118.29059,81.71369,0,0,0.42,12,NA,99,NA,99,NA,99,7.53,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833798,306.1701389,1980-11-01--04:05:00,117.42787,82.67361,0,0,NA,99,NA,99,NA,99,NA,99,7.53,99,1.26,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833808,306.1736111,1980-11-01--04:10:00,116.56328,83.62391,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833817,306.1770833,1980-11-01--04:15:00,115.69706,84.56524,0,0,-0.04,12,NA,99,NA,99,NA,99,7.53,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833827,306.1805556,1980-11-01--04:20:00,114.82946,85.49819,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833836,306.1840278,1980-11-01--04:25:00,113.96072,86.42336,0,0,-0.04,12,NA,99,NA,99,NA,99,7.43,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833846,306.1875,1980-11-01--04:30:00,113.09107,87.34132,0,0,-0.52,12,NA,99,NA,99,NA,99,7.33,11,0.78,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833855,306.1909722,1980-11-01--04:35:00,112.22073,88.25262,0,0,-0.04,12,NA,99,NA,99,NA,99,7.23,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833865,306.1944444,1980-11-01--04:40:00,111.34992,89.1578,0,0,0.42,12,NA,99,NA,99,NA,99,7.23,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833874,306.1979167,1980-11-01--04:45:00,110.47886,90.05738,0,0,-0.04,12,NA,99,NA,99,NA,99,7.23,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833884,306.2013889,1980-11-01--04:50:00,109.60776,90.95187,0,0,-0.04,12,NA,99,NA,99,NA,99,7.23,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833893,306.2048611,1980-11-01--04:55:00,108.73682,91.84178,0,0,-0.04,12,NA,99,NA,99,NA,99,7.14,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833903,306.2083333,1980-11-01--05:00:00,107.86624,92.72756,0,0,-0.04,12,NA,99,NA,99,NA,99,7.23,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833912,306.2118056,1980-11-01--05:05:00,106.99621,93.60971,0,0,NA,99,NA,99,NA,99,NA,99,7.14,99,1.26,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833922,306.2152778,1980-11-01--05:10:00,106.12692,94.48867,0,0,-0.04,12,NA,99,NA,99,NA,99,7.14,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833931,306.21875,1980-11-01--05:15:00,105.25857,95.3649,0,0,0.42,12,NA,99,NA,99,NA,99,7.14,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.83394,306.2222222,1980-11-01--05:20:00,104.39133,96.23882,0,0,-0.04,12,NA,99,NA,99,NA,99,7.23,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.83395,306.2256944,1980-11-01--05:25:00,103.52537,97.11087,0,0,-0.04,12,NA,99,NA,99,NA,99,7.14,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833959,306.2291667,1980-11-01--05:30:00,102.66085,97.98147,0,0,-0.04,12,NA,99,NA,99,NA,99,7.14,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833969,306.2326389,1980-11-01--05:35:00,101.79795,98.85103,0,0,-0.04,12,NA,99,NA,99,NA,99,7.14,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833978,306.2361111,1980-11-01--05:40:00,100.93679,99.71995,0,0,-0.52,12,NA,99,NA,99,NA,99,7.14,11,0.78,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833988,306.2395833,1980-11-01--05:45:00,100.0775,100.58862,0,0,-0.52,12,NA,99,NA,99,NA,99,7.04,11,0.78,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.833997,306.2430556,1980-11-01--05:50:00,99.22019,101.45744,0,0,-0.52,12,NA,99,NA,99,NA,99,7.04,11,0.78,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.834007,306.2465278,1980-11-01--05:55:00,98.36491,102.32679,0,0,-1.93,12,NA,99,NA,99,NA,99,6.75,11,-0.63,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.834016,306.25,1980-11-01--06:00:00,97.51168,103.19705,0,0,-1.93,12,NA,99,NA,99,NA,99,6.65,11,-0.63,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.834026,306.2534722,1980-11-01--06:05:00,96.66039,104.06859,0,0,NA,99,NA,99,NA,99,NA,99,6.55,99,0.31,99,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.834035,306.2569444,1980-11-01--06:10:00,95.81079,104.94177,0,0,-0.04,12,NA,99,NA,99,NA,99,6.55,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
