Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
29,211,04::37:42,19::28:50,12::03:32,10.691,19.566,7.748,2.878,6.41,2.668,9.952,2.558,1.339,5.998,18.1,36.31,1.4675,1.0556,2.0909,0.8646,-
30,212,04::39:07,19::27:24,12::03:29,10.647,19.429,7.944,2.866,6.751,2.666,10.743,2.573,1.193,6.71,15.85,38.56,1.137,1.7178,1.6672,1.7908,-
31,213,04::40:10,19::25:49,12::03:26,10.601,19.411,6.78,2.946,4.73,2.849,6.592,2.731,2.05,4.856,15.75,40.91,1.1188,0.802,1.9754,0.702,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.497277,183.0034722,1980-07-01--00:05:00,111.0738,0.38735,0,0,NA,99,NA,99,NA,99,NA,99,14.19,99,1.26,99,2.71,99,-
1980.497287,183.0069444,1980-07-01--00:10:00,111.05877,1.6194,0,0,-0.99,12,-0.8,72,-0.8,12,-0.99,72,12.62,11,-0.16,11,0.7,11,-
1980.497296,183.0104167,1980-07-01--00:15:00,111.02501,2.85082,0,0,-1.46,12,-1.6,72,-1.6,12,-1.46,72,12.23,11,-0.63,11,-0.1,11,-
1980.497306,183.0138889,1980-07-01--00:20:00,110.97255,4.08114,0,0,-0.52,12,0,72,0,12,-0.52,72,12.33,11,0.31,11,1.5,11,-
1980.497315,183.0173611,1980-07-01--00:25:00,110.90143,5.30989,0,0,0.43,12,0.41,72,0.41,12,0.43,72,12.62,11,1.26,11,1.91,11,-
1980.497325,183.0208333,1980-07-01--00:30:00,110.81171,6.53658,0,0,-0.05,12,0,72,0,12,-0.05,72,12.72,11,0.78,11,1.5,11,-
1980.497334,183.0243056,1980-07-01--00:35:00,110.70346,7.76076,0,0,-0.99,12,-2.41,72,-2.41,12,-0.99,72,11.84,11,-0.16,11,-0.91,11,-
1980.497344,183.0277778,1980-07-01--00:40:00,110.57679,8.98197,0,0,-1.46,12,-1.2,72,-1.2,12,-1.46,72,11.44,11,-0.63,11,0.3,11,-
1980.497353,183.03125,1980-07-01--00:45:00,110.43178,10.19977,0,0,-0.52,12,-0.4,72,-0.4,12,-0.52,72,11.64,11,0.31,11,1.1,11,-
1980.497363,183.0347222,1980-07-01--00:50:00,110.26856,11.41374,0,0,-1.46,12,-1.6,72,-1.6,12,-1.46,72,11.25,11,-0.63,11,-0.1,11,-
1980.497372,183.0381944,1980-07-01--00:55:00,110.08727,12.62345,0,0,-1.46,12,-0.4,72,-0.4,12,-1.46,72,10.86,11,-0.63,11,1.1,11,-
1980.497382,183.0416667,1980-07-01--01:00:00,109.88804,13.82849,0,0,-0.99,12,-0.4,72,-0.4,12,-0.99,72,10.86,11,-0.16,11,1.1,11,-
1980.497391,183.0451389,1980-07-01--01:05:00,109.67105,15.02849,0,0,NA,99,NA,99,NA,99,NA,99,11.25,99,-0.16,99,3.11,99,-
1980.497401,183.0486111,1980-07-01--01:10:00,109.43646,16.22306,0,0,-0.99,12,-0.4,72,-0.4,12,-0.99,72,11.05,11,-0.16,11,1.1,11,-
1980.49741,183.0520833,1980-07-01--01:15:00,109.18444,17.41187,0,0,-0.52,12,0.41,72,0.41,12,-0.52,72,11.05,11,0.31,11,1.91,11,-
1980.49742,183.0555556,1980-07-01--01:20:00,108.91521,18.59456,0,0,-0.05,12,0.41,72,0.41,12,-0.05,72,10.96,11,0.78,11,1.91,11,-
1980.497429,183.0590278,1980-07-01--01:25:00,108.62896,19.77083,0,0,-0.52,12,0.41,72,0.41,12,-0.52,72,11.05,11,0.31,11,1.91,11,-
1980.497439,183.0625,1980-07-01--01:30:00,108.3259,20.94037,0,0,-0.99,12,-0.4,72,-0.4,12,-0.99,72,10.76,11,-0.16,11,1.1,11,-
1980.497448,183.0659722,1980-07-01--01:35:00,108.00625,22.10292,0,0,-0.52,12,-0.8,72,-0.8,12,-0.52,72,10.66,11,0.31,11,0.7,11,-
1980.497457,183.0694444,1980-07-01--01:40:00,107.67025,23.25822,0,0,-0.99,12,0,72,0,12,-0.99,72,10.76,11,-0.16,11,1.5,11,-
1980.497467,183.0729167,1980-07-01--01:45:00,107.31814,24.40602,0,0,-0.52,12,0,72,0,12,-0.52,72,10.66,11,0.31,11,1.5,11,-
1980.497476,183.0763889,1980-07-01--01:50:00,106.95016,25.54612,0,0,-0.52,12,0,72,0,12,-0.52,72,10.76,11,0.31,11,1.5,11,-
1980.497486,183.0798611,1980-07-01--01:55:00,106.56655,26.67833,0,0,-0.52,12,0,72,0,12,-0.52,72,10.56,11,0.31,11,1.5,11,-
1980.497495,183.0833333,1980-07-01--02:00:00,106.16757,27.80247,0,0,-1.46,12,-1.2,72,-1.2,12,-1.46,72,10.27,11,-0.63,11,0.3,11,-
1980.497505,183.0868056,1980-07-01--02:05:00,105.75349,28.91838,0,0,NA,99,NA,99,NA,99,NA,99,11.25,99,1.26,99,2.71,99,-
1980.497514,183.0902778,1980-07-01--02:10:00,105.32457,30.02595,0,0,-1.46,12,-0.4,72,-0.4,12,-1.46,72,9.78,11,-0.63,11,1.1,11,-
1980.497524,183.09375,1980-07-01--02:15:00,104.88106,31.12505,0,0,-0.52,12,0.41,72,0.41,12,-0.52,72,10.07,11,0.31,11,1.91,11,-
1980.497533,183.0972222,1980-07-01--02:20:00,104.42325,32.21559,0,0,-0.05,12,0.41,72,0.41,12,-0.05,72,10.27,11,0.78,11,1.91,11,-
1980.497543,183.1006944,1980-07-01--02:25:00,103.95139,33.2975,0,0,0.43,12,0.81,72,0.81,12,0.43,72,10.56,11,1.26,11,2.31,11,-
1980.497552,183.1041667,1980-07-01--02:30:00,103.46577,34.37073,0,0,-0.05,12,0.81,72,0.81,12,-0.05,72,10.47,11,0.78,11,2.31,11,-
1980.497562,183.1076389,1980-07-01--02:35:00,102.96664,35.43524,0,0,-0.05,12,0.81,72,0.81,12,-0.05,72,10.47,11,0.78,11,2.31,11,-
1980.497571,183.1111111,1980-07-01--02:40:00,102.45427,36.49101,0,0,-0.05,12,-0.4,72,-0.4,12,-0.05,72,10.37,11,0.78,11,1.1,11,-
1980.497581,183.1145833,1980-07-01--02:45:00,101.92894,37.53805,0,0,-0.99,12,-0.4,72,-0.4,12,-0.99,72,10.07,11,-0.16,11,1.1,11,-
1980.49759,183.1180556,1980-07-01--02:50:00,101.3909,38.57636,0,0,-0.52,12,-0.4,72,-0.4,12,-0.52,72,9.98,11,0.31,11,1.1,11,-
1980.4976,183.1215278,1980-07-01--02:55:00,100.84041,39.60597,0,0,-1.46,12,-1.2,72,-1.2,12,-1.46,72,9.58,11,-0.63,11,0.3,11,-
1980.497609,183.125,1980-07-01--03:00:00,100.27772,40.62695,0,0,-1.94,12,0,72,0,12,-1.94,72,9.19,11,-1.11,11,1.5,11,-
1980.497619,183.1284722,1980-07-01--03:05:00,99.70306,41.63933,0,0,NA,99,NA,99,NA,99,NA,99,10.96,99,1.72,99,6.33,99,-
1980.497628,183.1319444,1980-07-01--03:10:00,99.11668,42.64321,0,0,0.43,12,1.21,72,1.21,12,0.43,72,9.98,11,1.26,11,2.71,11,-
1980.497638,183.1354167,1980-07-01--03:15:00,98.51878,43.63866,0,0,-0.52,12,0.41,72,0.41,12,-0.52,72,9.88,11,0.31,11,1.91,11,-
1980.497647,183.1388889,1980-07-01--03:20:00,97.90954,44.62579,0,0,-0.52,12,-0.8,72,-0.8,12,-0.52,72,9.58,11,0.31,11,0.7,11,-
1980.497657,183.1423611,1980-07-01--03:25:00,97.28912,45.60472,0,0,-0.52,12,-0.4,72,-0.4,12,-0.52,72,9.29,11,0.31,11,1.1,11,-
1980.497666,183.1458333,1980-07-01--03:30:00,96.65763,46.57555,0,0,-0.52,12,-0.4,72,-0.4,12,-0.52,72,9.29,11,0.31,11,1.1,11,-
1980.497676,183.1493056,1980-07-01--03:35:00,96.01508,47.53843,0,0,-0.05,12,-0.4,72,-0.4,12,-0.05,72,9.29,11,0.78,11,1.1,11,-
1980.497685,183.1527778,1980-07-01--03:40:00,95.36139,48.4935,0,0,-0.05,12,0,72,0,12,-0.05,72,9.19,11,0.78,11,1.5,11,-
1980.497695,183.15625,1980-07-01--03:45:00,94.69624,49.44092,0,0,0.43,12,0.41,72,0.41,12,0.43,72,9.39,11,1.26,11,1.91,11,-
1980.497704,183.1597222,1980-07-01--03:50:00,94.01894,50.38085,0,0,0.89,12,0.41,72,0.41,12,0.89,72,9.49,11,1.72,11,1.91,11,-
1980.497714,183.1631944,1980-07-01--03:55:00,93.32801,51.31346,0,0,1.36,12,0,72,0,12,1.36,72,9.68,11,2.19,11,1.5,11,-
1980.497723,183.1666667,1980-07-01--04:00:00,92.62017,52.23892,0,0,1.36,12,0,72,0,12,1.36,72,9.49,11,2.19,11,1.5,11,-
1980.497733,183.1701389,1980-07-01--04:05:00,91.8873,53.15744,0,0,NA,99,NA,99,NA,99,NA,99,9.58,99,3.61,99,2.71,99,-
1980.497742,183.1736111,1980-07-01--04:10:00,91.10349,54.0692,0,0,4.19,12,-0.4,72,-0.4,12,4.19,72,8.7,11,5.02,11,1.1,11,-
1980.497752,183.1770833,1980-07-01--04:15:00,90.12494,54.97441,0,0,6.08,12,0,72,0,12,6.08,72,8.8,11,6.91,11,1.5,11,-
1980.497761,183.1805556,1980-07-01--04:20:00,89.45657,55.87327,12.48,1315.39,8.91,92,0,92,0.41,92,8.91,92,9,11,9.74,91,1.91,91,-
1980.497771,183.1840278,1980-07-01--04:25:00,88.81802,56.766,27.13,1315.39,13.15,92,0.06,92,2.82,92,13.09,92,9,11,13.98,91,4.32,91,-
1980.49778,183.1875,1980-07-01--04:30:00,88.15095,57.65283,42.44,1315.39,17.85,92,0.51,92,15.7,92,17.34,92,9.29,11,18.68,91,17.2,91,-
1980.49779,183.1909722,1980-07-01--04:35:00,87.46106,58.53397,58.27,1315.39,21.15,12,0.89,72,20.12,12,20.26,72,9.19,11,21.98,11,21.62,11,-
1980.497799,183.1944444,1980-07-01--04:40:00,86.753,59.40966,74.5,1315.39,24.92,12,3.49,72,61.56,12,21.43,72,9.29,11,25.75,11,63.06,11,-
1980.497809,183.1979167,1980-07-01--04:45:00,86.0303,60.28014,91.06,1315.39,33.4,12,9.67,72,139.61,12,23.73,72,9.49,11,34.23,11,141.11,11,-
1980.497818,183.2013889,1980-07-01--04:50:00,85.29495,61.14565,107.9,1315.39,37.64,12,11.78,72,143.64,12,25.86,72,9.78,11,38.47,11,145.14,11,-
1980.497827,183.2048611,1980-07-01--04:55:00,84.54742,62.00645,124.99,1315.39,48,12,19.12,72,201.17,12,28.88,72,10.27,11,48.83,11,202.67,11,-
1980.497837,183.2083333,1980-07-01--05:00:00,83.7914,62.86279,142.26,1315.38,58.84,12,27.07,72,250.26,12,31.77,72,10.86,11,59.67,11,251.76,11,-
1980.497846,183.2118056,1980-07-01--05:05:00,83.02649,63.71492,159.7,1315.38,NA,99,NA,99,NA,99,NA,99,12.03,99,69.56,99,285.15,99,-
1980.497856,183.2152778,1980-07-01--05:10:00,82.25385,64.56311,177.29,1315.38,80.04,12,42.25,72,313.43,12,37.79,72,12.13,11,80.87,11,314.93,11,-
1980.497865,183.21875,1980-07-01--05:15:00,81.47407,65.40764,195.01,1315.38,90.87,12,51,72,344.01,12,39.87,72,12.62,11,91.7,11,345.51,11,-
1980.497875,183.2222222,1980-07-01--05:20:00,80.68764,66.24877,212.85,1315.38,101.7,12,59.9,72,370.15,12,41.8,72,13.4,11,102.53,11,371.65,11,-
1980.497884,183.2256944,1980-07-01--05:25:00,79.89502,67.08679,230.79,1315.38,113.47,12,69.46,72,395.91,12,44.01,72,13.7,11,114.3,11,397.41,11,-
1980.497894,183.2291667,1980-07-01--05:30:00,79.09655,67.92199,248.81,1315.38,126.19,12,80.22,72,424.08,12,45.97,72,13.99,11,127.02,11,425.58,11,-
1980.497903,183.2326389,1980-07-01--05:35:00,78.2926,68.75466,266.91,1315.38,133.73,12,87.85,72,432.92,12,45.88,72,14.68,11,134.56,11,434.42,11,-
1980.497913,183.2361111,1980-07-01--05:40:00,77.48345,69.58509,285.07,1315.38,146.45,12,97.57,72,450.22,12,48.88,72,15.46,11,147.28,11,451.72,11,-
1980.497922,183.2395833,1980-07-01--05:45:00,76.66938,70.41359,303.29,1315.38,162.46,12,113.92,72,494.08,12,48.54,72,16.34,11,163.29,11,495.58,11,-
1980.497932,183.2430556,1980-07-01--05:50:00,75.85066,71.24048,321.55,1315.38,175.18,12,125.3,72,512.58,12,49.88,72,16.93,11,176.01,11,514.08,11,-
1980.497941,183.2465278,1980-07-01--05:55:00,75.02752,72.06607,339.84,1315.38,188.38,12,136.79,72,529.48,12,51.59,72,17.32,11,189.21,11,530.98,11,-
1980.497951,183.25,1980-07-01--06:00:00,74.20019,72.89068,358.15,1315.38,203.45,12,149.43,72,548.8,12,54.02,72,17.42,11,204.28,11,550.3,11,-
1980.49796,183.2534722,1980-07-01--06:05:00,73.3689,73.71466,376.47,1315.38,NA,99,NA,99,NA,99,NA,99,17.91,99,218.88,99,567.6,99,-
1980.49797,183.2569444,1980-07-01--06:10:00,72.53385,74.53833,394.8,1315.38,231.24,12,173.65,72,578.57,12,57.59,72,18,11,232.07,11,580.07,11,-
1980.497979,183.2604167,1980-07-01--06:15:00,71.69525,75.36206,413.12,1315.38,244.43,12,186.39,72,593.45,12,58.04,72,18.4,11,245.26,11,594.95,11,-
1980.497989,183.2638889,1980-07-01--06:20:00,70.85329,76.1862,431.43,1315.38,258.56,12,198.6,72,605.52,12,59.96,72,18.79,11,259.39,11,607.02,11,-
1980.497998,183.2673611,1980-07-01--06:25:00,70.00817,77.01112,449.71,1315.38,273.17,12,211.15,72,617.6,12,62.02,72,19.37,11,274,11,619.1,11,-
1980.498008,183.2708333,1980-07-01--06:30:00,69.16008,77.83719,467.96,1315.38,290.12,12,224.01,72,629.67,12,66.11,72,19.28,11,290.95,11,631.17,11,-
1980.498017,183.2743056,1980-07-01--06:35:00,68.30921,78.66482,486.16,1315.38,307.08,12,236.74,72,640.53,12,70.34,72,19.47,11,307.91,11,642.03,11,-
1980.498027,183.2777778,1980-07-01--06:40:00,67.45574,79.4944,504.31,1315.38,324.04,12,250.2,72,652.6,12,73.84,72,19.67,11,324.87,11,654.1,11,-
1980.498036,183.28125,1980-07-01--06:45:00,66.59987,80.32635,522.4,1315.38,340.52,12,263.5,72,663.47,12,77.02,72,19.77,11,341.35,11,664.97,11,-
1980.498046,183.2847222,1980-07-01--06:50:00,65.74176,81.16109,540.42,1315.38,355.6,12,276.55,72,673.12,12,79.05,72,19.37,11,356.43,11,674.62,11,-
1980.498055,183.2881944,1980-07-01--06:55:00,64.88162,81.99907,558.37,1315.38,369.73,12,289.66,72,682.37,12,80.07,72,19.28,11,370.56,11,683.87,11,-
1980.498065,183.2916667,1980-07-01--07:00:00,64.01962,82.84074,576.22,1315.38,385.75,12,304.91,72,696.05,12,80.84,72,19.28,11,386.58,11,697.55,11,-
1980.498074,183.2951389,1980-07-01--07:05:00,63.15594,83.68659,593.98,1315.38,NA,99,NA,99,NA,99,NA,99,19.37,99,400.24,99,706.4,99,-
1980.498084,183.2986111,1980-07-01--07:10:00,62.29079,84.5371,611.63,1315.38,414.96,12,332.45,72,714.96,12,82.51,72,19.86,11,415.79,11,716.46,11,-
1980.498093,183.3020833,1980-07-01--07:15:00,61.42433,85.39279,629.17,1315.38,430.03,12,346.22,72,723.82,12,83.81,72,20.16,11,430.86,11,725.32,11,-
1980.498103,183.3055556,1980-07-01--07:20:00,60.55678,86.25418,646.59,1315.38,446.51,12,361.14,72,734.68,12,85.37,72,20.16,11,447.34,11,736.18,11,-
1980.498112,183.3090278,1980-07-01--07:25:00,59.68831,87.12183,663.88,1315.38,461.12,12,374.25,72,741.52,12,86.87,72,20.06,11,461.95,11,743.02,11,-
1980.498122,183.3125,1980-07-01--07:30:00,58.81913,87.99632,681.03,1315.38,474.31,12,385.58,72,744.73,12,88.73,72,20.35,11,475.14,11,746.23,11,-
1980.498131,183.3159722,1980-07-01--07:35:00,57.94944,88.87825,698.03,1315.38,489.38,12,399.9,72,753.58,12,89.48,72,20.84,11,490.21,11,755.08,11,-
1980.498141,183.3194444,1980-07-01--07:40:00,57.07945,89.76824,714.88,1315.38,504.45,12,413.71,72,761.23,12,90.74,72,21.14,11,505.28,11,762.73,11,-
1980.49815,183.3229167,1980-07-01--07:45:00,56.20937,90.66696,731.56,1315.38,519.06,12,427.84,72,769.28,12,91.22,72,21.33,11,519.89,11,770.78,11,-
1980.49816,183.3263889,1980-07-01--07:50:00,55.33941,91.57509,748.08,1315.38,533.66,12,441.39,72,776.12,12,92.27,72,21.92,11,534.49,11,777.62,11,-
1980.498169,183.3298611,1980-07-01--07:55:00,54.4698,92.49334,764.41,1315.38,545.91,12,453.36,72,780.14,12,92.55,72,22.21,11,546.74,11,781.64,11,-
1980.498179,183.3333333,1980-07-01--08:00:00,53.60077,93.42248,780.56,1315.38,561.45,12,469.15,72,790.6,12,92.3,72,23.19,11,562.28,11,792.1,11,-
1980.498188,183.3368056,1980-07-01--08:05:00,52.73257,94.36329,796.51,1315.38,NA,99,NA,99,NA,99,NA,99,23.88,99,577.83,99,802.57,99,-
1980.498197,183.3402778,1980-07-01--08:10:00,51.86543,95.3166,812.26,1315.38,590.19,12,496.16,72,803.48,12,94.03,72,23.98,11,591.02,11,804.98,11,-
1980.498207,183.34375,1980-07-01--08:15:00,50.99962,96.2833,827.8,1315.38,604.32,12,509.19,72,809.11,12,95.13,72,24.37,11,605.15,11,810.61,11,-
1980.498216,183.3472222,1980-07-01--08:20:00,50.13541,97.26429,843.13,1315.38,617.03,12,521.97,72,814.34,12,95.06,72,25.15,11,617.86,11,815.84,11,-
1980.498226,183.3506944,1980-07-01--08:25:00,49.27308,98.26054,858.23,1315.38,630.23,12,536.31,72,821.99,12,93.92,72,26.23,11,631.06,11,823.49,11,-
1980.498235,183.3541667,1980-07-01--08:30:00,48.41293,99.27308,873.09,1315.38,643.89,12,549.33,72,827.61,12,94.56,72,26.72,11,644.72,11,829.11,11,-
1980.498245,183.3576389,1980-07-01--08:35:00,47.55525,100.30297,887.72,1315.38,656.61,12,559.62,72,829.22,12,96.99,72,26.72,11,657.44,11,830.72,11,-
1980.498254,183.3611111,1980-07-01--08:40:00,46.70039,101.35135,902.1,1315.38,668.85,12,570.07,72,831.23,12,98.78,72,26.91,11,669.68,11,832.73,11,-
1980.498264,183.3645833,1980-07-01--08:45:00,45.84868,102.41941,916.24,1315.38,683.92,12,585.17,72,840.09,12,98.75,72,27.4,11,684.75,11,841.59,11,-
1980.498273,183.3680556,1980-07-01--08:50:00,45.00048,103.50842,930.11,1315.38,697.12,12,598.86,72,846.93,12,98.26,72,28.28,11,697.95,11,848.43,11,-
1980.498283,183.3715278,1980-07-01--08:55:00,44.15617,104.61969,943.71,1315.38,710.3,12,610.8,72,851.35,12,99.5,72,28.38,11,711.13,11,852.85,11,-
1980.498292,183.375,1980-07-01--09:00:00,43.31616,105.75463,957.04,1315.38,722.08,12,619.13,72,850.95,12,102.95,72,28.09,11,722.91,11,852.45,11,-
