Time_Zone_(+East):,-8.,Sample Method:,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,-,-,-,-,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,5,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,m/s,m/s,m/s,m/s,C,C,C,C
Years:,2007-2014,Column Notes:,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM/YY,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
04//17,107,-,2.404,7.331,4.55225,4.051,2.3810000000000002,8.452,5.01525,4.4435,0.004,6.4110000000000005,2.412875,1.358,0.032,10.483,3.965,2.5795000000000003,0.919,3.3160000000000003,2.13925,2.3905000000000003,4.355,35.44,18.146125,15.756,0.0,105.402,57.52475,54.8,0.3181597222222222,0.6281597222222222,0.48259548611111114,0.47791666666666666,0.2,8.35,4.0675,4.640000000000001
04//18,108,-,2.803,7.218,5.7783750000000005,6.977,2.837,8.28,6.4433750000000005,7.7540000000000004,0.126,5.9830000000000005,3.80425,5.1955,0.464,9.546,5.955125,8.0175,1.1400000000000001,3.233,1.97425,1.8250000000000002,7.535,34.375,25.728375,32.551500000000004,0.0,104.673,75.94125,95.539,0.21954861111111107,0.6512152777777778,0.49548177083333333,0.5243055555555556,0.99,6.16,2.4775,2.0500000000000003
04//19,109,-,3.004,7.207,4.966125,4.551500000000001,3.1270000000000002,8.242,5.5040000000000004,4.8445,0.163,6.301,2.66275,2.306,0.228,10.118,4.140375,3.771,0.906,3.428,2.303,2.3034999999999997,9.345,33.367,20.9105,17.605,0.0,101.586,63.75775,57.961,0.14791666666666664,0.9925694444444445,0.5461067708333334,0.5623437499999999,-1.95,7.930000000000001,3.62,4.0649999999999995
04//20,110,-,2.0460000000000003,7.472,5.2383750000000004,5.891,2.091,8.296,5.77925,6.593500000000001,0.0,6.446,3.247875,3.7805,0.002,10.436,5.07125,5.563000000000001,0.8310000000000001,3.606,1.990375,1.9455,3.6910000000000003,34.817,22.241,26.756,0.0,100.286,65.292375,83.2485,0.15086805555555557,0.8459722222222221,0.5260546875,0.5331944444444444,-1.22,8.94,3.46375,3.7199999999999998
04//21,111,-,1.8780000000000001,7.29,5.162625,5.7205,1.9040000000000001,8.287,5.7125,6.4015,0.0,6.378,3.101875,3.0060000000000002,0.001,10.262,4.841125,4.66,0.894,3.383,2.06075,1.947,2.488,33.712,20.9345,23.204500000000003,0.0,99.539,54.839125,57.0315,0.4409722222222222,1.9621527777777779,0.8592447916666667,0.5972743055555556,-1.16,9.02,3.815,3.8200000000000003
04//22,112,-,4.002,7.438,6.2325,6.765000000000001,4.256,8.473,6.952375,7.716,0.34,6.471,4.17925,4.394,0.459,10.468,6.318125,6.656000000000001,0.872,3.662,2.0532500000000002,2.3705,14.653,34.487,28.157,32.166,0.0,103.379,73.000125,87.278,0.3955208333333334,0.9327777777777777,0.5685069444444444,0.4538888888888888,-2.17,8.06,3.45375,4.085
04//23,113,-,3.747,7.7860000000000005,5.967875,6.6805,3.8240000000000003,8.881,6.606,7.3905,0.454,6.78,3.93325,4.994,0.683,10.819,6.123375,7.513,1.006,3.293,2.035125,1.7005,13.008000000000001,36.141,25.982625000000002,29.967000000000002,0.0,108.249,70.894625,76.12950000000001,0.28996527777777775,2.341111111111111,0.8509678819444445,0.4644965277777777,1.08,9.14,4.64125,4.205
04//24,114,-,4.306,7.783,6.351375,6.886,4.64,8.962,7.02675,7.537000000000001,0.981,6.708,4.1875,4.965,1.689,10.651,6.461875,7.724500000000001,1.063,3.369,2.16425,1.9210000000000003,16.389,35.784,27.918375,30.520000000000003,0.0,109.03,75.675375,83.4715,0.5284722222222222,1.6433333333333333,0.7925477430555555,0.6529687500000001,-0.61,10.8,4.9675,5.09
04//25,115,-,4.694,7.605,6.471125,6.843500000000001,4.953,8.749,7.173625,7.5920000000000005,1.838,6.0760000000000005,4.256875,4.868,2.681,9.492,6.472125,6.9275,1.5110000000000001,3.121,2.214375,2.027,18.972,35.724000000000004,28.970750000000002,30.8475,0.0,106.114,77.45,88.4675,0.4324305555555556,1.2284027777777782,0.6792317708333334,0.5884722222222223,-0.68,10.58,3.1175,2.7
04//26,116,-,2.437,7.644,5.501375,5.413,2.5380000000000003,8.71,6.025125,5.934,0.14100000000000001,6.2860000000000005,3.1045000000000003,2.217,0.189,9.785,4.71925,3.433,1.288,3.41,2.3970000000000002,2.4995000000000003,5.039,35.64,23.203500000000002,23.1885,0.0,106.019,70.94025,76.718,0.3062152777777778,1.2455208333333334,0.5621571180555556,0.4319965277777778,0.9500000000000001,8.47,4.26375,3.48
04//27,117,-,3.228,7.723,5.778625,5.883,3.473,8.347,6.282625,6.316000000000001,0.385,6.563,3.3977500000000003,3.244,0.666,10.309000000000001,5.216125,5.109,1.16,3.8240000000000003,2.38075,2.4745,10.428,34.728,24.717750000000002,25.403,0.0,102.769,69.738125,77.703,0.33437500000000003,0.7737499999999999,0.6020963541666666,0.6156597222222222,0.63,7.71,3.9925,3.915
04//28,118,-,3.315,7.6240000000000006,5.66575,5.7355,3.633,8.192,6.139875,6.246,0.8200000000000001,6.186,3.2965,2.8465,1.1280000000000001,9.612,4.968625,4.2215,1.373,3.1670000000000003,2.369125,2.508,11.69,34.808,24.144125000000003,24.481,0.0,103.766,67.672875,74.3725,0.22736111111111112,0.6590625,0.4994748263888889,0.5729166666666667,0.97,6.6000000000000005,3.90875,3.5949999999999998
04//29,119,-,4.686,7.614,6.345625,6.621,5.256,8.415000000000001,6.938625,7.2605,1.68,6.112,3.824875,3.8240000000000003,2.62,9.358,5.7547500000000005,5.8335,1.42,3.507,2.521,2.724,19.763,34.762,27.898875,29.627499999999998,0.0,104.526,71.62275,74.1915,0.37986111111111115,0.7593749999999999,0.5686892361111111,0.5533854166666667,1.77,7.3,4.6625,5.04
04//30,120,-,3.6950000000000003,8.167,7.0298750000000005,7.6450000000000005,3.99,8.946,7.704875,8.36,0.9430000000000001,7.054,5.12125,6.0885,1.274,10.904,7.672375000000001,9.063500000000001,0.995,3.327,1.908625,1.5790000000000002,13.345,37.518,31.3735,33.938,0.0,111.391,81.382125,94.492,0.3373611111111111,2.2049305555555554,0.8172395833333334,0.5821527777777777,0.92,14.06,4.510000000000001,3.665
05//01,121,-,2.281,8.116,5.795625,6.168,2.358,8.579,6.307625000000001,6.8805,0.009000000000000001,7.1000000000000005,3.52875,3.9225000000000003,0.047,11.097,5.322,5.7495,1.0150000000000001,3.104,2.26675,2.3,4.768,35.37,24.36225,27.331500000000002,0.0,105.638,66.765375,79.989,0.38083333333333336,2.303715277777778,0.8835286458333333,0.7451909722222223,-0.73,10.53,4.97375,5.915000000000001
05//02,122,-,2.324,8.117,6.280375,6.9815000000000005,2.532,8.662,6.8515,7.3935,0.027,7.042,3.795125,3.8055,0.039,10.823,5.8645000000000005,6.519500000000001,1.075,3.789,2.48525,2.4515000000000002,5.454,35.588,26.85625,29.5825,0.0,105.276,68.69175,73.601,0.5600347222222222,1.7517132867132872,0.8565075636169387,0.6772569444444444,1.67,12.16,6.1525,5.48
05//03,123,-,3.549,8.069,5.828,5.548500000000001,3.854,8.835,6.308625,6.092499999999999,0.76,6.998,3.255375,1.866,1.3880000000000001,10.826,4.848625,2.4695,1.07,3.9050000000000002,2.572625,2.7685000000000004,12.389000000000001,37.073,24.522625,24.200000000000003,0.0,108.661,69.70175,78.0235,0.27284722222222224,0.8555902777777777,0.5976302083333334,0.639513888888889,1.94,9.18,4.84875,5.0
05//04,124,-,2.094,8.081,5.88025,6.7475000000000005,2.208,8.984,6.36625,7.422000000000001,0.0,7.053,3.6586250000000002,4.0955,0.0,10.915000000000001,5.374125,5.4265,1.028,3.455,2.221875,2.1585,4.216,37.966,24.745124999999998,29.8995,0.0,112.632,71.894875,91.738,0.4152430555555556,1.5158680555555555,0.8605598958333333,0.735,0.02,7.92,4.89125,5.445
05//05,125,-,5.0920000000000005,8.024000000000001,6.491750000000001,6.466,5.32,8.741,7.086375,6.93,2.172,6.0360000000000005,4.08825,4.279,3.051,8.816,5.956375,6.3165,1.604,3.114,2.403625,2.5065,20.825,37.621,28.551000000000002,27.258499999999998,0.0,109.274,77.83325,85.7165,0.5250694444444445,1.2224305555555557,0.7636545138888889,0.6979340277777778,1.07,7.91,5.4887500000000005,6.4
05//06,126,-,4.203,8.073,6.373,6.7935,4.264,9.005,6.860375,7.154,1.006,7.049,4.01175,4.105,1.832,10.44,6.01775,6.178,1.025,3.734,2.36125,2.2515,15.241,37.685,27.4065,28.960500000000003,0.0,112.892,71.17625,64.8215,0.48059027777777774,1.0581597222222223,0.660390625,0.5855902777777778,-1.71,7.68,4.95125,6.275
05//07,127,-,3.317,8.065,6.6000000000000005,7.286,3.228,8.789,7.118625,7.912000000000001,0.062,7.061,4.248375,5.052,0.083,10.854000000000001,6.141625,6.9345,1.004,4.231,2.352,2.2350000000000003,9.871,36.947,28.504875000000002,32.488,0.0,108.71600000000001,75.127125,92.356,0.24090277777777777,0.7473958333333333,0.5683940972222222,0.6122569444444445,1.8,12.14,6.78125,6.6850000000000005
05//08,128,-,2.902,8.187,6.39575,6.819000000000001,2.852,8.859,6.938375,7.438000000000001,0.171,6.853,4.277375,4.6290000000000004,0.318,10.567,6.116375,6.148,1.218,2.822,2.118125,2.3,7.7490000000000006,37.286,27.345750000000002,29.7945,0.0,111.008,71.316125,83.3425,0.34680555555555553,0.9436111111111111,0.5688411458333333,0.5376041666666667,1.48,10.96,6.447500000000001,5.58
05//09,129,-,4.877,8.177,6.67175,7.084,5.034,8.871,7.15725,7.595000000000001,1.364,6.9910000000000005,4.3568750000000005,4.673,1.962,10.78,6.47325,6.695,1.1360000000000001,3.77,2.315,2.2515,19.619,37.036,28.6525,31.192500000000003,0.0,110.674,74.337875,81.7535,0.40857638888888886,0.7239583333333334,0.5689626736111111,0.5802777777777778,1.78,8.58,5.835,6.565
05//10,130,-,2.179,8.071,6.5615,7.795,2.283,8.870000000000001,7.0138750000000005,8.2195,0.081,7.065,4.494375,5.758,0.195,10.812,6.696375,8.512,1.006,3.44,2.067,2.0495,4.255,36.744,27.9285,34.041,0.0,107.894,77.57625,99.89250000000001,0.30374999999999996,0.7785069444444443,0.529140625,0.5304861111111112,1.37,11.33,4.92,4.655
05//11,131,-,3.4450000000000003,8.307,6.398875,6.83,3.736,9.198,6.826625,7.063000000000001,0.325,7.099,3.756625,3.416,0.461,10.76,5.538625,4.9105,1.198,3.9570000000000003,2.64225,2.865,11.397,36.976,26.794,28.136000000000003,0.0,101.879,69.560625,85.44200000000001,0.3253472222222222,0.8350000000000001,0.6322135416666667,0.6472916666666667,0.87,14.040000000000001,6.10125,5.475
05//12,132,-,6.567,8.387,7.564875000000001,7.7490000000000006,7.021,9.322000000000001,8.197375000000001,8.188,3.863,6.899,5.318125,5.438000000000001,5.311,10.327,7.6805,7.997,1.367,2.906,2.246875,2.3445,28.12,38.883,33.42025,33.5,0.0,114.884,85.562875,94.3415,0.41086805555555556,1.06125,0.6878081597222222,0.6872743055555556,1.86,11.620000000000001,5.715000000000001,5.32
05//13,133,-,4.719,8.312,7.437125,7.960000000000001,4.976,8.955,7.9345,8.585,0.838,6.957,5.295375,6.0835,1.381,10.404,7.8469999999999995,8.725999999999999,1.355,3.8810000000000002,2.14175,1.8085,17.968,36.800000000000004,31.88275,34.486999999999995,0.0,109.141,83.391125,96.56,0.3319791666666666,0.8690972222222223,0.4926258680555556,0.46243055555555557,1.6300000000000001,8.86,4.93,4.75
05//14,134,-,3.975,8.372,7.05875,7.526,4.285,8.731,7.484125,7.9985,0.638,7.224,4.7435,5.444,0.835,10.912,6.9955,8.127,1.1480000000000001,4.1530000000000005,2.315125,2.177,14.407,35.162,29.71075,32.906,0.0,105.888,76.571125,92.32300000000001,0.3519444444444444,0.8476736111111111,0.5432508680555556,0.524704861111111,4.5600000000000005,9.620000000000001,7.188750000000001,6.845000000000001
05//15,135,-,2.237,8.285,6.459625,6.758000000000001,2.358,8.844,6.797375,7.173500000000001,0.005,6.803,3.758875,3.5475000000000003,0.007,10.126,5.576625,5.093999999999999,1.482,4.002,2.70075,2.617,5.063,36.618,26.41875,28.16,0.0,109.09100000000001,73.443125,86.78200000000001,0.21871527777777777,0.6885416666666667,0.5471744791666667,0.5781944444444445,4.17,12.83,8.8725,8.735
05//16,136,-,4.974,8.49,7.3088750000000005,8.078,4.984,8.803,7.7467500000000005,8.5975,1.1400000000000001,7.348,5.0275,6.391,1.3900000000000001,11.353,7.47025,9.5335,0.9540000000000001,3.92,2.281625,1.6875,19.466,35.852000000000004,31.123375000000003,34.5305,0.0,105.946,81.234,94.081,0.41503472222222226,1.5619791666666667,0.7401822916666667,0.6955034722222222,2.37,11.03,8.025,7.9799999999999995
05//17,137,-,3.158,8.385,6.683625,8.0685,3.327,8.77,7.036,8.43,0.14100000000000001,7.515000000000001,4.541625,6.192500000000001,0.401,11.599,6.797625,9.16,0.87,3.5620000000000003,2.142,1.876,9.028,35.056,27.0525,33.6035,0.0,105.70700000000001,71.21237500000001,87.946,0.3813541666666667,1.0156597222222221,0.6506336805555556,0.5635243055555557,5.71,15.72,9.2475,9.42
05//18,138,-,4.679,8.206,6.434,6.422,4.534,8.722,6.759,7.0395,0.879,7.106,3.81575,3.7030000000000003,1.447,10.924,5.687,5.179,1.047,3.974,2.618125,2.7190000000000003,16.595,35.033,26.168375,26.8745,0.0,105.783,70.707375,73.643,0.43225694444444446,0.7971875,0.5553949652777778,0.5283680555555555,5.18,15.64,9.065,8.22
05//19,139,-,6.322,8.485,7.438625,7.4830000000000005,6.803,9.323,7.916375,7.9215,2.192,7.1770000000000005,5.121625,5.449,3.269,10.658,7.50975,7.656000000000001,1.112,4.488,2.317,2.0045,27.104,36.993,31.864,31.747999999999998,0.0,108.235,81.13825,87.167,0.4001388888888889,1.461076388888889,0.7356814236111111,0.5778125000000001,3.19,13.35,7.05875,6.415
05//20,140,-,4.335,8.596,7.267875,7.546,4.448,9.268,7.6770000000000005,8.0495,0.841,7.479,4.846875,5.342499999999999,1.675,11.302,7.223625,7.6085,1.051,3.778,2.421125,2.298,15.109,37.643,30.501875000000002,32.2535,0.0,111.33500000000001,81.20037500000001,97.46350000000001,0.3480208333333333,0.8173263888888889,0.5531032986111112,0.5263541666666667,2.77,12.870000000000001,6.1137500000000005,4.99
05//21,141,-,3.495,8.556000000000001,6.893125,7.4565,3.5740000000000003,9.115,7.271000000000001,7.8605,0.374,7.385,4.701875,5.0035,1.105,11.157,6.96825,7.103,1.07,3.608,2.191125,2.0555,10.929,38.473,28.704500000000003,30.8315,0.0,113.638,76.185,84.55,0.5102777777777778,1.123715277777778,0.7520572916666667,0.7380729166666666,2.54,9.870000000000001,6.70625,7.01
05//22,142,-,3.532,8.525,6.803125,6.736000000000001,3.713,9.065,7.209125,7.4205000000000005,0.184,7.3020000000000005,4.22725,3.6530000000000005,0.243,10.809000000000001,5.99125,4.708500000000001,1.192,3.853,2.575625,3.083,10.639,38.153,28.743875000000003,29.9715,0.0,112.811,81.437875,89.5445,0.26784722222222224,0.9129513888888892,0.5960243055555556,0.6027951388888888,1.29,10.540000000000001,5.525,5.465
05//23,143,-,4.525,8.423,6.90575,7.2865,4.742,8.928,7.31625,7.804,0.645,7.07,4.0635,4.252,0.8300000000000001,10.602,5.7722500000000005,5.4495000000000005,1.274,3.973,2.84225,3.034,17.004,37.83,29.264625000000002,32.3325,0.0,111.276,79.138625,93.89150000000001,0.3481597222222222,1.0390277777777779,0.6604600694444445,0.6493749999999999,3.77,13.17,6.635,5.625
05//24,144,-,4.2010000000000005,8.462,6.7158750000000005,7.0395,4.329,9.014,7.0985,7.721,0.122,7.19,3.63875,3.3785,0.167,10.934000000000001,5.208875,4.7010000000000005,1.2730000000000001,4.461,3.077375,3.661,15.882,36.458,28.1285,30.83,28.702,107.682,78.44137500000001,86.886,0.42107638888888893,0.8443055555555555,0.6357682291666666,0.6174305555555556,3.72,12.98,7.28125,6.73
05//25,145,-,2.833,8.464,6.096,6.5455000000000005,2.975,9.051,6.363125,6.8020000000000005,0.001,7.25,3.29225,2.7755,0.001,10.762,4.90475,4.406000000000001,1.214,4.0520000000000005,2.8036250000000003,2.8525,7.753,36.550000000000004,24.154375,26.0345,35.46,108.36200000000001,75.913875,80.7025,0.3533680555555556,1.1940277777777777,0.7243142361111111,0.6647569444444446,3.27,10.33,6.58125,5.82
05//26,146,-,1.782,8.45,5.50725,5.0504999999999995,1.847,8.964,5.742125000000001,5.241,0.057,7.277,2.973625,2.135,0.295,11.099,4.358625,3.0164999999999997,1.173,3.951,2.533625,2.493,1.258,35.858000000000004,19.167625,18.955,19.222,106.772,68.893625,65.12950000000001,0.16895833333333332,0.7311805555555555,0.44810329861111114,0.44590277777777776,2.54,11.13,7.1537500000000005,8.030000000000001
05//27,147,-,3.874,8.412,5.976,5.599,3.741,8.871,6.262625,5.9670000000000005,0.495,7.390000000000001,3.30825,2.6875,0.84,11.276,4.63125,3.888,1.022,3.489,2.66775,2.8375000000000004,-6.158,35.227000000000004,20.891750000000002,22.4615,45.633,105.372,74.932875,69.54650000000001,0.34031249999999996,1.339548611111111,0.6368576388888888,0.56953125,3.56,11.64,8.290000000000001,8.350000000000001
05//28,148,-,3.2920000000000003,8.767,6.99225,7.235,3.3120000000000003,9.097,7.324,7.6685,0.094,7.196,4.712625,4.9995,0.105,11.075000000000001,6.546,6.827999999999999,1.571,3.198,2.279375,2.319,-6.194,37.649,24.725,29.7605,41.794000000000004,109.259,88.11875,92.4325,0.13631944444444444,0.9596874999999999,0.48629774305555556,0.4555208333333334,3.36,10.83,7.20625,7.395
05//29,149,-,2.316,8.886000000000001,6.775375,7.5075,2.33,9.201,7.06375,8.0125,0.0,7.878,4.7805,5.266,0.002,12.125,6.9323749999999995,7.5184999999999995,0.861,3.209,1.995,1.9895,-6.192,36.646,22.092750000000002,28.912,29.966,112.917,84.6825,96.1525,0.17375,1.027638888888889,0.5790494791666667,0.5251736111111112,1.99,13.99,7.28,7.405
05//30,150,-,3.391,8.756,7.121,7.5375,3.309,8.847,7.414,8.14,0.007,7.493,4.89675,5.457,0.009000000000000001,11.182,6.851375,7.4285,1.219,4.401,2.2245,1.846,-6.142,37.68,24.745250000000002,30.315,43.151,104.47800000000001,89.755,99.6875,0.26468749999999996,0.9502083333333332,0.5672092013888889,0.539704861111111,4.23,15.4,8.8775,8.595
05//31,151,-,3.402,8.833,6.86125,7.343999999999999,3.5300000000000002,9.106,7.076,7.6365,0.226,7.931,4.812,5.4465,0.357,12.079,7.06175,7.8825,0.862,3.774,2.049375,1.8975,-6.147,37.348,25.222,30.139000000000003,44.653,104.495,85.006,93.0755,0.33548611111111115,0.8534027777777777,0.5226822916666667,0.47694444444444445,3.74,13.71,9.0675,8.530000000000001
06//01,152,-,3.618,8.686,6.876,7.088,3.8120000000000003,8.998,7.1005,7.3405000000000005,0.722,7.742,4.5043750000000005,4.8785,0.838,11.689,6.469375,6.6755,0.808,4.567,2.372125,2.2095000000000002,3.593,36.532000000000004,25.937125,29.626,47.83,102.85900000000001,86.058875,92.867,0.3474305555555556,0.8717361111111112,0.5429817708333333,0.47210069444444447,5.44,14.290000000000001,9.68375,9.315
06//02,153,-,1.984,8.864,6.50975,6.908,2.1,8.865,6.696000000000001,7.139,0.049,7.711,4.308,4.247,0.171,11.665000000000001,6.28575,5.7465,1.1520000000000001,3.644,2.201625,2.0695,-6.223,37.374,21.476375,26.0295,23.051000000000002,103.788,80.195,89.4925,0.3133680555555556,0.9067708333333333,0.5731119791666667,0.5805034722222222,4.03,13.34,10.35125,11.149999999999999
06//03,154,-,2.971,8.912,6.660375,7.1995000000000005,3.0420000000000003,8.921,6.82875,7.577999999999999,0.149,7.793,4.176125,4.5875,0.196,11.849,6.178,6.394500000000001,0.925,3.806,2.484375,2.785,-6.205,36.373,22.050874999999998,26.725,38.312,101.437,82.81275000000001,92.997,0.29881944444444447,0.8943749999999999,0.5952734375,0.6025,2.21,14.14,9.49125,9.905
06//04,155,-,3.891,9.114,5.523000000000001,4.68,4.057,9.097,5.666625,4.9,0.052000000000000005,8.24,2.78575,1.4565000000000001,0.067,12.544,4.0595,1.8025,0.875,3.839,2.73725,3.077,9.18,36.660000000000004,20.3035,17.531,50.414,100.818,67.547875,60.2285,0.2748263888888889,0.7688194444444444,0.5554991319444444,0.6153819444444444,5.72,11.81,9.665000000000001,9.95
06//05,156,-,3.152,9.039,5.363375,4.013999999999999,3.277,9.009,5.468625,4.171,0.025,8.097,2.88,1.1935,0.068,12.278,4.249375000000001,1.672,0.9420000000000001,3.3000000000000003,2.48375,2.837,9.063,36.214,19.997,14.1415,37.698,100.10300000000001,64.42525,52.7715,0.23704861111111108,1.2277430555555555,0.6339930555555555,0.6331250000000002,6.5200000000000005,11.18,8.595,8.275
06//06,157,-,4.501,8.952,6.851125000000001,7.172000000000001,4.573,8.915000000000001,7.095750000000001,7.608499999999999,0.61,7.863,4.2165,4.3485,1.026,11.818,5.865875,5.465,1.089,3.891,2.634625,2.952,15.993,35.784,28.275,31.561999999999998,55.816,103.55,84.921125,91.3505,0.4819791666666668,0.8295833333333333,0.6609114583333334,0.674201388888889,4.01,13.51,8.85875,9.33
06//07,158,-,7.51,8.921,8.436125,8.560500000000001,7.948,9.451,8.760125,8.824,4.55,7.594,6.878125,7.365,6.131,11.408,9.883625,10.6875,0.902,2.96,1.558125,1.3755000000000002,32.751,39.305,36.352125,36.4615,96.286,116.843,105.43975,105.02850000000001,0.4222222222222222,0.9399305555555557,0.7030078125,0.71953125,6.46,13.36,9.2475,9.27
06//08,159,-,4.493,8.73,7.65125,8.358,4.7170000000000005,9.043000000000001,7.864625,8.5045,1.204,7.926,5.61875,6.622,1.833,12.046,8.23225,9.4525,0.804,4.777,2.0325,1.6005,15.631,38.058,31.805375,34.7475,50.203,111.004,94.358125,100.464,0.3801388888888889,0.8265972222222222,0.6069618055555556,0.6458333333333333,5.42,11.790000000000001,8.02875,8.04
06//09,160,-,4.078,8.88,7.341875,7.945,4.089,9.023,7.548625,8.2325,0.23600000000000002,7.96,5.11325,6.2125,0.593,12.11,7.577375,8.8515,0.84,3.989,2.228875,1.732,13.488,37.567,30.045875,33.18,51.858000000000004,112.093,90.3305,96.339,0.23097222222222222,1.0157986111111112,0.6735633680555556,0.66515625,4.2700000000000005,11.72,8.5675,9.370000000000001
06//10,161,-,5.614,9.044,7.36725,7.281000000000001,6.003,8.947000000000001,7.619750000000001,7.649000000000001,2.427,7.982,4.937875,4.561,2.93,11.954,7.042625,6.2379999999999995,1.062,3.2840000000000003,2.4295,2.6765,22.763,36.838,30.562875000000002,31.045,72.606,103.396,89.81775,90.3845,0.505798611111111,0.9749305555555556,0.7326605902777777,0.6971006944444444,6.93,12.52,9.2925,8.594999999999999
06//11,162,-,5.026,8.922,7.51675,8.813500000000001,5.25,9.429,7.76025,8.9245,0.47200000000000003,8.024000000000001,5.25825,7.461,0.759,12.196,7.54725,10.5175,0.899,4.553,2.258375,1.3525,18.748,39.344,31.480875,36.797,63.497,116.285,94.242,103.868,0.4072569444444445,1.1409722222222223,0.7141406250000001,0.7086631944444446,3.04,11.31,7.7787500000000005,7.465
06//12,163,-,6.755,8.86,8.1005,8.475000000000001,7.1690000000000005,9.28,8.32875,8.72,3.6590000000000003,8.081,6.339875,6.8420000000000005,4.766,12.438,9.165750000000001,10.182500000000001,0.761,3.1390000000000002,1.760625,1.6325,27.93,39.302,34.1775,35.347,88.898,115.655,101.22625000000001,101.4385,0.34482638888888884,1.1247569444444445,0.6508723958333333,0.6061111111111112,4.04,11.49,7.04125,6.655
06//13,164,-,6.6610000000000005,8.951,8.07325,8.369499999999999,6.588,9.194,8.294500000000001,8.635000000000002,2.818,8.053,6.18475,6.817,3.62,12.332,9.09225,10.092,0.8240000000000001,3.843,1.88825,1.5274999999999999,-6.219,37.931,29.49025,35.794,72.859,112.34,99.10975,100.994,0.43215277777777783,0.9804513888888889,0.6550824652777778,0.6308680555555555,4.3500000000000005,12.540000000000001,9.345,9.75
06//14,165,-,5.678,9.071,8.052125,8.673,5.946,9.241,8.233125,8.81,2.299,8.204,6.26225,7.531000000000001,2.831,12.473,9.375875,10.968,0.862,3.564,1.789875,1.1420000000000001,-6.1690000000000005,37.352000000000004,29.643125,36.48350000000001,74.14,109.804,97.81775,104.601,0.3174652777777778,1.0139930555555554,0.6621180555555556,0.7099652777777778,5.8100000000000005,13.69,9.18,8.56
06//15,166,-,5.421,8.872,8.223625,8.692,5.402,9.458,8.476125,8.856000000000002,2.365,8.021,6.538375,7.073,4.227,12.247,9.497375,10.239,0.842,3.056,1.685375,1.453,-6.223,39.744,31.321625,36.63,64.281,115.24000000000001,102.3125,108.6755,0.265,1.0650694444444444,0.7009461805555556,0.694236111111111,5.16,12.96,8.445,8.15
06//16,167,-,6.229,8.863,8.14125,8.526499999999999,6.349,9.397,8.418,8.647,2.5260000000000002,7.939,6.232875,6.87,3.741,12.112,9.11075,9.984,0.924,3.7030000000000003,1.9083750000000002,1.689,-6.218,37.916000000000004,30.159375,34.8945,79.815,110.805,99.565125,100.2425,0.4396875,1.482222222222222,0.7401649305555555,0.6226215277777778,4.98,10.3,7.911250000000001,8.129999999999999
