Time_Zone_(+East):,-8.,Sample Method:,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,-,-,-,-,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,5,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,m/s,m/s,m/s,m/s,C,C,C,C
Years:,2007-2014,Column Notes:,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM/YY,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
08//17,229,-,5.292,7.514,6.67,6.824,2.093,8.419,6.76125,7.2829999999999995,4.0440000000000005,6.7620000000000005,5.18125,5.1585,5.869,10.941,7.972875,7.708500000000001,0.752,2.301,1.488625,1.6065,-5.985,33.327,20.019875,28.024,72.898,100.789,85.96875,83.755,0.27270833333333333,0.8462500000000001,0.47348958333333335,0.38637152777777783,7.3500000000000005,17.87,13.7325,14.235
08//18,230,-,3.895,7.307,6.60275,7.064,0.484,8.334,6.530875,7.7865,1.209,6.422,5.05225,5.286,1.604,10.359,7.709125,8.0135,0.885,2.686,1.550375,1.524,-6.058,32.301,21.359625,30.1,48.618,99.711,84.877875,88.5915,0.269375,0.7739583333333334,0.43430121527777776,0.38550347222222225,10.77,18.53,13.80375,13.095
08//19,231,-,4.609,7.28,6.6373750000000005,6.9615,0.45,8.289,6.587875,7.745,2.216,6.303,5.141625,5.7075,3.3890000000000002,10.112,8.1025,8.8545,0.917,2.3930000000000002,1.4957500000000001,1.291,-6.282,30.947,20.108,28.2885,62.704,94.07600000000001,83.9375,84.653,0.2857638888888889,0.9079513888888889,0.5447178819444445,0.5041145833333333,10.08,17.66,13.6975,13.649999999999999
08//20,232,-,5.727,7.176,6.718,7.0605,0.553,8.299,6.635125,7.4145,3.254,6.305,5.2871250000000005,5.898,4.783,10.185,8.330625000000001,9.3205,0.871,2.685,1.431,1.1019999999999999,-6.3660000000000005,31.515,15.6775,26.081,76.035,95.932,87.605625,88.963,0.27031249999999996,0.8437847222222222,0.4685503472222222,0.38984375000000004,10.44,15.290000000000001,12.471250000000001,12.245000000000001
08//21,233,-,3.8160000000000003,7.37,6.0611250000000005,6.2715,2.198,8.371,6.0705,6.151,1.477,6.516,4.269,4.3995,2.358,10.569,6.865375,7.1555,0.854,2.841,1.791875,1.704,-6.248,32.036,15.672625,20.8185,46.088,95.70700000000001,76.92337500000001,80.7625,0.2993055555555555,0.7466319444444445,0.470859375,0.44043402777777785,10.46,15.88,13.488750000000001,13.535
08//22,234,-,2.922,7.391,6.54975,7.052,3.144,8.546,6.8557500000000005,8.072000000000001,1.224,6.627,5.443875,6.0280000000000005,1.489,10.775,8.574375,9.4925,0.764,1.699,1.106125,1.0295,-6.258,32.694,17.456875,24.681,37.522,99.388,85.80137500000001,89.5395,0.3578472222222222,0.7975694444444446,0.5547352430555555,0.5515798611111111,8.83,14.39,12.03,11.925
08//23,235,-,6.712,7.273000000000001,7.03425,7.102,2.313,8.489,7.3641250000000005,8.088000000000001,5.229,6.569,6.010875,6.1265,8.198,10.85,9.71475,9.91,0.705,1.483,1.0233750000000001,0.9435,-6.211,32.443,20.305875,30.0305,83.97800000000001,98.663,91.87875,93.0275,0.33645833333333336,0.77625,0.4969791666666667,0.47027777777777785,7.99,13.41,10.265,9.975000000000001
08//24,236,-,5.747,7.2330000000000005,6.764375,7.0375,2.657,8.431000000000001,6.996,7.843,3.455,6.501,5.4978750000000005,6.01,5.399,10.747,8.856625,9.7805,0.732,2.291,1.2665,1.028,-6.223,31.573,18.435875,24.0945,73.188,95.904,87.930875,92.3035,0.3107291666666667,0.8760416666666667,0.5035112847222223,0.3957465277777778,8.65,14.370000000000001,11.385,11.725
08//25,237,-,3.09,7.105,6.452875000000001,6.958,1.299,8.241,6.517625,7.936,0.6950000000000001,6.383,5.206875,5.929,0.927,10.497,8.41875,9.681000000000001,0.723,2.396,1.24625,1.0225,-6.094,31.892,21.67475,29.811999999999998,37.752,96.911,83.699625,89.59200000000001,0.3026041666666666,0.5693055555555555,0.4038411458333333,0.3961979166666667,6.99,15.97,12.095,12.96
08//26,238,-,4.953,7.001,6.30675,6.471500000000001,0.382,8.224,6.43025,7.279,2.845,6.158,4.91225,5.1305,4.663,10.078,7.92025,8.555,0.808,2.452,1.3945,1.1875,-6.149,31.266000000000002,22.224875,27.642000000000003,65.31400000000001,92.735,80.036125,81.30799999999999,0.23194444444444448,0.8734722222222222,0.5045529513888889,0.5078298611111112,10.05,14.81,12.28375,12.375
08//27,239,-,6.192,7.144,6.697625,6.732,0.315,8.278,6.786125,7.58,3.993,6.277,5.433625,5.6445,6.247,10.425,8.763875,9.205,0.712,2.199,1.265,0.9715,-6.095,32.133,23.895,27.969,0.0,97.776,77.755875,85.97800000000001,0.31027777777777776,0.6853472222222222,0.48709201388888884,0.5222569444444445,7.3,14.51,10.32,9.63
08//28,240,-,2.47,7.025,5.51775,6.1065000000000005,0.391,8.115,5.42975,6.846500000000001,0.131,6.343,3.9605,4.5145,0.185,10.584,6.51175,7.3025,0.682,2.707,1.5574999999999999,1.5835,5.037,32.259,21.98875,25.9715,0.0,96.49000000000001,61.39925,75.8405,0.1346527777777778,0.7070138888888889,0.4428949652777778,0.49413194444444447,8.41,14.55,11.29625,11.07
08//29,241,-,4.274,6.972,6.0655,6.346,0.387,8.119,6.064125,6.7095,2.176,6.316,4.654125,5.045999999999999,3.974,10.605,7.558125,8.0445,0.656,2.379,1.411375,1.131,15.370000000000001,31.146,26.172250000000002,28.421,0.0,94.035,68.874125,83.3015,0.25045138888888885,0.7065972222222222,0.48152777777777783,0.5090277777777779,8.78,14.49,11.4925,11.3
08//30,242,-,3.029,7.003,5.755375,6.7205,0.841,8.045,5.69825,6.4895000000000005,0.437,6.202,4.3728750000000005,5.873,0.721,10.261000000000001,7.345750000000001,9.657,0.669,3.0340000000000003,1.3827500000000001,0.8540000000000001,9.308,30.895,24.38275,30.4865,0.0,92.602,63.54825,70.6815,0.3021875,0.7256597222222223,0.5140885416666667,0.5199305555555556,7.75,15.97,11.52125,11.315
08//31,243,-,3.649,6.862,6.103,6.330500000000001,0.965,7.890000000000001,6.3315,7.4125,0.928,6.12,4.607875,5.36,1.209,10.215,7.32075,8.659500000000001,0.658,2.721,1.495125,1.0915,12.844,31.557000000000002,27.075875,28.591500000000003,0.0,92.592,70.906875,84.706,0.2687847222222222,0.8778125000000001,0.5275737847222223,0.5383159722222223,7.82,15.11,11.14375,10.495000000000001
09//01,244,-,6.13,6.899,6.615125,6.679,0.097,8.305,6.897125,7.804,4.085,6.253,5.551875,5.913,6.315,10.542,9.085625,9.9335,0.633,2.0460000000000003,1.0635000000000001,0.8365,25.914,31.059,30.026375,30.742,0.0,94.758,78.577125,88.765,0.2279861111111111,0.882951388888889,0.5278428819444445,0.5009548611111111,5.59,12.59,9.7225,9.93
09//02,245,-,6.344,6.9430000000000005,6.603714285714286,6.569,0.28500000000000003,8.21,6.680571428571429,7.57,4.87,6.232,5.546142857142857,5.439,7.915,10.478,9.295142857142856,9.191,0.664,1.475,1.0578571428571428,1.184,28.18,32.485,29.832285714285714,29.584,0.0,95.73,75.14228571428572,84.014,0.18993055555555557,0.8700347222222222,0.5086197916666667,0.4695659722222222,6.17,12.09,9.838750000000001,10.545
09//03,246,-,6.266,6.8020000000000005,6.559571428571429,6.611,0.333,7.996,6.6447142857142865,7.7540000000000004,4.854,6.055,5.601714285714286,5.73,8.275,10.171,9.352857142857143,9.68,0.652,1.412,0.9577142857142857,1.008,28.017,31.42,29.842428571428574,29.655,0.0,93.673,75.93642857142858,86.114,0.2653125,0.7443055555555556,0.4705425347222222,0.4476041666666667,5.66,14.790000000000001,10.290000000000001,10.615
09//04,247,-,4.1690000000000005,6.929,6.211857142857143,6.535,0.493,8.131,6.271571428571429,7.51,1.951,6.1850000000000005,4.829000000000001,5.313,3.412,10.525,8.152571428571429,8.792,0.718,2.218,1.383,1.222,16.947,31.459,27.616714285714284,28.168,0.0,94.005,70.54685714285715,84.0,0.2834375,0.7840277777777778,0.4591927083333333,0.38307291666666665,5.74,13.63,9.61375,9.685
09//05,248,-,3.083,6.829,5.922428571428571,6.454,0.325,8.305,5.965857142857143,7.665,1.117,6.039,4.593,5.715,1.6,10.290000000000001,7.6574285714285715,9.649000000000001,0.728,2.853,1.3294285714285714,0.837,9.631,32.876,26.172285714285714,29.174,0.0,95.215,67.30128571428571,80.762,0.2994791666666667,0.9743055555555556,0.5400086805555556,0.5332465277777778,7.61,12.91,10.17625,9.885000000000002
09//06,249,-,5.0760000000000005,6.643,6.237,6.477,5.462,8.254,7.101428571428571,7.497,2.991,5.989,5.158,5.524,4.554,10.401,8.619857142857143,9.205,0.654,2.085,1.078857142857143,0.9530000000000001,22.307000000000002,32.069,28.352285714285713,30.412,70.991,93.769,83.43714285714286,85.238,0.289375,0.5884722222222223,0.4148133680555556,0.43569444444444444,4.62,12.290000000000001,9.56875,10.365
09//07,250,-,5.073,6.472,6.046142857142858,6.3420000000000005,5.978,7.971,7.18,7.551,2.39,5.783,4.699428571428571,5.445,4.321,9.94,7.986285714285714,9.372,0.663,2.6830000000000003,1.3467142857142858,1.027,21.668,30.571,27.155571428571427,29.492,67.056,91.962,81.46714285714286,84.293,0.15949820788530467,0.6451736111111113,0.4159094982078853,0.42038194444444443,5.15,12.39,9.69875,10.165
09//08,251,-,3.619,6.5520000000000005,5.974875,6.282,4.152,7.867,7.115,7.561,0.8280000000000001,5.845,4.760125,5.3115000000000006,1.107,10.096,8.097625,9.104,0.631,2.791,1.214375,0.95,13.772,29.96,26.563625000000002,28.153,49.638,91.074,79.354,82.209,0.15111111111111108,0.6198611111111112,0.4109244791666667,0.41487847222222224,5.19,14.13,10.2825,10.84
09//09,252,-,4.297,6.492,5.8732500000000005,6.1055,5.1450000000000005,7.69,7.00325,7.298500000000001,2.071,5.815,4.6236250000000005,5.0135000000000005,3.833,10.124,7.922875,8.4375,0.615,2.227,1.2495,1.099,18.451,29.745,26.145875,27.6905,55.781,89.79,77.28925,81.839,0.23899305555555556,0.7211458333333334,0.40585069444444444,0.36409722222222224,8.26,13.82,10.75375,11.04
09//10,253,-,5.966,6.567,6.268375000000001,6.357,7.316,7.949,7.566,7.541,4.5840000000000005,5.855,5.32,5.5985,7.657,10.321,9.19525,9.741,0.621,1.44,0.94825,0.8135,26.062,31.566,28.4435,28.52,79.058,92.397,83.627375,82.923,0.1801388888888889,0.6099305555555556,0.4143185763888889,0.4516493055555556,4.42,13.06,9.940000000000001,11.100000000000001
09//11,254,-,4.954,6.457,6.082,6.2485,5.98,7.847,7.353000000000001,7.535,3.19,5.753,5.100125,5.4544999999999995,5.0440000000000005,10.026,8.823625,9.4695,0.639,1.764,0.982,0.799,20.415,30.544,27.515125,28.564,64.737,89.793,81.750625,83.379,0.16277777777777777,0.6343402777777778,0.37351996527777775,0.34368055555555554,6.05,13.17,9.93,9.91
09//12,255,-,4.119,6.473,5.6745,5.801,4.907,7.707,6.819625,7.055,1.703,5.731,4.216875,4.257,2.983,10.082,7.195,7.0520000000000005,0.707,2.416,1.45725,1.3965,15.277000000000001,29.797,25.103875000000002,26.2455,56.981,88.06400000000001,76.108625,80.6015,0.18409722222222222,0.5939236111111111,0.3532942708333333,0.34914930555555557,5.97,14.530000000000001,11.12125,12.3
09//13,256,-,4.066,6.378,5.593875000000001,5.8545,4.704,7.638,6.74025,7.071,1.162,5.587,4.076875,4.753,2.1710000000000003,9.823,6.995500000000001,8.127500000000001,0.79,2.903,1.51675,1.1400000000000001,14.746,28.963,23.827375,25.428,55.335,89.659,73.805125,77.12100000000001,0.2758333333333333,0.5703472222222223,0.39050347222222226,0.37362847222222223,6.5200000000000005,14.13,11.01,10.375
09//14,257,-,4.2540000000000004,6.107,5.5440000000000005,5.8580000000000005,4.946,7.4110000000000005,6.72075,7.159,1.831,5.062,4.166375,4.711,2.783,8.797,7.1541250000000005,8.134,0.8160000000000001,2.423,1.37775,1.187,17.571,28.731,24.636375,26.4165,60.659,84.842,75.160875,78.076,0.16072916666666667,0.6774652777777779,0.38609375,0.3844270833333333,9.18,13.14,11.040000000000001,11.125
09//15,258,-,3.887,5.934,5.25675,5.5085,4.358,7.361,6.30275,6.452500000000001,1.112,4.999,3.659875,3.9825,1.985,8.832,6.336875,6.868499999999999,0.793,2.775,1.596875,1.367,13.124,29.063,23.001375,23.9345,47.317,88.546,71.64225,74.205,0.22795138888888886,0.8900000000000001,0.42454861111111114,0.3396527777777778,7.94,12.83,10.66625,11.030000000000001
09//16,259,-,4.19,6.0040000000000004,5.484375,5.657,4.874,7.267,6.63575,6.904,1.093,5.186,3.9672500000000004,4.268000000000001,1.776,9.172,6.806625,7.341,0.763,3.097,1.517125,1.3555000000000001,16.504,28.78,24.52625,25.0635,55.867000000000004,84.974,75.61262500000001,77.7085,0.2535763888888889,0.7580208333333334,0.4703732638888889,0.4716666666666667,6.7700000000000005,12.16,9.86875,10.135
09//17,260,-,1.7910000000000001,6.03,4.636875,5.157500000000001,1.745,7.341,5.55725,6.3255,0.1,5.219,2.99175,3.3235,0.223,9.175,5.183375,5.9115,0.811,2.354,1.645125,1.6825,2.623,27.565,19.57525,22.8965,18.817,82.35600000000001,61.9485,71.642,0.2609722222222222,0.7788888888888889,0.3768576388888889,0.3293229166666667,6.5200000000000005,14.5,11.1025,11.434999999999999
09//18,261,-,0.979,5.9590000000000005,4.962,5.7620000000000005,1.087,7.399,6.0525,7.07,0.0,5.18,3.85275,4.9030000000000005,0.002,9.198,6.734625,8.761500000000002,0.67,2.332,1.109375,0.9099999999999999,-1.953,29.775000000000002,22.123625,26.252000000000002,10.242,83.278,68.464,79.914,0.10722222222222222,1.0895138888888891,0.4616189236111112,0.3464756944444445,6.390000000000001,13.47,10.04125,9.735
09//19,262,-,1.379,6.072,4.72075,5.7364999999999995,1.423,7.723,5.743625,6.882,0.002,5.249,3.7405,4.919499999999999,0.003,9.489,6.596125,8.7105,0.628,1.545,0.980625,0.9215,-0.301,28.975,20.6155,25.881999999999998,14.904,85.95400000000001,64.092625,75.18950000000001,0.12656250000000002,0.62,0.3801779513888889,0.36352430555555554,5.0600000000000005,13.790000000000001,9.84875,10.225
09//20,263,-,4.018,5.771,5.283,5.539,4.763,7.266,6.507625,6.844,2.666,5.022,4.147375,4.553,4.16,8.981,7.13875,7.8420000000000005,0.749,1.987,1.1355,1.002,17.161,27.778000000000002,24.521375,26.2465,59.614000000000004,86.107,75.401375,76.498,0.17899305555555556,0.7278472222222222,0.3532248263888889,0.30762152777777774,3.7600000000000002,12.13,8.86125,9.085
09//21,264,-,2.174,5.785,4.509125,5.005000000000001,2.096,7.171,5.4670000000000005,6.367,0.035,5.0600000000000005,3.0765000000000002,3.691,0.055,9.159,5.555875,6.4325,0.6940000000000001,2.395,1.43225,1.374,-6.069,28.6,16.926875,20.935499999999998,23.424,85.95,61.02275,69.6925,0.12708333333333333,1.7054513888888887,0.49916666666666665,0.33496527777777774,6.09,14.18,9.192499999999999,8.995000000000001
09//22,265,-,2.456,5.796,4.80225,5.1455,2.49,7.526,5.832375,6.245,0.134,5.146,3.18325,3.523,0.218,9.39,5.5040000000000004,6.0425,0.65,2.991,1.618875,1.397,-6.156,27.276,15.469375000000001,21.1295,29.928,83.193,67.124625,71.614,0.21541666666666667,1.3873611111111113,0.5036501736111111,0.42371527777777784,7.46,15.97,10.43,9.84
09//23,266,-,3.407,5.7090000000000005,5.150875,5.513,3.64,7.396,6.393,7.001,0.8150000000000001,5.001,3.930875,4.654,1.452,8.991,6.949,8.475000000000001,0.708,2.592,1.220125,0.9005000000000001,-6.140000000000001,30.441,13.128,17.4565,37.908,90.035,73.64987500000001,78.39099999999999,0.18541666666666667,0.8950347222222224,0.45462673611111115,0.38026041666666666,5.09,13.08,8.5925,8.205
09//24,267,-,0.9510000000000001,5.634,4.370875,5.2305,0.899,7.3100000000000005,5.453375,6.689,0.0,4.99,3.2713750000000004,4.0045,0.0,9.202,5.804875,6.9835,0.644,2.1310000000000002,1.099625,1.0745,-2.154,29.487000000000002,14.57675,14.2735,8.388,87.581,62.91675,75.411,0.1925347222222222,0.6586111111111111,0.35436631944444447,0.3327777777777778,1.86,11.77,8.2075,9.435
09//25,268,-,3.181,5.481,4.587125,4.9384999999999994,3.495,7.118,5.685125,6.258000000000001,1.216,4.856,3.151875,3.404,2.019,8.961,5.635,5.9435,0.616,2.029,1.43525,1.5345,12.183,28.406000000000002,20.8525,22.311,42.049,85.22,66.03975,70.3365,0.07895833333333334,0.3692708333333333,0.26991753472222224,0.30798611111111107,3.65,11.66,7.83375,7.36
09//26,269,-,3.849,5.452,5.09325,5.261,4.243,7.032,6.369125,6.646000000000001,1.743,4.805,3.878,4.1985,3.5140000000000002,8.962,7.10775,7.737,0.647,2.106,1.215,1.1175,15.957,27.59,24.072875,25.893500000000003,48.698,83.706,73.029375,76.582,0.11281250000000001,0.5285069444444445,0.28868055555555555,0.2674479166666667,4.58,9.44,7.0475,7.21
09//27,270,-,4.859,5.325,5.162,5.2165,5.863,7.016,6.557375,6.6155,3.387,4.706,4.14025,4.2805,5.396,8.728,7.485625,7.8055,0.58,1.472,1.021875,0.9810000000000001,22.917,26.967000000000002,24.847375,24.939,69.84,81.855,75.922875,77.4565,0.14020833333333332,0.7124652777777778,0.33317274305555555,0.24116319444444445,2.82,9.52,7.18875,7.755
09//28,271,-,2.494,5.21,4.33275,5.0305,2.957,6.729,5.3715,6.362,0.354,4.541,2.9200000000000004,3.7895000000000003,0.787,8.493,5.35325,7.035,0.614,2.569,1.413,1.2414999999999998,7.781000000000001,26.217000000000002,19.158,22.615000000000002,34.828,77.992,61.242625000000004,69.8575,0.1779861111111111,0.7865277777777778,0.3569097222222222,0.3048784722222222,4.58,12.47,9.2125,9.02
09//29,272,-,1.462,5.276,4.382375,4.939500000000001,1.453,6.95,5.537625,6.192500000000001,0.011,4.57,3.181625,3.7495000000000003,0.035,8.625,5.857375,6.7475000000000005,0.593,2.3000000000000003,1.200375,1.1255,-2.718,28.416,19.5255,22.834500000000002,16.65,86.12,63.94925,70.781,0.09579861111111111,0.5153125000000001,0.2931032986111111,0.27177083333333335,1.28,11.78,8.23875,9.04
09//30,273,-,1.0090000000000001,5.094,4.234125000000001,4.603,1.084,6.707,5.300625,5.609500000000001,0.002,4.462,2.845625,2.898,0.014,8.375,5.234625,5.474500000000001,0.621,1.879,1.388625,1.4485000000000001,-6.031,26.686,15.4825,20.2485,10.169,79.372,60.30925,63.587,0.17340277777777777,0.7212152777777777,0.3540234375,0.2818229166666667,4.53,11.42,8.31875,8.88
10//01,274,-,3.22,5.295,4.663375,4.9565,3.795,6.8500000000000005,5.9445,6.4365000000000006,0.772,4.702,3.549,4.162,1.766,8.892,6.610125,7.785500000000001,0.593,2.448,1.114375,0.8425,10.613,26.962,22.161625,24.0155,42.459,82.005,69.374875,73.8485,0.17385416666666664,1.0574999999999999,0.3865625,0.25263888888888886,2.0300000000000002,12.71,7.49625,6.950000000000001
10//02,275,-,3.109,5.182,4.3580000000000005,4.719,3.7070000000000003,6.572,5.526625,6.258,0.684,4.6530000000000005,2.977,3.6395,1.2770000000000001,8.889,5.49,6.525,0.529,2.604,1.381,1.0855000000000001,10.899000000000001,25.798000000000002,19.913625,22.7405,42.803000000000004,79.546,64.607375,71.451,0.15010416666666668,1.5789583333333335,0.5490060763888889,0.38578124999999996,1.04,16.19,6.68625,6.575
10//03,276,-,1.2550000000000001,5.167,3.5212499999999998,3.4295,1.37,6.5440000000000005,4.33825,4.268000000000001,0.0,4.599,2.142875,1.3980000000000001,0.028,8.89,4.08375,2.5855,0.534,2.229,1.378625,1.3915000000000002,-0.975,26.666,14.503625,14.332,13.409,77.392,50.16025,52.191500000000005,0.17506944444444444,0.6222916666666666,0.40620659722222224,0.4142881944444444,3.65,13.76,8.05625,7.635
10//04,277,-,0.9420000000000001,5.23,3.177,2.574,0.984,6.611,3.8985,3.053,0.0,4.594,1.9552500000000002,0.787,0.0,8.896,3.7676250000000002,1.5095,0.53,1.8820000000000001,1.2217500000000001,1.2935,-2.461,26.718,12.211875000000001,8.56,8.665000000000001,78.325,44.052,36.96,0.22440972222222222,1.4975347222222224,0.6364930555555556,0.4936111111111111,0.54,11.42,6.04875,6.075
10//05,278,-,2.362,5.11,3.871875,4.288,2.673,6.658,4.89525,5.587,0.328,4.589,2.64475,3.2485,0.578,8.984,5.14025,6.2605,0.521,2.0340000000000003,1.227125,1.1065,6.636,25.964000000000002,17.013875,19.692,31.976,78.992,56.22425,61.9015,0.18746527777777777,1.625486111111111,0.4080772569444444,0.23385416666666664,1.76,10.31,5.8025,5.15
10//06,279,-,2.465,5.006,4.129,4.3875,2.599,6.684,5.2166250000000005,5.474500000000001,0.088,4.457,2.613625,2.5855,0.191,8.779,5.1205,5.1765,0.55,2.572,1.5155,1.5845,6.273,26.089000000000002,18.79325,19.869500000000002,31.776,78.15,60.594625,64.408,0.09409722222222222,0.4757638888888888,0.2500911458333333,0.24618055555555554,0.22,8.31,4.76625,4.785
10//07,280,-,2.669,4.973,4.22725,4.7145,3.0460000000000003,6.640000000000001,5.444375,6.2065,0.213,4.325,3.059375,3.9325,0.487,8.457,5.982,7.5365,0.593,2.456,1.167875,0.7995,7.6850000000000005,25.736,19.841375,22.636,35.812,80.002,64.179625,69.8005,0.1311111111111111,0.6231944444444445,0.2813888888888889,0.25222222222222224,2.25,8.86,5.5375,5.5200000000000005
10//08,281,-,2.567,4.899,4.345125,4.756500000000001,2.946,6.5840000000000005,5.623125,6.186,0.441,4.3260000000000005,3.16425,3.6189999999999998,0.809,8.634,6.2155,7.204,0.5730000000000001,2.125,1.1805,0.925,7.9990000000000006,25.363,20.671375,22.694499999999998,36.768,77.07900000000001,66.41775,71.042,0.20961805555555557,0.7217361111111111,0.3842013888888889,0.3519444444444444,2.59,7.16,5.41125,5.449999999999999
10//09,282,-,1.942,4.768,4.087875,4.6,2.066,6.516,5.260625,5.946,0.125,4.141,2.9175,3.64,0.405,8.276,5.6465,6.852,0.582,2.095,1.17025,0.9595,3.576,25.234,19.454875,22.493000000000002,22.033,77.038,62.276,68.2895,0.19614583333333332,2.17875,0.5917534722222222,0.3260763888888889,2.2800000000000002,12.040000000000001,6.29,5.395
10//10,283,-,2.357,4.602,3.7545,4.145,2.782,6.163,4.813375,5.4755,0.364,3.666,2.39975,3.146,0.634,7.237,4.74575,6.178000000000001,0.754,2.109,1.3547500000000001,1.119,7.0,23.771,16.7295,19.4205,29.792,73.107,56.718,62.771,0.19069444444444444,0.7380208333333332,0.3576215277777778,0.25078125,2.32,10.53,5.83625,6.08
10//11,284,-,0.967,4.59,3.746875,4.0815,1.006,6.3,4.831625,5.1835,0.0,3.898,2.471875,2.4095,0.004,7.7780000000000005,4.923,4.785,0.6920000000000001,1.853,1.274625,1.2785,-2.336,23.617,16.935875,19.405,9.639,74.723,56.41275,62.918000000000006,0.024097222222222225,0.4217708333333333,0.2604253472222222,0.28421874999999996,1.31,8.35,4.47875,4.765000000000001
10//12,285,-,1.807,4.745,3.561875,3.719,1.958,6.386,4.5451250000000005,4.831,0.185,4.142,2.15875,1.957,0.423,8.358,4.4121250000000005,3.9655,0.505,2.343,1.403125,1.4775,3.111,25.536,15.426375,16.006500000000003,24.13,78.72,53.09275,54.9805,0.0425,0.6585416666666668,0.27688368055555557,0.2144097222222222,0.77,6.74,3.53625,3.0949999999999998
10//13,286,-,1.962,4.487,4.007625,4.3685,2.3040000000000003,6.204,5.27425,5.782500000000001,0.232,3.93,2.918625,3.376,0.365,8.168000000000001,5.885000000000001,6.8965000000000005,0.556,1.73,1.089,1.048,4.899,24.433,19.522125,22.156,28.842000000000002,76.025,63.22675,69.0955,0.11552083333333332,1.9717708333333333,0.4859505208333333,0.3026388888888889,-1.98,9.17,4.2775,4.455
10//14,287,-,2.105,4.524,3.946625,4.18,2.2,6.018,5.18375,5.647,0.156,3.856,2.805625,3.2030000000000003,0.291,8.02,5.665125,6.5155,0.562,2.384,1.141125,0.8975,4.356,23.959,19.080750000000002,20.887999999999998,25.36,74.209,62.50512500000001,66.8495,0.07239583333333333,0.7502430555555555,0.2849348958333333,0.2391840277777778,0.32,10.52,5.92875,6.135
10//15,288,-,1.597,4.577,3.35675,3.755,1.942,6.1160000000000005,4.355,5.0445,0.322,3.992,2.0665,2.398,0.602,8.383000000000001,4.161875,4.675,0.585,2.07,1.290125,1.3285,2.361,24.305,14.892125,17.655,19.94,73.671,52.255,61.4765,0.0861111111111111,1.2478125,0.4139236111111111,0.16107638888888887,1.6500000000000001,9.120000000000001,6.2975,6.83
10//16,289,-,2.251,4.307,3.515625,3.7415000000000003,2.633,5.75,4.594625,5.000500000000001,0.5750000000000001,3.491,2.26675,2.2955,1.256,7.179,4.62075,4.939,0.708,1.705,1.248625,1.2395,7.125,22.981,16.494125,17.956000000000003,33.375,69.824,54.646875,58.7,0.18694444444444444,0.9959374999999999,0.31830295138888887,0.21461805555555558,1.61,12.97,6.825,6.960000000000001
10//17,290,-,1.689,4.353,3.421375,3.6475,1.774,5.996,4.526875,5.0605,0.037,3.811,2.371875,2.641,0.069,8.157,4.943375,5.324,0.515,1.682,1.049125,1.0065,2.16,22.926000000000002,15.860000000000001,18.1125,19.789,70.934,54.078125,61.85,0.1284722222222222,2.001875,0.4954123263888889,0.28192708333333333,2.17,11.65,5.75375,5.03
