MM/DD,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
11//18,322,-,0.555,2.998,1.9214444444444445,2.019,0.54,4.601,2.5066,2.578,0.0,2.575,0.9045,0.748,0.0,7.156000000000001,2.420388888888889,1.733,0.423,1.541,1.0169444444444444,1.0234999999999999,-6.029,15.614,4.818833333333333,3.3135000000000003,0.0,55.708,27.397166666666667,27.0935,0.04914529914529913,3.391909722222222,0.5022485844017094,0.1853923611111111,-2.5300000000000002,6.63,1.4394117647058824,1.3800000000000001,-2.5300000000000002,21.03,7.13025,6.475
11//19,323,-,0.623,2.94,1.7629000000000001,1.6360000000000001,0.578,4.482,2.291352941176471,1.935,0.0,2.463,0.7899,0.485,0.003,6.847,2.04765,1.2814999999999999,0.468,1.48,0.973,1.064,-5.981,14.925,4.2385,3.4825,0.0,54.394,25.700950000000002,22.4925,0.030069444444444444,2.9223263888888886,0.7494385416666667,0.4819375000000001,-3.81,6.72,1.86,2.58,-3.81,19.11,7.373,6.49
11//20,324,-,0.622,2.806,1.885263157894737,2.259,0.644,4.28,2.412,2.5295,0.0,2.352,1.0815263157894737,1.5110000000000001,0.001,6.607,2.846157894736842,3.891,0.454,1.32,0.8034736842105263,0.732,-3.886,14.288,5.4292105263157895,6.9110000000000005,0.0,52.634,27.321947368421053,30.553,0.033090277777777774,3.266423611111111,0.8520677157210402,0.6072466016548463,-1.71,9.15,2.465294117647059,2.34,-1.71,23.89,7.02525,7.53
11//21,325,-,0.362,2.874,1.816,1.732,0.336,4.499,2.424235294117647,2.297,0.0,2.422,0.9648,0.624,0.002,6.708,2.61505,1.578,0.362,1.4020000000000001,0.8512500000000001,0.899,-5.344,15.244,5.3251,4.7605,0.0,57.505,27.4064,25.613,0.05430555555555556,2.179868055555555,0.8279270833333333,0.7671180555555556,-4.51,8.74,2.08,1.59,-4.51,20.73,6.93975,6.1899999999999995
11//22,326,-,1.135,2.953,2.0140000000000002,1.9505,1.356,4.5760000000000005,2.7959411764705884,2.431,0.11900000000000001,2.563,1.04515,0.575,0.26,7.271,2.85865,1.6875,0.39,1.429,0.96885,1.083,-5.423,17.293,6.2587,6.038500000000001,0.0,61.01,32.34135,29.155,0.043402777777777776,2.662395833333333,0.5266711805555555,0.2648993055555556,-5.7700000000000005,13.72,1.2452941176470589,1.3800000000000001,-5.7700000000000005,23.39,5.97025,5.94
11//23,327,-,0.718,2.987,1.98195,2.059,0.6930000000000001,4.667,2.886941176470588,2.802,0.0,2.614,1.14435,0.96,0.0,7.44,3.18975,2.378,0.373,1.313,0.8376,0.925,-6.118,16.787,5.9255,6.3865,0.233,60.517,31.28945,33.08,0.028819444444444446,1.8260416666666661,0.48783159722222225,0.2610625,-5.17,11.16,-0.0423529411764706,-0.67,-5.17,21.830000000000002,5.26225,4.529999999999999
11//24,328,-,0.34400000000000003,2.821,1.69255,1.565,0.229,4.515,2.276529411764706,2.279,0.0,2.447,0.6927,0.49550000000000005,0.0,6.998,1.9114,1.199,0.34400000000000003,1.432,0.99995,1.102,-6.159,16.538,3.6292500000000003,2.5220000000000002,0.0,53.832,25.00435,22.1685,0.02076388888888889,0.9049999999999999,0.2053048611111111,0.15046874999999998,-7.2700000000000005,4.42,-0.15176470588235297,-0.06,-7.2700000000000005,13.71,4.708,4.58
11//25,329,-,0.936,2.857,1.9652,2.1470000000000002,0.973,4.485,2.8278235294117646,2.8890000000000002,0.017,2.458,1.1169,1.042,0.037,7.07,3.1059,2.768,0.387,1.33,0.84835,0.9375,-6.055,16.127,6.3483,7.5755,0.17400000000000002,58.818,32.08465,31.7885,0.03722222222222223,2.5975347222222225,0.4356277777777778,0.1652951388888889,-6.08,3.49,0.17529411764705882,0.87,-6.08,18.14,5.5215000000000005,4.09
11//26,330,-,0.467,2.798,1.5260500000000001,1.4515,0.679,4.507,2.090823529411765,1.826,0.001,2.394,0.5343,0.22949999999999998,0.003,6.881,1.44885,0.6074999999999999,0.404,1.332,0.99185,1.0365,-5.345,15.339,2.9634,2.2775,1.498,55.838,22.55755,20.8985,0.021736111111111112,3.078333333333333,0.6615284722222222,0.11347569444444444,-3.2,8.14,1.1147058823529412,0.79,-3.2,17.21,5.6905,5.96
11//27,331,-,0.624,2.9170000000000003,1.6732500000000001,1.5465,0.588,4.53,2.259529411764706,1.897,0.0,2.423,0.719,0.27449999999999997,0.0,7.037,1.98885,0.708,0.369,1.54,0.9540000000000001,0.9555,-6.016,15.388,3.95725,2.9025,0.0,53.609,24.82145,24.813000000000002,0.020173611111111114,1.9820486111111113,0.6009982638888889,0.2092361111111111,-5.17,5.26,0.668235294117647,0.96,-5.17,19.92,5.1055,4.1899999999999995
11//28,332,-,0.525,2.7600000000000002,1.57885,1.665,0.5,4.493,2.075823529411765,1.399,0.0,2.4010000000000002,0.83535,0.662,0.0,7.034,2.28255,1.7240000000000002,0.338,1.208,0.7433,0.73,-6.144,15.284,2.94575,2.273,0.231,52.614000000000004,23.897000000000002,21.9845,0.07006944444444445,4.029166666666667,1.0156430555555556,0.1655625,-2.81,10.72,1.2558823529411764,1.05,-4.8,20.47,4.9465,4.855
11//29,333,-,0.257,2.727,1.73275,1.7305000000000001,0.242,4.436,2.331294117647059,2.1310000000000002,0.0,2.348,0.84765,0.523,0.001,6.883,2.4588,1.444,0.257,1.428,0.885,0.931,-6.016,15.200000000000001,3.5126500000000003,2.3075,0.388,53.386,26.72445,25.4325,0.044201388888888894,2.533402777777778,0.4519447916666666,0.19109027777777776,-5.7700000000000005,11.200000000000001,0.4358823529411765,0.09,-7.51,14.76,4.2322500000000005,4.675000000000001
11//30,334,-,0.156,2.578,1.57845,1.4445000000000001,0.14200000000000002,4.143,2.181,1.688,0.0,2.133,0.71985,0.4165,0.001,6.347,2.03645,1.1324999999999998,0.156,1.2690000000000001,0.85865,0.852,-6.042,12.59,3.11815,1.678,0.077,53.472,25.2418,19.04,0.017395833333333333,2.821,0.6973541666666667,0.19930555555555554,-4.46,9.17,0.11588235294117645,-0.47000000000000003,-4.51,14.64,4.339,4.295
12//01,335,-,0.373,2.629,1.5027368421052631,1.312,0.332,4.167,1.954235294117647,1.561,0.0,2.158,0.58445,0.269,0.0,6.362,1.6488,0.7415,0.373,1.29,0.888421052631579,0.962,-5.869,13.037,1.62325,0.18900000000000003,2.442,54.855000000000004,22.7016,20.023000000000003,0.02743055555555556,2.796451388888889,0.6049458333333333,0.17161458333333332,-4.32,7.16,0.6070588235294118,-0.46,-4.32,15.030000000000001,4.72175,5.234999999999999
12//02,336,-,0.278,2.564,1.4537368421052632,1.639,0.262,4.063,1.8109411764705883,1.8800000000000001,0.0,2.177,0.6572105263157895,0.443,0.0,6.569,1.9135263157894737,1.456,0.278,1.4020000000000001,0.7964210526315789,0.852,-5.8340000000000005,10.565,2.5563157894736843,3.354,0.522,48.951,24.045157894736843,27.601,0.0020833333333333333,3.547673611111111,0.7982141573596793,0.3569965277777778,-5.44,7.3500000000000005,0.5829411764705882,-0.23,-5.44,15.43,4.78375,4.68
12//03,337,-,0.735,2.507,1.6606470588235294,1.568,0.841,4.003,2.125,1.857,0.017,2.099,0.806,0.47700000000000004,0.096,6.279,2.3103529411764705,1.216,0.377,1.335,0.8548235294117648,0.789,-5.875,11.918000000000001,3.783055555555556,3.5300000000000002,6.5520000000000005,47.221000000000004,27.084500000000002,26.209000000000003,0.021701388888888888,3.7920833333333337,0.775565307607584,0.1959375,-6.59,8.63,0.29062500000000013,-0.28,-6.59,16.7,4.533421052631579,4.595
12//04,338,-,0.9390000000000001,2.914,1.7650000000000001,1.674,0.9390000000000001,4.29,2.4762666666666666,2.307,0.0,2.061,0.7793333333333333,0.663,0.0,6.104,2.2866666666666666,1.7934999999999999,0.424,1.304,0.9401764705882354,0.9430000000000001,-5.894,14.537,4.191777777777778,3.2655000000000003,9.136000000000001,53.994,27.940555555555555,24.3885,0.0411111111111111,3.939826388888889,0.675749634502924,0.17156249999999998,-8.64,5.84,-0.753125,-0.165,-8.64,16.46,4.2728947368421055,4.21
12//05,339,-,0.5760000000000001,2.516,1.463764705882353,1.455,0.5700000000000001,3.837,1.7581333333333333,1.224,0.001,1.98,0.573764705882353,0.185,0.002,5.7780000000000005,1.6664117647058823,0.465,0.395,1.347,0.8896470588235295,0.87,-5.912,14.237,2.2995555555555556,0.7305,4.359,49.391,22.217833333333335,21.634500000000003,0.01871527777777778,3.6813194444444446,1.008579419191919,0.36611111111111105,-10.91,10.21,0.5676470588235295,0.98,-10.91,16.63,4.82925,5.465
12//06,340,-,0.311,2.535,1.4544444444444444,1.521,0.297,4.147,2.003625,1.7959999999999998,0.0,2.145,0.6868333333333334,0.335,0.0,6.547,2.098388888888889,0.996,0.311,1.239,0.7675555555555555,0.8714999999999999,-5.946,12.612,2.813842105263158,3.224,0.879,49.818,23.14221052631579,18.744,0.030104166666666668,3.8875000000000006,0.8262785087719299,0.17854166666666668,-5.32,8.94,1.45,1.33,-5.32,15.49,5.700526315789474,5.970000000000001
12//07,341,-,0.395,2.601,1.4605555555555556,1.276,0.094,4.301,1.928125,1.467,0.0,2.254,0.6208947368421053,0.20400000000000001,0.001,6.9,1.8708947368421054,0.645,0.34800000000000003,1.5310000000000001,0.8075,0.7945,-5.9270000000000005,13.575000000000001,2.297578947368421,1.214,0.0,51.618,21.882473684210527,17.925,0.058124999999999996,3.502673611111111,0.8811907894736842,0.2330208333333333,-11.47,9.84,0.0912499999999999,-0.795,-11.47,17.64,5.032105263157895,5.695
12//08,342,-,0.9,2.412,1.6120588235294118,1.449,0.931,4.048,2.1676,1.806,0.006,1.965,0.6529411764705882,0.315,0.059000000000000004,5.9830000000000005,1.9600000000000002,1.027,0.447,1.182,0.9592941176470589,0.999,-6.016,10.913,3.1124444444444443,2.4800000000000004,9.326,48.969,25.78477777777778,22.232,0.029027777777777777,2.7228819444444445,0.8220325292397661,0.2927152777777778,-15.99,7.92,-0.8025,-1.135,-15.99,18.59,4.53421052631579,4.65
12//09,343,-,0.293,2.456,1.623764705882353,1.708,0.27,4.056,2.122133333333333,2.035,0.0,1.977,0.8486470588235294,0.502,0.002,6.016,2.527058823529412,1.431,0.293,1.375,0.7753529411764706,0.727,-6.078,11.973,2.3765,1.982,1.354,47.353,25.66638888888889,24.6965,0.06340277777777777,3.356076388888889,1.081548245614035,0.5566666666666666,-15.48,12.11,1.195625,1.065,-15.48,17.38,5.662105263157895,5.93
12//10,344,-,0.543,2.5300000000000002,1.4069444444444446,1.1150000000000002,0.516,4.115,2.0214375,1.4995,0.0,2.173,0.579421052631579,0.092,0.001,6.708,1.7515263157894738,0.28200000000000003,0.357,1.254,0.7977777777777778,0.8325,-6.2410000000000005,13.127,0.6015263157894737,-1.0010000000000001,0.0,51.428000000000004,20.125894736842106,13.77,0.021354166666666667,2.550381944444444,0.46689583333333334,0.19877083333333334,-11.22,9.07,0.850625,1.53,-11.22,16.29,4.947368421052632,5.415
12//11,345,-,0.353,2.437,1.4262777777777778,1.318,0.362,3.9570000000000003,2.0855625,1.6640000000000001,0.0,2.059,0.739421052631579,0.249,0.0,6.36,2.2566315789473683,0.841,0.335,1.0210000000000001,0.6463888888888889,0.611,-6.059,12.396,0.8277894736842105,-1.724,0.0,50.799,20.103473684210527,11.175,0.04288194444444445,2.983993055555556,0.5707781432748539,0.17513888888888887,-9.66,6.92,0.07624999999999994,0.125,-9.66,13.120000000000001,4.398421052631579,5.695
12//12,346,-,0.372,2.326,1.3699411764705882,1.631,0.35100000000000003,3.6630000000000003,1.9812666666666667,2.2,0.0,1.7770000000000001,0.5598823529411765,0.376,0.002,5.356,1.7780588235294117,1.067,0.372,1.254,0.8099411764705883,0.874,-6.086,11.175,0.9517222222222222,-2.468,0.0,45.685,19.516666666666666,20.0865,0.026402777777777775,3.4738194444444446,0.3759572878416973,0.10979166666666668,-7.09,7.45,0.698125,-0.35000000000000003,-7.09,13.89,4.454473684210527,4.865
12//13,347,-,0.244,2.358,1.3380588235294117,1.488,0.23800000000000002,4.0040000000000004,1.8262666666666667,1.883,0.0,1.95,0.5841176470588235,0.393,0.0,6.0200000000000005,1.7008823529411765,0.975,0.244,1.348,0.7537647058823529,0.721,-6.091,10.437,0.8005,0.4445,0.0,48.865,18.7375,18.006,0.036284722222222225,2.828333333333333,0.6772248942101631,0.25027777777777777,-3.88,7.83,0.6375000000000001,-0.15,-3.88,17.63,4.881578947368421,5.695
12//14,348,-,0.484,2.3850000000000002,1.3711176470588236,1.215,0.459,3.873,1.9048,1.444,0.0,1.879,0.5101764705882353,0.197,0.001,5.5680000000000005,1.5447058823529412,0.554,0.484,1.264,0.8609411764705883,0.924,-6.089,12.378,0.5961111111111111,-2.271,0.0,47.634,18.62788888888889,11.436,0.015625000000000003,2.671423611111111,0.7639865719552505,0.22170138888888888,-6.13,10.97,0.07187500000000008,-0.865,-6.13,17.06,4.231315789473684,3.725
12//15,349,-,0.587,2.379,1.304764705882353,1.056,0.598,3.883,1.6562666666666668,1.1420000000000001,0.0,1.941,0.4841111111111111,0.0605,0.001,6.07,1.4121666666666668,0.15350000000000003,0.43,1.294,0.7927647058823529,0.786,-6.054,12.55,0.4907222222222222,-1.7440000000000002,0.0,47.054,17.772666666666666,10.902000000000001,0.033124999999999995,3.8728813559322055,0.6563055245812272,0.20100694444444442,-6.24,8.18,-0.7418750000000001,-1.245,-6.24,14.1,3.388157894736842,2.8200000000000003
12//16,350,-,0.327,2.392,1.5051176470588237,1.556,0.303,3.8810000000000002,2.0932666666666666,1.951,0.0,1.958,0.6806111111111111,0.368,0.001,6.038,2.0545555555555555,1.1035,0.326,1.252,0.7847058823529411,0.736,-6.104,13.591000000000001,1.3502222222222224,0.7255,0.0,46.961,22.026888888888887,24.750999999999998,0.011041666666666667,3.0142458100558676,0.7047286769550352,0.2896064814814815,-7.0600000000000005,6.97,-1.0941176470588236,-1.1400000000000001,-7.0600000000000005,14.5,3.44375,3.335
12//17,351,-,0.486,2.343,1.500888888888889,1.6524999999999999,0.664,3.996,2.2744375,2.3735,0.003,2.0020000000000002,0.7072222222222222,0.598,0.008,6.242,2.125777777777778,1.641,0.332,1.479,0.7937222222222222,0.7615000000000001,-5.877,12.869,2.1756315789473684,4.937,2.412,47.817,24.195263157894736,25.294,0.019618055555555555,3.7389861111111107,0.8364916666666666,0.6323958333333334,-7.57,5.69,-1.424705882352941,-1.24,-7.57,17.78,3.8087500000000003,4.12
12//18,352,-,0.558,2.4170000000000003,1.5088947368421053,1.477,0.539,3.9410000000000003,2.1857058823529414,1.955,0.001,2.056,0.61425,0.28400000000000003,0.004,6.428,1.81345,0.8215,0.36,1.215,0.862421052631579,0.9390000000000001,-5.969,12.518,0.8286,-1.077,1.438,48.937,21.8016,18.47,0.06239583333333333,3.732326388888889,0.9479576388888888,0.3506076388888888,-8.63,5.0200000000000005,-0.8276470588235294,-1.1400000000000001,-8.63,15.81,3.9315,4.145
12//19,353,-,0.511,2.347,1.4601666666666666,1.4065,0.501,3.7640000000000002,1.8913125000000002,1.5095,0.0,1.9120000000000001,0.623,0.35150000000000003,0.0,6.042,1.9161666666666666,1.2145000000000001,0.37,1.37,0.837,0.845,-5.9190000000000005,13.434000000000001,0.5210526315789474,-1.278,4.135,47.051,21.394736842105264,20.379,0.04979166666666667,5.275833333333334,1.0251412801362685,0.2629618055555556,-8.02,9.19,0.4370588235294118,0.21,-8.02,17.66,4.643,4.9350000000000005
12//20,354,-,0.266,2.257,1.3041578947368422,1.243,0.255,3.805,1.5754117647058825,1.387,0.0,1.852,0.42757894736842106,0.14400000000000002,0.001,5.812,1.3424736842105263,0.47400000000000003,0.265,1.336,0.8765263157894737,0.888,-6.063,10.719,-0.09357894736842111,-0.6940000000000001,0.0,46.61,17.877157894736843,15.275,0.06506944444444446,3.3541319444444446,1.0782377794378044,0.5597743055555555,-7.69,10.14,0.33941176470588236,0.12,-7.69,15.280000000000001,4.78025,4.955
12//21,355,-,0.445,2.811,1.330277777777778,1.2235,0.41600000000000004,4.1690000000000005,1.8056875000000001,1.6465,0.0,2.052,0.4734736842105263,0.229,0.0,6.5120000000000005,1.4466315789473685,0.656,0.424,1.1440000000000001,0.8316666666666667,0.86,-5.9910000000000005,12.418000000000001,0.7107368421052632,0.626,0.006,54.116,18.924526315789475,14.596,0.04576388888888889,2.307847222222222,0.7364148391812866,0.500625,-4.69,10.25,1.6300000000000001,1.44,-4.69,15.36,5.2807894736842105,4.75
12//22,356,-,0.546,2.382,1.3136666666666668,1.166,0.538,4.167,1.810875,1.4565000000000001,0.0,1.93,0.44326315789473686,0.133,0.0,5.995,1.3088947368421053,0.426,0.452,1.249,0.8458333333333333,0.866,-5.9030000000000005,11.173,-0.07394736842105268,-0.912,2.447,49.620000000000005,18.89263157894737,15.040000000000001,0.04868055555555556,3.792569444444444,0.8262532894736843,0.30744444444444446,-4.21,9.76,0.8825,-0.024999999999999994,-4.21,15.32,4.728684210526316,4.605
12//23,357,-,0.9510000000000001,2.419,1.793,1.9565000000000001,1.042,3.811,2.504375,2.51,0.004,1.8760000000000001,0.9446842105263158,0.8140000000000001,0.013000000000000001,5.833,2.805578947368421,2.458,0.424,1.1480000000000001,0.7963333333333333,0.7865,-5.876,14.036,3.7194736842105263,3.3240000000000003,7.682,52.123,29.670473684210528,25.212,0.05023611111111109,3.6176041666666663,0.6528932748538012,0.16881944444444444,-5.2700000000000005,8.2,-0.12000000000000009,-0.9199999999999999,-5.2700000000000005,15.98,4.28,5.710000000000001
12//24,358,-,0.214,2.387,1.5197894736842106,1.786,0.26,3.7070000000000003,2.1964375,2.706,0.0,2.023,0.797578947368421,0.8250000000000001,0.001,6.337,2.3545263157894736,2.282,0.214,1.216,0.7220526315789474,0.7000000000000001,-5.871,11.608,3.208,6.081,0.5650000000000001,43.822,25.65221052631579,29.482,0.051493055555555556,3.953715277777778,1.14868567251462,0.5745486111111111,-4.96,8.540000000000001,0.638125,1.125,-4.96,18.73,4.548684210526316,4.640000000000001
12//25,359,-,0.597,2.363,1.4137777777777778,1.3399999999999999,0.614,3.609,1.8454375,1.558,0.0,1.723,0.5317368421052632,0.358,0.0,5.1450000000000005,1.5845263157894738,1.024,0.551,1.21,0.8545555555555556,0.8260000000000001,-5.918,12.534,1.0710526315789473,0.264,5.035,50.253,22.161736842105263,17.193,0.019097222222222224,2.963090277777778,0.8106769005847954,0.24527083333333338,-6.68,8.74,0.480625,-0.115,-6.68,13.75,4.026578947368421,4.425000000000001
12//26,360,-,0.502,2.404,1.4957222222222222,1.5470000000000002,0.523,3.988,2.0466875,1.9805000000000001,0.001,2.061,0.6393157894736842,0.384,0.009000000000000001,6.338,1.937842105263158,1.035,0.343,1.189,0.8211111111111111,0.865,-5.844,13.693,0.9156842105263155,-0.871,2.099,48.206,21.18605263157895,18.593,0.030034722222222216,4.011909722222222,1.1666711805555556,0.4524652777777778,-6.94,6.26,-0.2894117647058824,-0.33,-6.94,12.48,3.34075,4.09
12//27,361,-,0.28,2.226,1.1837777777777778,1.1755,0.264,3.3970000000000002,1.3611875,1.181,0.0,1.489,0.35500000000000004,0.1985,0.001,4.409,1.0310555555555556,0.5495000000000001,0.28,1.2570000000000001,0.8287222222222222,0.8240000000000001,-6.47,8.477,-0.6219473684210526,-2.279,0.0,40.746,16.122842105263157,17.998,0.028715277777777777,3.7478472222222226,0.7787149122807018,0.18260416666666668,-6.42,7.65,-0.273125,0.11000000000000001,-6.42,14.16,3.3247368421052634,4.03
12//28,362,-,0.308,2.478,1.3619444444444444,1.371,0.28,4.061,1.711375,1.3585,0.0,2.117,0.5178333333333334,0.229,0.0,6.609,1.5071666666666668,0.6465000000000001,0.308,1.237,0.844,0.912,-5.806,10.557,0.9829473684210528,0.553,1.302,47.922000000000004,20.325,18.259,0.029236111111111112,3.4940277777777777,0.7527057748538012,0.12142361111111111,-7.01,3.96,0.39687500000000003,1.025,-7.01,17.580000000000002,3.998684210526316,3.935
12//29,363,-,0.431,2.423,1.166388888888889,1.1255000000000002,0.453,2.767,1.35225,1.1960000000000002,0.0,2.001,0.3303333333333333,0.14,0.001,6.126,0.9785,0.3655,0.422,1.123,0.8357777777777778,0.8714999999999999,-5.9030000000000005,10.866,-0.33726315789473693,-1.299,2.387,34.63,15.799052631578949,15.375,0.025833333333333333,2.0205208333333338,0.6129746527777779,0.4409895833333334,-7.12,7.5200000000000005,0.5464705882352942,-0.11,-7.12,13.870000000000001,3.7945,5.029999999999999
12//30,364,-,0.17,2.52,1.3608888888888888,1.335,0.16,4.178,1.76375,1.6055000000000001,0.0,2.177,0.4601578947368421,0.28700000000000003,0.0,6.753,1.3576315789473685,0.8150000000000001,0.169,1.305,0.8749444444444444,0.926,-6.162,14.867,0.589,0.145,0.445,51.408,19.586947368421054,20.371,0.01715277777777778,4.375034722222222,0.7541518016705516,0.2698784722222222,-4.91,5.22,0.41882352941176465,-0.23,-6.09,14.83,3.6885,4.29
12//31,365,-,0.52,2.548,1.670842105263158,1.704,0.484,4.261,2.490235294117647,2.761,0.0,2.209,0.8636,0.6014999999999999,0.001,6.836,2.58825,2.0835,0.339,1.223,0.7618947368421053,0.791,-6.1850000000000005,14.44,3.8071,4.517,3.086,53.43,27.83325,29.6885,0.07197916666666666,4.248784722222222,0.8386159722222223,0.33923958333333337,-7.94,2.99,-1.3229411764705883,-0.52,-7.94,12.530000000000001,2.86225,2.545
