MM/DD,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
03//29,88,-,1.6480000000000001,6.46,4.3059,4.224,1.625,7.556,5.106833333333333,5.1455,0.008,5.432,2.44075,1.5345,0.033,9.465,4.13305,2.535,0.908,3.0420000000000003,1.8651,1.808,-6.09,33.369,17.10585,17.527500000000003,0.0,101.33800000000001,57.01755,56.316500000000005,0.09836805555555556,1.185173611111111,0.5571447916833334,0.42661458333333335,-2.17,8.2,2.42,1.96,-2.17,24.39,8.99775,6.735
03//30,89,-,2.735,6.519,4.99085,5.4705,2.982,7.538,5.7555000000000005,6.391,0.051000000000000004,5.273,2.9158,3.5195,0.179,9.155,4.87005,5.339,0.97,2.999,2.0749500000000003,2.157,-6.062,33.605000000000004,21.742050000000003,24.759,0.0,101.418,67.18465,68.593,0.25461805555555556,2.950798611111111,0.7253645833222222,0.42878819433333326,-3.83,10.25,2.8905555555555558,2.535,-3.83,26.5,9.64175,8.005
03//31,90,-,1.844,6.656000000000001,4.77445,4.8225,1.792,7.729,5.5525,5.4350000000000005,0.002,5.7410000000000005,2.89955,2.614,0.004,10.006,4.716,3.8405000000000005,0.728,3.473,1.8749,1.848,-6.0840000000000005,34.197,18.877200000000002,22.143,0.0,102.145,63.42,69.6035,0.31083333333333335,1.985798611111111,0.7793871527888889,0.6031944444444446,-1.99,10.02,3.2777777777777777,2.7800000000000002,-1.99,23.39,9.82925,9.52
04//01,91,-,2.0220000000000002,6.557,4.40225,4.4165,3.023,7.783,5.239833333333333,5.042,0.0,5.8260000000000005,2.07025,1.5375,0.0,10.114,3.4525,2.4690000000000003,0.6930000000000001,3.121,2.332,2.5225,-6.18,33.35,16.9359,18.5265,0.0,101.217,59.0997,58.4905,0.24945833333333337,2.1226041666666666,0.6046861111111111,0.49194444444444446,-4.64,8.11,2.2605555555555554,2.45,-4.64,22.61,8.632,8.585
04//02,92,-,2.286,6.772,4.98285,5.3535,2.5300000000000002,7.933,5.787944444444444,6.705500000000001,0.063,5.836,3.17255,3.1905,0.09,10.085,5.1838,4.8415,0.804,3.358,1.8103500000000001,1.9035,-6.186,33.847,20.33125,25.4835,0.0,105.437,67.20055,76.4965,0.30438888888888893,2.488576388888889,0.7331864583333333,0.5453819444444444,-3.69,8.55,2.513888888888889,2.315,-3.69,25.330000000000002,8.38,8.365
04//03,93,-,2.444,6.694,4.9686,5.1685,2.444,7.9270000000000005,5.629333333333333,5.8675,0.058,5.88,2.7405500000000003,2.3135000000000003,0.08700000000000001,10.238,4.54995,3.5815,0.752,3.644,2.22805,2.5755,-6.183,34.773,18.37765,19.273,0.0,105.35600000000001,64.9104,65.6815,0.1732986111111111,1.7924305555555557,0.6681003472222222,0.54578125,-2.68,6.42,1.3616666666666668,1.025,-2.68,25.5,8.41275,7.915
04//04,94,-,3.318,6.9190000000000005,4.8518,4.1530000000000005,3.4050000000000002,8.381,5.378,4.465,0.389,6.111,2.64475,1.4895,0.622,10.564,4.347700000000001,2.366,0.808,3.313,2.2069,2.2345,-6.229,36.391,17.55875,16.3335,0.0,108.31,63.52085,57.7945,0.22711805555555553,1.8369791666666666,0.6532934027777778,0.5116840277777779,-3.16,8.870000000000001,3.1727777777777777,4.455,-3.16,26.28,10.0545,9.235
04//05,95,-,1.494,6.916,4.19335,3.806,1.3920000000000001,8.304,4.803555555555556,4.1129999999999995,0.0,6.015000000000001,1.9728,1.057,0.0,10.277000000000001,3.2591,1.733,0.8190000000000001,3.4,2.2205500000000002,2.325,-6.208,31.115000000000002,13.99965,13.632,0.0,103.437,55.1748,51.881,0.15979166666666667,1.9932291666666666,0.7798715277777778,0.6487152777777778,-1.48,9.290000000000001,3.8777777777777778,4.165,-1.48,25.6,9.47125,7.805
04//06,96,-,1.451,7.071,4.1007,3.7455,1.276,8.012,4.593833333333333,4.32,0.0,5.833,1.7339,0.9095,0.001,9.499,2.7853000000000003,1.5375,0.925,3.4250000000000003,2.36655,2.6470000000000002,-6.174,34.282000000000004,13.0359,10.8245,0.0,99.86500000000001,52.250150000000005,49.1115,0.09017361111111111,3.3913194444444446,1.0002496527777778,0.4813888888888889,0.16,9.08,4.285,3.045,0.16,25.7,9.80225,8.2
04//07,97,-,1.872,6.871,4.7106,4.577500000000001,1.792,8.036,5.457944444444444,5.7585,0.0,6.176,2.57615,2.066,0.003,10.535,4.1255500000000005,3.017,0.6960000000000001,2.873,2.1345,2.2965,-6.099,34.451,17.48735,16.304000000000002,0.0,102.943,59.5257,56.843,0.2742708333333333,1.7894097222222218,0.733975,0.5157118055555556,-0.59,7.930000000000001,3.321111111111111,3.59,-0.59,30.830000000000002,10.02575,8.575000000000001
04//08,98,-,1.816,6.673,4.969,5.0489999999999995,3.126,7.7860000000000005,5.663388888888889,5.671,0.015,5.6690000000000005,2.5945,2.6390000000000002,0.023,9.288,4.1157,4.1085,1.004,3.3040000000000003,2.37445,2.3970000000000002,-6.08,31.775000000000002,18.791,22.66,0.0,96.296,64.1208,66.624,0.3047916666666667,1.9770833333333337,0.6430427083333333,0.5123263888888889,-0.92,8.69,3.1,2.6950000000000003,-0.92,30.22,10.026,9.030000000000001
04//09,99,-,2.0,6.87,5.45465,5.827,2.195,8.177,6.111833333333333,6.611000000000001,0.076,5.9830000000000005,3.26235,3.141,0.11,9.975,5.19705,4.985,0.839,3.662,2.1926,2.21,-6.065,34.202,20.8264,22.2515,0.0,101.916,69.522,72.61449999999999,0.11354166666666668,1.5973958333333331,0.6180788194444444,0.5098958333333334,-3.8200000000000003,9.81,2.9444444444444446,3.8049999999999997,-3.8200000000000003,26.11,9.95375,9.605
04//10,100,-,3.005,6.977,5.14315,5.1885,3.086,8.141,5.631444444444445,5.724,0.126,5.981,2.787,2.0335,0.226,10.027000000000001,4.375500000000001,3.0795000000000003,0.8230000000000001,3.541,2.35605,2.4965,-6.096,34.364,18.81025,20.9715,0.0,104.46900000000001,65.9207,74.363,0.09489583333333335,1.4257291666666667,0.6282458333333334,0.6018749999999999,-0.56,8.72,3.4116666666666666,3.0250000000000004,-0.56,26.44,10.64925,9.775
04//11,101,-,2.215,7.198,4.613,4.465999999999999,2.138,8.096,5.063944444444444,4.712,0.03,6.159,2.2959,1.575,0.054,10.259,3.7388500000000002,2.226,0.804,3.6790000000000003,2.317,2.459,-6.091,34.837,17.0392,16.264000000000003,0.0,102.648,58.1548,59.9845,0.3338888888888889,2.3192013888888887,0.8626263888888889,0.7240625,1.6400000000000001,8.11,4.318333333333333,4.12,1.6400000000000001,26.11,10.2835,8.725
04//12,102,-,2.403,7.266,5.1022,5.288,2.4090000000000003,8.253,5.525055555555555,5.1530000000000005,0.024,6.296,2.7836000000000003,3.0490000000000004,0.055,10.565,4.3934,4.5265,0.8150000000000001,3.876,2.3185,2.351,-6.1160000000000005,34.393,20.22495,18.820500000000003,0.0,103.124,64.1617,63.3995,0.22458333333333336,2.0022222222222226,0.7646184027777778,0.5888194444444445,-1.93,9.59,3.273888888888889,3.67,-1.93,28.22,10.26025,9.855
04//13,103,-,2.6430000000000002,7.376,4.9033,4.5085,2.559,8.344,5.2043333333333335,4.752,0.094,6.572,2.4488,1.681,0.169,10.887,3.8366000000000002,2.726,0.797,3.438,2.4544,2.6790000000000003,-6.128,33.752,18.74475,17.6235,0.0,100.783,59.51615,59.326,0.24003472222222222,1.6497916666666668,0.7784993055555556,0.6222395833333334,-1.28,9.68,3.5966666666666667,3.2300000000000004,-1.28,27.5,9.649750000000001,9.305
04//14,104,-,1.749,7.136,4.7431,4.750500000000001,1.623,7.889,5.170166666666667,5.0905000000000005,0.003,6.312,2.1239,2.097,0.004,10.428,3.29775,3.12,0.8240000000000001,3.9410000000000003,2.6191,2.7575000000000003,-6.089,35.235,16.32785,18.9995,0.0,99.976,55.23925,60.648,0.3835416666666666,1.1297916666666667,0.6286940972222222,0.5836458333333334,-2.93,6.48,2.3644444444444446,2.105,-2.93,24.060000000000002,8.465250000000001,6.6450000000000005
04//15,105,-,1.799,7.4350000000000005,4.7749500000000005,4.871,1.7610000000000001,8.333,5.211722222222222,5.1705000000000005,0.0,6.277,2.49995,1.8985,0.012,10.296,3.96375,2.901,0.782,3.586,2.2749,2.247,-6.094,35.72,17.308600000000002,16.0295,0.0,106.17,54.03755,55.698,0.19188888888888891,1.648611111111111,0.7398045138888889,0.6352777777777778,-1.09,7.140000000000001,2.002222222222222,2.12,-1.09,22.11,8.211,7.525
04//16,106,-,2.197,7.472,5.0022,4.607,2.152,8.361,5.253555555555556,4.541,0.006,6.665,2.49785,1.6255000000000002,0.029,11.027000000000001,4.01515,2.5540000000000003,0.808,3.41,2.5044,2.6345,-6.093,33.611000000000004,18.902,17.424500000000002,0.0,94.833,58.50545,58.0275,0.2924305555555555,2.833819444444445,0.6765621527777779,0.4773611111111111,-2.44,9.22,2.9455555555555555,2.81,-2.44,22.94,9.303,9.2
04//17,107,-,2.404,7.382000000000001,5.14265,5.354,2.3810000000000002,8.452,5.356,5.619,0.004,6.487,2.9643,2.564,0.032,10.566,4.7151000000000005,3.8890000000000002,0.895,3.3160000000000003,2.1783,2.51,4.355,35.44,21.5076,23.992,0.0,105.402,61.4685,68.9985,0.2841666666666667,2.1295069444444445,0.6059819444444444,0.48230902777777773,0.2,8.35,3.543888888888889,3.6500000000000004,0.2,25.89,9.845,8.379999999999999
04//18,108,-,1.593,7.487,5.79455,6.5085,1.4040000000000001,8.28,6.152555555555556,6.751,0.0,6.5040000000000004,3.7441500000000003,3.739,0.003,10.619,5.9244,5.7095,0.767,3.233,2.05035,2.2845000000000004,1.688,35.84,25.17295,28.948,0.0,107.852,68.8327,72.7875,0.054027777777777786,1.6279652777777776,0.5577840277777778,0.5006944444444446,-1.27,6.16,3.0316666666666667,2.825,-1.27,29.330000000000002,10.643,7.925000000000001
04//19,109,-,3.004,7.409,5.59255,5.952,3.1270000000000002,8.298,6.0617777777777775,6.9035,0.097,6.301,3.3529,3.888,0.19,10.118,5.12025,5.49,0.906,3.616,2.2395,2.175,9.345,34.782000000000004,24.03115,25.773000000000003,0.0,105.556,67.07755,62.6815,0.14791666666666664,0.9925694444444445,0.5707920138888889,0.5523784722222222,-1.95,7.930000000000001,3.1894444444444447,3.365,-1.95,31.61,11.20975,9.88
04//20,110,-,1.867,7.472,5.44815,6.0715,2.091,8.296,6.035111111111111,6.556000000000001,0.0,6.446,3.3259,3.612,0.002,10.436,5.1474,5.801,0.8310000000000001,3.606,2.12215,2.108,2.86,34.817,23.09365,26.8705,0.0,102.53,64.04425,73.39699999999999,0.15086805555555557,1.6955208333333331,0.5790211805555555,0.48633680555555553,-1.22,9.17,3.9877777777777776,3.7199999999999998,-1.22,30.11,11.2045,9.055
04//21,111,-,1.599,7.567,5.56135,6.763,1.5190000000000001,8.311,5.945388888888889,7.2815,0.0,6.668,3.6010500000000003,4.3215,0.0,10.664,5.56105,6.6325,0.884,3.383,1.9603,1.947,0.8150000000000001,36.788000000000004,23.2569,29.0375,0.0,110.799,60.2061,65.837,0.20291666666666666,1.9621527777777779,0.7445975694444444,0.6439409722222222,-1.16,10.13,4.208333333333333,4.04,-1.16,30.78,11.187750000000001,9.030000000000001
04//22,112,-,3.5260000000000002,7.534,6.12905,6.765000000000001,3.512,8.473,6.555888888888889,7.408,0.34,6.471,3.9213,4.397,0.459,10.468,5.9666500000000005,6.8645,0.872,3.662,2.20765,2.2745,12.958,35.982,27.01745,30.5235,0.0,108.876,70.1001,74.44749999999999,0.3955208333333334,1.2136458333333335,0.6686506944444445,0.6009791666666667,-2.17,8.86,4.2877777777777775,4.49,-2.17,27.5,11.68125,9.335
04//23,113,-,2.912,7.7860000000000005,5.698315789473685,6.325,3.685,8.881,6.235705882352941,7.066,0.016,6.78,3.4803684210526318,4.142,0.035,10.819,5.4264210526315795,6.114,1.006,3.56,2.2180526315789475,2.5020000000000002,7.008,36.141,24.116368421052634,27.396,0.0,108.249,66.99036842105264,63.71,0.28996527777777775,2.341111111111111,0.7472111111111112,0.5636111111111111,0.84,9.14,4.436111111111111,3.785,0.84,29.5,11.766,9.905000000000001
04//24,114,-,3.972,7.783,6.08925,6.643000000000001,3.932,8.962,6.4511111111111115,6.5765,0.78,6.708,3.7486,4.3565000000000005,1.062,10.651,5.68375,6.7515,1.063,3.657,2.34075,2.289,15.950000000000001,36.187,26.1809,27.529,0.0,109.943,72.10595,66.977,0.2403472222222222,1.6433333333333333,0.6897770833333333,0.6037847222222222,-0.61,11.46,4.94,5.234999999999999,-0.61,31.67,12.41175,10.915
04//25,115,-,2.694,7.605,6.18225,6.843500000000001,2.598,8.749,6.750333333333334,7.5920000000000005,0.002,6.25,3.93165,4.8675,0.005,9.667,5.995,7.0095,1.16,3.676,2.2506,2.081,6.4910000000000005,35.976,26.90295,30.6815,0.0,108.33200000000001,71.04595,77.28450000000001,0.27587500000000004,1.622881944444445,0.620263888888889,0.5353298611111112,-0.68,10.58,4.407777777777778,4.300000000000001,-0.68,30.5,12.26275,10.535
04//26,116,-,2.255,7.6610000000000005,5.881600000000001,6.4695,2.168,8.71,6.272277777777778,6.8505,0.02,6.558,3.47185,3.899,0.03,9.936,5.25625,5.652,1.103,4.682,2.4097,2.3525,4.5600000000000005,35.64,24.9294,28.561,0.0,107.518,69.74275,73.438,0.3062152777777778,1.2455208333333334,0.6102371527777778,0.6172743055555555,0.9500000000000001,10.86,4.818888888888889,4.32,0.9500000000000001,29.11,12.3555,11.54
04//27,117,-,3.228,7.827,6.0584,6.747,3.361,8.489,6.295166666666667,6.157,0.362,6.836,3.80975,4.1525,0.623,10.845,5.9139,6.302,0.991,3.936,2.24845,2.3255,10.428,34.728,25.65965,29.564999999999998,0.0,104.552,70.58120000000001,73.114,0.3063194444444444,1.8170833333333338,0.6866659722222223,0.6156597222222222,0.37,8.09,4.371111111111111,4.41,0.37,30.5,11.88875,9.754999999999999
04//28,118,-,3.315,8.02,5.9783,6.199,3.587,8.696,6.336277777777778,6.4385,0.753,7.041,3.56755,2.932,1.099,11.108,5.4202,4.307,0.923,3.648,2.4107000000000003,2.7119999999999997,11.513,35.988,25.44015,26.4625,0.0,103.766,69.3755,77.581,0.22736111111111112,2.1621180555555553,0.6592104166666667,0.5946701388888889,0.97,10.26,5.166666666666667,5.29,0.97,28.78,11.9215,10.235
04//29,119,-,3.181,8.077,6.44855,6.9595,3.104,8.462,6.754277777777778,7.103,0.342,7.1690000000000005,4.1662,4.773,0.492,11.396,6.3218000000000005,6.8875,0.806,3.6270000000000002,2.2824,2.3805,10.748000000000001,37.704,27.918,30.2285,0.0,111.83500000000001,72.1277,76.9495,0.36975694444444446,1.6919097222222224,0.7046177083333334,0.6384375000000001,1.31,9.91,4.884444444444444,5.085,1.31,26.89,11.923,10.219999999999999
04//30,120,-,0.9450000000000001,8.167,6.44155,7.022,0.91,8.946,6.861277777777778,7.7059999999999995,0.008,7.126,4.3944,4.8294999999999995,0.014,11.269,6.6206000000000005,7.089500000000001,0.937,3.513,2.04705,1.8585,-1.985,37.518,27.5517,30.9825,0.0,111.391,71.31395,81.25450000000001,0.2730902777777778,2.2049305555555554,0.7267892361111111,0.6194270833333335,0.92,14.06,5.122777777777778,5.125,0.92,31.44,12.422,10.89
05//01,121,-,2.281,8.116,6.4583,6.9055,2.358,8.579,6.799388888888889,7.343500000000001,0.009000000000000001,7.1000000000000005,4.32155,5.103,0.047,11.097,6.45995,6.864,0.9550000000000001,3.197,2.13675,2.265,4.768,36.988,27.738526315789475,32.246,0.0,110.056,74.38035,86.6575,0.2951388888888889,2.303715277777778,0.7475239583333334,0.7210763888888889,-0.73,10.53,5.167222222222223,5.43,-0.73,30.39,12.700750000000001,10.52
05//02,122,-,2.324,8.117,6.8352,7.5265,2.532,8.662,7.250166666666667,8.142,0.027,7.081,4.8422,5.8815,0.039,11.161,7.50725,8.7695,0.89,3.789,1.9929000000000001,1.6835,5.454,39.467,29.116263157894736,32.645,0.0,116.721,76.31400000000001,80.8065,0.34371527777777783,1.7517132867132872,0.6895839282245533,0.612013888888889,0.92,12.6,5.956666666666667,5.48,0.92,28.28,13.525500000000001,13.455
05//03,123,-,2.062,8.069,6.36405,7.3785,1.9020000000000001,8.835,6.737611111111112,7.8575,0.006,7.038,4.38125,5.439500000000001,0.008,11.018,6.615,7.85,0.768,3.9050000000000002,1.9828000000000001,1.9395,4.412,37.183,26.51421052631579,31.247,0.0,112.409,72.7722,78.0235,0.14059027777777777,0.9570416666666666,0.5561951388888889,0.5691145833333334,1.73,10.35,5.668333333333333,5.73,1.73,30.560000000000002,13.54275,11.545
05//04,124,-,2.094,8.162,6.2810500000000005,7.218500000000001,2.208,8.984,6.495111111111111,7.442500000000001,0.0,7.087,4.13095,4.917,0.0,10.958,6.2162,6.866,0.9470000000000001,3.498,2.1502,2.0614999999999997,4.216,37.966,26.099315789473685,30.794,0.0,113.385,72.94395,81.398,0.2793402777777778,1.5158680555555555,0.6780642361111111,0.6301215277777779,0.02,12.51,6.158888888888889,6.475,0.02,31.560000000000002,13.64125,12.49
05//05,125,-,2.245,8.062,6.3962,7.3525,2.243,8.741,6.657055555555555,7.7085,0.302,6.753,4.22695,5.1505,0.40900000000000003,10.486,6.2173,7.75,1.199,3.114,2.1694,2.0785,-5.921,38.647,26.54345,29.8885,0.0,115.22200000000001,74.4598,85.283,0.2796180555555556,1.2224305555555557,0.7113010416666666,0.6863993055555555,1.07,10.43,6.4622222222222225,6.665000000000001,0.2,27.5,13.02175,10.945
05//06,126,-,2.234,8.073,6.178,6.9835,2.203,9.005,6.400666666666667,7.3245000000000005,0.0,7.049,3.8934,4.823,0.002,10.656,5.69425,6.2095,1.025,4.017,2.2845,2.1704999999999997,-5.915,37.685,25.26005,29.587,0.0,112.892,70.2826,68.7755,0.3182986111111111,1.078888888888889,0.6601298611111112,0.6061805555555556,-1.71,11.17,5.836111111111111,5.74,-1.71,27.44,12.92075,11.89
05//07,127,-,3.317,8.516,6.696,7.6135,3.228,8.789,6.911555555555556,7.666500000000001,0.062,7.532,4.42945,5.5065,0.083,11.549,6.5848,8.0475,0.961,4.231,2.2667,2.1075,-5.844,40.596000000000004,26.31455,30.489,0.0,118.965,73.5419,73.66749999999999,0.18885416666666666,0.9030625000000001,0.5939920138888889,0.6274409722222223,-0.24,12.14,5.933888888888889,5.595,-0.24,30.17,13.541,13.100000000000001
05//08,128,-,2.902,8.345,6.6143,7.123,2.852,8.859,6.844388888888889,7.4745,0.171,7.335,4.5577000000000005,5.051,0.318,11.287,6.71825,7.1545000000000005,1.01,3.218,2.05655,2.1705,3.238,39.048,26.1947,29.560000000000002,0.0,115.75,69.5281,80.51650000000001,0.34680555555555553,0.9614236111111111,0.6163576388888888,0.6317013888888889,-1.23,12.32,6.08,5.505,-1.23,29.78,13.8795,12.3
05//09,129,-,2.686,8.311,6.77705,7.2635000000000005,2.5420000000000003,8.871,6.996888888888889,7.546,0.081,7.2540000000000004,4.6122,4.761,0.116,11.186,6.85625,7.074,0.924,3.77,2.16495,2.2515,7.4990000000000006,37.036,28.4182,31.158500000000004,0.0,110.674,69.7746,73.074,0.24954861111111107,1.003125,0.5702618055555556,0.5802777777777778,1.26,11.99,5.967222222222222,6.565,1.26,33.61,13.84725,11.555
05//10,130,-,2.179,8.206,6.5412,7.4415,2.283,8.870000000000001,6.699611111111111,7.2635000000000005,0.007,7.159,4.2426,4.8535,0.018000000000000002,11.037,6.27885,7.183,1.006,4.156,2.2986,2.2005,4.255,36.955,27.1046,30.115000000000002,0.0,111.519,69.41615,75.55,0.12274305555555556,1.3245972222222224,0.600723263888889,0.5841493055555556,1.37,11.33,5.738333333333333,5.460000000000001,1.37,32.5,13.8995,11.295
05//11,131,-,2.282,8.481,6.3513,7.195,2.178,9.198,6.553444444444445,7.404,0.006,7.632000000000001,3.9466,4.228,0.013000000000000001,11.789,5.8792,6.2975,0.85,3.9570000000000003,2.4049,2.5895,4.487,38.438,25.91535,28.7325,0.0,113.414,61.87815,61.457,0.22260416666666666,1.2326250000000003,0.6498076388888889,0.6472916666666667,0.87,14.040000000000001,5.958333333333334,6.42,0.87,32.11,14.06225,12.425
05//12,132,-,5.282,8.387,7.2976,7.564,5.545,9.322000000000001,7.819333333333334,8.154,2.4210000000000003,7.304,5.0049,5.362,3.33,10.973,7.19285,7.7940000000000005,0.973,3.576,2.29265,2.3280000000000003,18.358,38.883,31.3196,32.9555,0.0,114.884,75.9585,91.772,0.3996527777777778,1.9797013888888892,0.7150600694444444,0.6600138888888889,1.86,11.620000000000001,6.111111111111112,6.0,1.86,29.330000000000002,14.16475,12.895
05//13,133,-,3.8080000000000003,8.454,7.0544,7.7095,4.516,8.955,7.573777777777778,8.380500000000001,0.706,7.424,4.757,5.323499999999999,0.881,11.238,7.02935,7.6615,1.006,3.8810000000000002,2.2974,2.1375,11.061,38.633,29.5991,32.403999999999996,0.0,113.73,77.6467,90.559,0.3319791666666666,0.8690972222222223,0.518984375,0.48111458333333335,1.6300000000000001,9.92,5.763333333333334,5.720000000000001,1.6300000000000001,31.0,14.306000000000001,11.690000000000001
05//14,134,-,2.1350000000000002,8.421,6.6099000000000006,7.2844999999999995,2.062,8.731,7.325944444444445,8.055499999999999,0.001,7.313,4.407,5.0215,0.005,11.103,6.4848,7.0235,1.0090000000000001,4.1530000000000005,2.2029,2.1109999999999998,4.287,38.33,27.2082,32.2375,0.0,114.19,72.615,85.3075,0.11635416666666666,0.9317361111111112,0.5365743055555555,0.5720972222222223,3.42,10.77,7.2011111111111115,6.93,3.42,33.89,15.37675,12.15
05//15,135,-,2.237,8.285,5.5352,6.048,2.186,8.844,5.908333333333333,6.684,0.005,6.803,2.8537,2.983,0.007,10.126,4.3285,4.588,1.482,4.002,2.68155,2.5515,4.726,36.618,21.3561,23.5135,0.0,109.09100000000001,61.643950000000004,70.22399999999999,0.09645833333333334,1.0303194444444446,0.5502947916666667,0.5434375,3.13,12.83,8.768888888888888,9.135000000000002,3.13,34.56,15.288,12.575
05//16,136,-,2.267,8.49,6.55235,6.7835,2.166,8.803,6.852166666666667,7.167,0.0,7.348,4.11245,3.4130000000000003,0.0,11.353,6.127,5.1475,0.9540000000000001,3.92,2.4401,2.5215,4.1930000000000005,39.889,27.159100000000002,29.9075,0.0,117.2,72.22365,76.7345,0.3979513888888889,1.5619791666666667,0.6941375000000001,0.636638888888889,2.37,12.5,8.191666666666666,7.9799999999999995,2.37,34.83,14.918,13.84
05//17,137,-,2.458,8.401,6.6579500000000005,7.7515,3.3120000000000003,8.77,7.193555555555555,8.085,0.13,7.515000000000001,4.24735,5.3495,0.14200000000000002,11.599,6.268,7.461,0.87,4.0200000000000005,2.4105,2.2535,-5.905,39.764,25.5902,33.41,0.0,117.304,71.5517,84.4665,0.3813541666666667,1.9855208333333334,0.7103958333333333,0.6140798611111111,2.77,15.72,8.338333333333333,8.77,2.77,37.89,15.43125,13.585
05//18,138,-,2.424,8.615,6.56155,6.8305,4.252,8.794,7.063111111111112,7.6705000000000005,0.022,7.72,4.1621,3.739,0.075,11.808,6.1134,5.444,0.85,4.195,2.39945,2.4915000000000003,-6.223,40.109,24.0277,29.185000000000002,0.0,119.19200000000001,71.51605,75.982,0.29093749999999996,2.208951388888889,0.7114375000000001,0.5890798611111112,-0.56,15.64,7.993888888888889,8.105,-0.56,35.78,15.00575,15.41
05//19,139,-,1.725,8.544,6.46215,6.7835,1.627,9.323,6.903611111111111,7.4185,0.0,7.777,4.0192,3.9444999999999997,0.001,11.985,5.91175,5.6025,0.767,4.488,2.443,2.5095,-6.2700000000000005,37.746,23.756500000000003,28.516,0.0,113.44500000000001,68.90395000000001,77.321,0.12927083333333333,1.5742013888888888,0.7242107638888888,0.6693333333333333,2.06,13.35,7.575555555555556,7.390000000000001,2.06,32.61,14.4785,12.86
05//20,140,-,3.361,8.596,6.70335,7.292,3.334,9.268,6.965055555555556,7.702500000000001,0.231,7.722,4.2651,4.6385000000000005,0.271,11.879,6.19665,6.24,0.794,3.778,2.43825,2.6535,-6.26,37.848,25.5773,31.0045,0.0,112.727,73.0913,83.396,0.1875,1.3602083333333335,0.6074638888888889,0.5263541666666667,2.77,12.870000000000001,7.1161111111111115,6.92,2.77,32.56,14.25775,13.850000000000001
05//21,141,-,2.442,8.556000000000001,6.3772,6.781000000000001,2.914,9.115,6.795111111111112,7.49,0.08700000000000001,7.773000000000001,3.99095,3.7355,0.139,11.964,5.830550000000001,5.244,0.776,3.833,2.38625,2.395,-6.25,38.473,23.39575,25.3185,0.0,113.638,70.9507,73.40299999999999,0.1363958333333333,1.123715277777778,0.6426368055555556,0.6325694444444444,2.54,12.41,7.123888888888889,7.109999999999999,2.54,33.28,14.232000000000001,10.395
05//22,142,-,3.532,8.679,6.91355,7.399000000000001,3.713,9.065,7.357777777777778,8.108,0.184,7.5680000000000005,4.53385,4.3535,0.243,11.597,6.5279,5.931,0.903,3.853,2.37965,2.9855,-6.222,40.303000000000004,25.2264,29.9715,0.0,119.245,78.53065000000001,86.88,0.26784722222222224,1.4103819444444445,0.675234375,0.6216145833333333,1.29,15.93,7.471111111111111,7.84,1.29,36.83,14.824,12.86
05//23,143,-,3.797,8.72,6.9751,7.4605,3.749,8.928,7.166222222222222,7.804,0.645,7.523000000000001,4.3637500000000005,4.407,0.8300000000000001,11.607000000000001,6.42215,6.3035,1.0230000000000001,4.562,2.6113,2.819,-6.242,39.732,25.87,29.015500000000003,0.0,116.94,78.43815000000001,87.67699999999999,0.3342361111111111,2.5735069444444445,0.73988125,0.6493749999999999,2.46,14.280000000000001,7.962777777777778,7.48,2.46,33.67,14.91125,14.055
05//24,144,-,3.4530000000000003,8.635,7.1068500000000006,7.766500000000001,3.621,9.014,7.2348333333333334,7.8485,0.122,7.638,4.55425,5.2705,0.167,11.664,6.6544,7.647,0.997,4.461,2.55295,2.3114999999999997,-6.261,38.216,28.58335,31.581000000000003,0.0,114.244,78.18325,76.989,0.35184027777777777,1.166840277777778,0.6433388888888889,0.5903298611111112,3.7,13.040000000000001,7.998333333333334,7.11,2.5500000000000003,31.560000000000002,14.97275,13.030000000000001
05//25,145,-,1.187,8.99,6.51875,7.515000000000001,1.1260000000000001,9.051,6.612166666666667,7.658,0.0,7.955,4.1038,4.061,0.001,12.245000000000001,6.04105,6.0295000000000005,0.8320000000000001,4.0520000000000005,2.41495,2.8015,-6.258,39.519,23.27365,26.805,0.0,116.634,73.66695,77.5725,0.27222222222222225,1.1940277777777777,0.7085243055555556,0.6815972222222223,3.27,13.200000000000001,7.83,8.325,3.27,31.720000000000002,14.9175,12.93
